sample_index,beta,gamma,max_prey
1,0.0578537704064808,0.2376307842307004,122.45488232589108
2,0.1249227284740792,0.1452707801439187,39.50537217479056
3,0.2377102267212126,0.1925553288088019,36.452294795823
4,0.1053897419316959,0.3107003989569137,98.88692150961717
5,0.1745166356888305,0.2753297509669246,60.41579165129616
