sample_index,alpha,gamma,max_prey
1,1.2175835191611195,0.1750313800739704,83.93999723281635
2,1.3652814843881829,0.3359605566407824,152.7280933543789
3,0.6554300401838048,0.1623268672996798,30.095791759464774
4,0.7642026818400176,0.2952091051169345,75.87006581452155
5,1.1371640318139498,0.1477818985835739,68.17032044865374
6,0.9273504502060664,0.2790611554968994,85.20615928744135
7,0.7499217653249995,0.2582672371386809,62.723726155747215
8,0.8988364519497731,0.2699029036011611,78.89743923060922
9,1.1817245166857036,0.2283293732634157,95.85369415776506
10,0.3105176157860074,0.2315290062851008,52.635106976882795
11,0.8501576024528545,0.2686032593511595,74.43015497593821
12,1.065290574021036,0.1184820375133345,54.09046247593973
13,0.5584280159966875,0.1727609003409955,28.26898136034947
14,1.2801383632750534,0.3231595729402597,137.1235481444929
15,0.3535920727541189,0.2084471366283192,42.59435458727603
16,0.9514231814770407,0.2146150143158429,67.82735379755772
17,1.4162974716886314,0.2421808562602933,128.07782204296942
18,0.8341501781714764,0.1375609770339222,37.46361844660677
19,0.5026317149175797,0.1059491477874731,11.224528559121914
20,0.986159343784325,0.3093770040444845,100.66776226275651
21,1.0343007628918064,0.1830436725745514,66.4397162344209
22,1.4844176802702056,0.339487632628755,169.51748059426603
23,1.449764575009835,0.2493866152482551,134.68525104002785
24,0.3794738856765695,0.131451184936909,21.66206689095644
25,0.688300501575777,0.2055858616424449,43.16015472029123
26,1.3965428505775468,0.1533702846610434,99.05775215024921
27,0.7153326416536435,0.3470413686120935,90.63668553139262
28,1.2511795337326732,0.1913987097450554,92.79665481047152
29,0.5200439897339538,0.1947708331588968,33.690950126758324
30,1.3379783616565877,0.1680467563058491,96.02746700737339
31,1.0066675632640032,0.2555248108286649,84.56474981301862
32,0.4543910334536855,0.1117252734800919,13.853866502566119
33,1.0804562642720528,0.2903466744736936,102.90814783734545
34,0.6181184373571929,0.2813576345327803,63.20392784933745
35,0.7943439490559856,0.2213654002044267,54.96416061736916
36,0.4424792743464052,0.1194709463195408,15.821312471955324
37,0.3961373107277371,0.3142758175768056,74.12044881341801
38,1.166428494778372,0.130680148312942,67.11626795999928
39,1.3099769447713503,0.3001060842087834,133.9560979732975
40,0.5956644784632747,0.3308198811012077,79.4591977669438
