sample_index,alpha,gamma,max_prey
1,1.4996824306000085,0.2277789122608407,134.4731671173242
2,1.0421810913402498,0.2827239927353945,99.42229482400529
3,0.6717413901945435,0.2187923665277871,45.937668515540665
4,0.9924011670393832,0.3452805130132556,114.7874356614627
5,1.3625659460434074,0.2709815270315122,130.90000131878577
6,1.068510454150992,0.3289175247675798,116.17744151933402
7,1.119207717474119,0.2506691352042576,95.7372557606663
8,1.149688578723468,0.1597755778526408,72.49685827475288
9,1.21165634957025,0.2919828731376819,119.58002950034934
10,1.3071770731832115,0.2083745409932944,104.50337353352498
11,0.6168764283230416,0.3050891293936539,71.10275700993402
12,1.3277223633801811,0.1870941720467435,100.4418939909919
13,0.4470076997928266,0.3199426634205227,74.30947443244153
14,0.55741774346804,0.1366454454373684,19.319343877197213
15,1.4369577959249185,0.3334782648940519,161.71847038335756
16,0.479656916263639,0.2987695170210409,66.69201644057205
17,1.08325581113143,0.2571256288688645,93.08451816918753
18,0.9459866151285864,0.1384173099976327,47.15729137183631
19,0.3942108284085563,0.1037255773939653,13.410538757485545
20,0.381332045760086,0.1093265286343003,14.932405434852717
21,0.8912979944924073,0.3414666309812479,103.1260252244722
22,0.5160381255411873,0.1891468524359,32.04233512614431
23,0.8415948172729915,0.2405596975597417,64.23528260983352
24,0.8140087692377866,0.1127621263977705,31.07698242395349
25,0.97704324416377,0.3148910137543729,101.87764190000357
26,1.193618084590527,0.1735186482600404,80.86883535854024
27,0.5715577774261251,0.167293402153701,27.257559244287982
28,0.7016874521027685,0.2340996480762996,52.24320285305562
29,0.4948318669815416,0.2807203448401669,60.48090940209556
30,0.6435804265636518,0.1209279377348451,20.646201174343354
31,0.3563941463163535,0.249082675935506,54.48522092654865
32,0.9138222142684987,0.3109689009242897,94.41171480928317
33,0.7998596169144384,0.2146600467883515,53.51567490903454
34,1.252556510200068,0.264569345047966,115.2119124315633
35,0.7400805107890114,0.2004447837662773,45.172230280582255
36,0.7612563737145162,0.1439395401652331,33.14683868807497
37,0.3086617830433954,0.1546215459739643,27.938814237882003
38,1.4602868312557076,0.1987629504057143,120.26022204013083
39,1.4090865739686989,0.1799556194912694,108.1818554025894
40,1.2783933566765824,0.1299496644434149,79.1641726731378
