example,regime,stabilization,nx,time_idx,l2_error,order
example2,transition,artificial,32,0,0.005396583828336038,
example2,transition,artificial,32,71,1.4702309606796822,
example2,transition,artificial,32,142,1.9091498026469857,
example2,transition,artificial,32,214,2.0482599689913514,
example2,transition,artificial,32,285,2.155206141953028,
example2,transition,artificial,32,357,1.8966202405995458,
example2,transition,artificial,32,428,2.4402551234836283,
example2,transition,artificial,32,500,2.2967755057920107,
example2,transition,artificial,64,428,1.4661754632260016,0.7349742193404171
example2,transition,artificial,64,357,1.1551496394237997,0.7153510853638957
example2,transition,artificial,64,285,1.296682065885856,0.7330010795008157
example2,transition,artificial,64,500,1.3469735203216584,0.769888360319271
example2,transition,artificial,64,142,1.085020780076683,0.8152076360534177
example2,transition,artificial,64,71,0.8018452795712461,0.8746470151334326
example2,transition,artificial,64,0,0.0013596629891850518,1.9887973300461477
example2,transition,artificial,64,214,1.2026742854267523,0.7681528593593114
example2,transition,artificial,128,500,0.708128722188019,0.9276379502373602
example2,transition,artificial,128,428,0.7774400780513555,0.9152543795109175
example2,transition,artificial,128,285,0.6744067769310402,0.9431338491242055
example2,transition,artificial,128,357,0.6180565167889657,0.9022690788561343
example2,transition,artificial,128,142,0.5323161054663069,1.0273675516767697
example2,transition,artificial,128,71,0.3769134194970653,1.0890907265016434
example2,transition,artificial,128,0,0.0003399637094700381,1.9997964498274459
example2,transition,artificial,128,214,0.612977486853631,0.9723399837738419
example2,transition,artificial,256,428,0.30637575435061737,1.3434293511440396
example2,transition,artificial,256,0,8.249449323282298e-05,2.0430110261673904
example2,transition,artificial,256,71,0.1322082803153743,1.5114206242651975
example2,transition,artificial,256,142,0.19288905883612048,1.4645119039876497
example2,transition,artificial,256,214,0.22889323600645495,1.4211592576355359
example2,transition,artificial,256,285,0.25600192497544166,1.3974643751680174
example2,transition,artificial,256,357,0.24104187834162713,1.3584549477406898
example2,transition,artificial,256,500,0.28261067670883677,1.3251956642213796
