1,18.036,3.9466e-07,6.06136e-06,7
2,12.708,2.20204e-07,3.35967e-06,7
4,7.687,2.65584e-07,3.18161e-06,7
6,5.862,2.06622e-07,2.19146e-06,7
8,5.292,7.9074e-08,1.81553e-06,7
12,5.932,4.45674e-08,1.42298e-06,7
