1,13.965,2.22544e-06,0.000188359,8
2,12.246,1.44903e-06,0.000125708,8
4,7.189,1.12126e-06,9.75423e-05,8
6,6.572,9.75849e-07,8.22833e-05,8
8,6.339,6.98541e-07,5.95693e-05,8
12,6.501,6.91431e-07,6.59615e-05,8
6,6.967,9.75849e-07,8.22833e-05
