example,regime,stabilization,nx,time_idx,l2_error,order
example3,diffusion,artificial,32,0,0.008991683640911848,
example3,diffusion,artificial,32,71,0.00847749305677447,
example3,diffusion,artificial,32,142,0.009725922523238019,
example3,diffusion,artificial,32,214,0.013004122258866053,
example3,diffusion,artificial,32,285,0.018153143105327993,
example3,diffusion,artificial,32,357,0.024775322643407406,
example3,diffusion,artificial,32,428,0.03225630521482412,
example3,diffusion,artificial,32,500,0.040503491729820436,
example3,diffusion,artificial,64,428,0.014892339891611182,1.1150107463800243
example3,diffusion,artificial,64,357,0.011236030161722697,1.1407714431072038
example3,diffusion,artificial,64,285,0.007908415898348979,1.1987587150910346
example3,diffusion,artificial,64,500,0.018868821736036673,1.1020419487543571
example3,diffusion,artificial,64,142,0.0031509879504157605,1.626030861698619
example3,diffusion,artificial,64,71,0.0022357022817392153,1.922909613794055
example3,diffusion,artificial,64,0,0.002283628351197565,1.9772633987755632
example3,diffusion,artificial,64,214,0.005155681949531476,1.334733852076036
example3,diffusion,artificial,128,500,0.008094940966437718,1.2209118720189527
example3,diffusion,artificial,128,428,0.0063717945745344895,1.2247987881615474
example3,diffusion,artificial,128,285,0.0033218473937431238,1.251402946280634
example3,diffusion,artificial,128,357,0.004781308674120004,1.23265495028339
example3,diffusion,artificial,128,142,0.0011336989467955543,1.4747666532347163
example3,diffusion,artificial,128,71,0.0006234265524212271,1.8424365765129116
example3,diffusion,artificial,128,0,0.0005721403004474323,1.99688700489536
example3,diffusion,artificial,128,214,0.0020890872867177297,1.3032904949061632
example3,diffusion,artificial,256,428,0.0021251844572433244,1.584111688732081
example3,diffusion,artificial,256,0,0.00013890453617382292,2.0422752547250567
example3,diffusion,artificial,256,71,0.00016976277908869794,1.8766994231489722
example3,diffusion,artificial,256,142,0.0003575467107819569,1.664833947625127
example3,diffusion,artificial,256,214,0.0006861350906842069,1.606308216130953
example3,diffusion,artificial,256,285,0.0011023144130313668,1.591450014786719
example3,diffusion,artificial,256,357,0.0015923194220673305,1.5862757748537462
example3,diffusion,artificial,256,500,0.002701922187668522,1.5830344322365821
