example,regime,stabilization,nx,time_idx,l2_error,order
example3,mixed,artificial,32,0,0.008991683640911848,
example3,mixed,artificial,32,71,0.1079134417424488,
example3,mixed,artificial,32,142,0.13884459400443452,
example3,mixed,artificial,32,214,0.15972836976953045,
example3,mixed,artificial,32,285,0.17364522834574925,
example3,mixed,artificial,32,357,0.18351353140330776,
example3,mixed,artificial,32,428,0.1905337318303196,
example3,mixed,artificial,32,500,0.19574787510025002,
example3,mixed,artificial,64,428,0.0761451950469796,1.3232215260622266
example3,mixed,artificial,64,357,0.07257349229451468,1.3383718439076746
example3,mixed,artificial,64,285,0.06759530841763242,1.3611477449026577
example3,mixed,artificial,64,500,0.07880709173870687,1.31259928000775
example3,mixed,artificial,64,142,0.050520020309684374,1.4585438818543242
example3,mixed,artificial,64,71,0.0361907834569858,1.5761803341234937
example3,mixed,artificial,64,0,0.002283628351197565,1.9772633987755632
example3,mixed,artificial,64,214,0.0606740382065383,1.3964693369717525
example3,mixed,artificial,128,500,0.03126414871759,1.3338162265490718
example3,mixed,artificial,128,428,0.03006384092557326,1.340723663632388
example3,mixed,artificial,128,285,0.02622622080904589,1.3659131863233536
example3,mixed,artificial,128,357,0.0284567443921369,1.350672076280931
example3,mixed,artificial,128,142,0.018670870658604843,1.4360660143301867
example3,mixed,artificial,128,71,0.012493763845176148,1.5344141737493715
example3,mixed,artificial,128,0,0.0005721403004474323,1.99688700489536
example3,mixed,artificial,128,214,0.023145514898691173,1.3903466768237571
example3,mixed,artificial,256,428,0.009627548011369134,1.6427890205812228
example3,mixed,artificial,256,0,0.00013890453617382292,2.0422752547250567
example3,mixed,artificial,256,71,0.0036996831981572233,1.7557345217595681
example3,mixed,artificial,256,142,0.005763011012879974,1.6958945230054754
example3,mixed,artificial,256,214,0.007273928912001999,1.6699259258648989
example3,mixed,artificial,256,285,0.008319445051727005,1.6564507288658206
example3,mixed,artificial,256,357,0.009079029937880859,1.648160555048555
example3,mixed,artificial,256,500,0.010037752173891905,1.6390730026897213
