example,regime,stabilization,nx,time_idx,l2_error,order
example3,advection,artificial,32,0,0.008991683640911848,
example3,advection,artificial,32,71,1.3824445787065476,
example3,advection,artificial,32,142,1.5543448250789993,
example3,advection,artificial,32,214,1.6537822744782573,
example3,advection,artificial,32,285,1.710083433078813,
example3,advection,artificial,32,357,1.531630225149392,
example3,advection,artificial,32,428,1.8301716030598227,
example3,advection,artificial,32,500,1.532479848169255,
example3,advection,artificial,64,428,1.1338256417412556,0.6907801252661158
example3,advection,artificial,64,357,0.9475830492957373,0.6927437392094244
example3,advection,artificial,64,285,1.104182734903878,0.631087766008044
example3,advection,artificial,64,500,0.9344377652759661,0.7136976158756266
example3,advection,artificial,64,142,0.9434150388533192,0.7203420913081188
example3,advection,artificial,64,71,0.8031610530907063,0.7834604280370834
example3,advection,artificial,64,0,0.002283628351197565,1.9772633987755632
example3,advection,artificial,64,214,1.0404434022582716,0.6685708238757694
example3,advection,artificial,128,500,0.5409355675905737,0.7886418211941187
example3,advection,artificial,128,428,0.639176559260906,0.8269123956330415
example3,advection,artificial,128,285,0.617812800170204,0.8377372814135108
example3,advection,artificial,128,357,0.5268160543104071,0.8469530800883666
example3,advection,artificial,128,142,0.4970029633124134,0.9246381451743544
example3,advection,artificial,128,71,0.3967306740806795,1.0175293649260928
example3,advection,artificial,128,0,0.0005721403004474323,1.99688700489536
example3,advection,artificial,128,214,0.5701167415851187,0.8678692156804438
example3,advection,artificial,256,428,0.286477565567981,1.1577923367163663
example3,advection,artificial,256,0,0.00013890453617382292,2.0422752547250567
example3,advection,artificial,256,71,0.14388577517137857,1.4632359753687643
example3,advection,artificial,256,142,0.19092110585826955,1.3802778557424495
example3,advection,artificial,256,214,0.22656911400270294,1.331306161338664
example3,advection,artificial,256,285,0.2503240665742467,1.3033727609817303
example3,advection,artificial,256,357,0.21662491318920085,1.2821001400396639
example3,advection,artificial,256,500,0.25512879798899046,1.0842310065039826
