n_test,max_re,i_max_re,max_ae,i_max_ae,mae,mre,mse,rmse,r2,nrmse,surrogate,sampler,problem,qoi,n,seed,fit_time_s,failed
500,0.024583231031117633,56,81.2901115146542,56,7.60942390247848,0.002663003230603758,163.25672944217484,12.777195679889028,0.9997283940547913,0.017252830605951328,Kriging,LHS,rd_2d,J,40,3,1.877153086999897,False
500,0.05137096171516946,134,212.93162012635003,134,49.64273084647382,0.018286463740728655,3851.3701498402543,62.059408229858704,0.9930147264895368,0.08379776631116236,RBF,LHS,rd_2d,J,40,4,0.00494303299637977,False
500,0.03180947107866982,406,84.37298603609179,406,8.672235408631769,0.0030750122497933668,171.9444181511586,13.112757839263203,0.9996989576848347,0.017705934498111503,Kriging,LHS,rd_2d,J,40,4,2.554445407993626,False
500,0.05165926618352508,134,214.12663644465465,134,50.23189109784267,0.01852960353593276,3785.141445300238,61.52350319430972,0.9931304743734984,0.08307414283142213,RBF,LHS,rd_2d,J,40,5,0.005459359992528334,False
500,0.022030573353438557,1,125.04069796758904,1,8.068241976383101,0.0027772057324887264,192.00962739582232,13.856753854919353,0.9996714519925657,0.018710539698752034,Kriging,LHS,rd_2d,J,40,5,6.6180271549965255,False
500,0.048983259894273816,467,197.0994309206717,134,48.977798578011004,0.018074777752272127,3689.149475650851,60.73836905655972,0.9932792404901413,0.08201398952228317,RBF,LHS,rd_2d,J,40,6,0.005006780003895983,False
500,0.02314377111577728,13,51.65917799920817,145,7.341425184752175,0.002616696940093478,134.01087486386646,11.576306615836783,0.9997563247733965,0.015631290471660078,Kriging,LHS,rd_2d,J,40,6,2.9981524769973475,False
500,0.057583989819807765,467,203.65107691240883,467,48.77339160658844,0.01805907108305721,3792.4073414369404,61.58252464325363,0.9930934883888537,0.08315383849283788,RBF,LHS,rd_2d,J,40,7,0.011721197995939292,False
500,0.019020804752065173,427,80.02262910974696,1,8.704476622396815,0.002950554147425408,207.07675064036997,14.39016159187832,0.9996329122629196,0.01943079111856412,Kriging,LHS,rd_2d,J,40,7,4.309550667996518,False
500,0.05317520268188204,134,220.41016324319025,134,48.402526663709466,0.017926181039377338,3630.9618850627494,60.2574633142049,0.9933857392386244,0.08136463065527168,RBF,LHS,rd_2d,J,40,8,0.004906392001430504,False
500,0.024966711458717646,56,82.55817781089627,56,8.144461245019201,0.002873933934216124,181.4792652747493,13.471424025497427,0.999676039469359,0.01819023536586149,Kriging,LHS,rd_2d,J,40,8,1.5248350729962112,False
