qoi,sampler,n,median,q25,q75
J,Random,20,0.0905053209939068,0.0905053209939068,0.0905053209939068
J,Random,25,0.098725319142761,0.098725319142761,0.098725319142761
J,Random,30,0.0784539189527813,0.0784539189527813,0.0784539189527813
J,Random,35,0.0702783977078311,0.0702783977078311,0.0702783977078311
J,Random,40,0.0619042869925296,0.0619042869925296,0.0619042869925296
J,Random,45,0.0611248506806829,0.0611248506806829,0.0611248506806829
J,Random,50,0.0607270381748053,0.0607270381748053,0.0607270381748053
J,Random,55,0.0608257009074967,0.0608257009074967,0.0608257009074967
J,Random,60,0.0584266559714347,0.0584266559714347,0.0584266559714347
J,f-greedy,5,0.1382738467707156,0.1382738467707156,0.1382738467707156
J,f-greedy,10,0.2651563297818778,0.2651563297818778,0.2651563297818778
J,f-greedy,15,0.2062532106516637,0.2062532106516637,0.2062532106516637
J,f-greedy,20,0.1802265473843649,0.1802265473843649,0.1802265473843649
J,f-greedy,25,0.157979938676126,0.157979938676126,0.157979938676126
J,f-greedy,30,0.0920538634321625,0.0920538634321625,0.0920538634321625
J,f-greedy,35,0.0917945691384412,0.0917945691384412,0.0917945691384412
J,f-greedy,40,0.0997941284957438,0.0997941284957438,0.0997941284957438
J,f-greedy,45,0.1459644911732609,0.1459644911732609,0.1459644911732609
J,f-greedy,50,0.1396309596413396,0.1396309596413396,0.1396309596413396
J,f-greedy,55,0.1414175516064219,0.1414175516064219,0.1414175516064219
J,f-greedy,60,0.2584466271879553,0.2584466271879553,0.2584466271879553
J,β-greedy(β=0.5),5,0.1382738467707156,0.1382738467707156,0.1382738467707156
J,β-greedy(β=0.5),10,0.0899977186982671,0.0899977186982671,0.0899977186982671
J,β-greedy(β=0.5),15,0.0766493990763321,0.0766493990763321,0.0766493990763321
J,β-greedy(β=0.5),20,0.0815629330369187,0.0815629330369187,0.0815629330369187
J,β-greedy(β=0.5),25,0.0720500957919202,0.0720500957919202,0.0720500957919202
J,β-greedy(β=0.5),30,0.0728795643457866,0.0728795643457866,0.0728795643457866
J,β-greedy(β=0.5),35,0.0585532472216634,0.0585532472216634,0.0585532472216634
J,β-greedy(β=0.5),40,0.0593391964296681,0.0593391964296681,0.0593391964296681
J,β-greedy(β=0.5),45,0.0580243913136702,0.0580243913136702,0.0580243913136702
J,β-greedy(β=0.5),50,0.0567748076952982,0.0567748076952982,0.0567748076952982
J,β-greedy(β=0.5),55,0.0565342333354691,0.0565342333354691,0.0565342333354691
J,β-greedy(β=0.5),60,0.0763196283158023,0.0763196283158023,0.0763196283158023
