problem,qoi,sampler,seed,n,n_test,max_re,i_max_re,max_ae,i_max_ae,mae,mre,mse,rmse,r2,nrmse,eps_used,cond_kernel,failed
AdvDiff-AMICon,q,f-greedy,0,105,81,0.31662674220164655,0,2.6375007625397267,0,0.037985357184222614,0.00933259150103644,0.08619041811055378,0.29358204664208226,0.996644468469967,0.32222030665404755,1.2805820423628653,4.956959202168717e+18,False
AdvDiff-AMICon,q,f-greedy,0,110,81,0.32355782519136767,0,2.6952366838441035,0,0.038729438493234875,0.009449452583941849,0.090102719255245,0.3001711499382394,0.9960350538623088,0.32945216196995303,1.2805820423628653,1.0326059796051935e+19,False
AdvDiff-AMICon,q,f-greedy,0,115,81,0.26390013878243557,0,2.1982881560576972,0,0.03189813654134081,0.008016802994732647,0.05974080569844924,0.24441932349642334,0.9982902498104219,0.26826187183444516,1.5580901878706048,2.722564813249955e+19,False
AdvDiff-AMICon,q,f-greedy,0,120,81,0.2739476451070482,0,2.281983883741721,0,0.03282756709088949,0.008036996243547848,0.06436771922608175,0.25370794080217857,0.9980932031169683,0.2784565726033972,1.5580901878706048,3.8201800453993293e+18,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,5,81,0.9535404411722531,0,7.942991874964901,0,0.11627764660580472,0.029988122731821432,0.7821014108022403,0.8843649760151293,0.20742130775136083,0.9706327652695367,1.0525002852777328,89.45370518714721,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,10,81,1.9212042631119954,1,3.913673472350963,0,0.15776699244721798,0.11525039091426025,0.28049198902568,0.5296149441109833,0.6970029783417018,0.5812776757022098,0.1,5858568742.599735,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,15,81,0.5616261865376343,0,4.678346133858513,0,0.08075093706204922,0.029927234008705058,0.2744494186841517,0.5238792023779448,0.9196783605888309,0.57498242542636,0.12167046985882254,6459150209934.845,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,20,81,0.5709548666372067,0,4.756054039087951,0,0.08046434487899924,0.028796453861088797,0.2835821901069519,0.5325243563509109,0.9132664120385219,0.5844708944799077,0.12167046985882254,1.0600039174730395e+17,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,25,81,0.35481815563869296,0,2.9556352364703242,0,0.048354577604637614,0.016245724754864382,0.10953304313284597,0.33095776638847135,0.985528587473658,0.36324194273787663,0.5843414133735175,21498292119.14411,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,30,81,0.3884214535629372,9,3.2005046090596556,0,0.05038335882968614,0.015614341912686317,0.12843751345973467,0.3583817984492721,0.9827053018027607,0.39334112666752163,0.48026560105467186,11234997337522.059,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,35,81,0.3927172010122154,0,3.2713342844317674,0,0.050357971020837965,0.014819488509485468,0.13391572304194355,0.36594497269663856,0.9823848128300837,0.40164207133746416,0.48026560105467186,568770861625951.4,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,40,81,0.3826707314668968,9,3.0694937544532337,0,0.046376448732496335,0.013030681951499168,0.1181952617085274,0.34379537767184626,0.9845054588844072,0.37733183376407264,0.5843414133735175,115556630048452.61,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,45,81,0.5125580245855664,0,4.269608344797786,0,0.060202847749562055,0.013819510462991444,0.22567056853304468,0.4750479644552165,0.9726873104165343,0.5213878114582221,0.39472651138105797,2.8227357071319306e+18,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,50,81,0.5284251906761888,0,4.401781838332671,0,0.06167730265612347,0.013858084783821223,0.23988946372902062,0.4897851199546803,0.9676436209946758,0.537562542912543,0.39472651138105797,2.985617667685192e+18,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,55,81,0.4463191659983741,0,3.7178386527664715,0,0.0498378907701998,0.009448761303927002,0.1707568595217971,0.4132273702476605,0.9877037993647392,0.4535367590831454,0.7109709432312434,1.2399383740825859e+18,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,60,81,0.4224328519294295,0,3.518865656572162,0,0.047222187093500734,0.008994621604084287,0.1529443891890786,0.3910810519433006,0.990251644634675,0.42923011786680165,0.7109709432312434,1.6758600080521874e+18,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,65,81,0.24182795940969515,0,2.0144269018827687,0,0.028038940124418585,0.006155002563022618,0.05013062311435112,0.22389868939846683,0.9984782938907028,0.24573949661631678,1.2805820423628653,9661176507254418.0,False
AdvDiff-AMICon,q,β-greedy(β=0.5),0,70,81,0.24569573176492776,0,2.0466454456018566,0,0.02795800453137819,0.005724057446971657,0.05174169311121604,0.2274680045879333,0.9984159725834286,0.24965699037334127,1.2805820423628653,1.5716259222828678e+16,False
