qoi,sampler,n,median,q25,q75
q,Halton,115,0.6977745926173589,0.6977745926173589,0.6977745926173589
q,Halton,120,0.7094533539990988,0.7094533539990988,0.7094533539990988
q,LHS,5,0.9700553192883127,0.9700553192883127,0.9700553192883127
q,LHS,10,0.931256576767305,0.931256576767305,0.931256576767305
q,LHS,15,0.882087536364625,0.882087536364625,0.882087536364625
q,LHS,20,0.8939988348216746,0.8939988348216746,0.8939988348216746
q,LHS,25,0.8245717916836244,0.8245717916836244,0.8245717916836244
q,LHS,30,0.8668953958681133,0.8668953958681133,0.8668953958681133
q,LHS,35,0.7844008628331575,0.7844008628331575,0.7844008628331575
q,LHS,40,0.8874294552693802,0.8874294552693802,0.8874294552693802
q,LHS,45,0.7051234785541393,0.7051234785541393,0.7051234785541393
q,LHS,50,0.7358529051435948,0.7358529051435948,0.7358529051435948
q,LHS,55,0.7192898047508904,0.7192898047508904,0.7192898047508904
q,LHS,60,0.8295162501824381,0.8295162501824381,0.8295162501824381
q,LHS,65,0.775301182696688,0.775301182696688,0.775301182696688
q,LHS,70,0.6893748039744262,0.6893748039744262,0.6893748039744262
q,LHS,75,0.820150635471997,0.820150635471997,0.820150635471997
q,LHS,80,0.753491821898764,0.753491821898764,0.753491821898764
q,LHS,85,0.63002569924969,0.63002569924969,0.63002569924969
q,LHS,90,0.7206230507338953,0.7206230507338953,0.7206230507338953
q,LHS,95,0.7215960711721645,0.7215960711721645,0.7215960711721645
q,LHS,100,0.5926869755978228,0.5926869755978228,0.5926869755978228
q,LHS,105,0.7401599972763524,0.7401599972763524,0.7401599972763524
q,LHS,110,0.7426392001340157,0.7426392001340157,0.7426392001340157
q,LHS,115,0.6310666873594798,0.6310666873594798,0.6310666873594798
q,LHS,120,0.6316129688897311,0.6316129688897311,0.6316129688897311
q,MEPE,5,0.9706327652695367,0.9706327652695367,0.9706327652695367
q,MEPE,10,0.5413090411727445,0.5413090411727445,0.5413090411727445
q,MEPE,15,0.420245083292367,0.420245083292367,0.420245083292367
q,MEPE,20,0.6473838404074154,0.6473838404074154,0.6473838404074154
q,MEPE,25,0.6513681184303399,0.6513681184303399,0.6513681184303399
q,MEPE,30,0.6201010112074956,0.6201010112074956,0.6201010112074956
q,MEPE,35,0.5006535911807158,0.5006535911807158,0.5006535911807158
q,MEPE,40,0.5041225088494038,0.5041225088494038,0.5041225088494038
q,MEPE,45,0.41650342860017564,0.41650342860017564,0.41650342860017564
q,MEPE,50,0.47945192709400836,0.47945192709400836,0.47945192709400836
q,MEPE,55,0.46216908441997784,0.46216908441997784,0.46216908441997784
q,MEPE,60,0.3081150768783074,0.3081150768783074,0.3081150768783074
q,MEPE,65,0.3344240602274595,0.3344240602274595,0.3344240602274595
q,MEPE,70,0.33736112577497007,0.33736112577497007,0.33736112577497007
q,MEPE,75,0.3417531720935577,0.3417531720935577,0.3417531720935577
q,MEPE,80,0.354298594131916,0.354298594131916,0.354298594131916
