qoi,sampler,n,median,q25,q75
q,MEPE,120,0.05625919664834056,0.054380142789668774,0.056681828042167814
q,P-greedy,5,0.7124302040121696,0.6795655349023384,0.7261255201764282
q,P-greedy,10,0.9911711580575142,0.5476201853541578,1.0489579021101638
q,P-greedy,15,0.46073328031658745,0.2402843264462115,0.6654802631985205
q,P-greedy,20,0.31805181800105253,0.20120655818376912,0.3570478029156003
q,P-greedy,30,0.25309747238926017,0.16596346428944073,0.27617673056823566
q,P-greedy,40,0.1764271073638194,0.14927971162282505,0.19123084112808383
q,P-greedy,60,0.10047227529635838,0.09614548806114827,0.11592664599923085
q,P-greedy,80,0.08323679301504121,0.0773359468921729,0.08470417587306973
q,P-greedy,100,0.06449176685038491,0.05877596214568909,0.06706162642413076
q,P-greedy,120,0.06570196555225183,0.05852453070572814,0.06993248796649039
q,Random,5,0.755426517987883,0.7029278307125452,0.8250836796853427
q,Random,10,0.49769228318443703,0.4420812910856819,0.6297976562083868
q,Random,15,0.4799832061018937,0.40104868901700114,0.5970715887414051
q,Random,20,0.38251742599376576,0.3112785702885519,0.4502687210973509
q,Random,30,0.34682245448494026,0.22271125777800538,0.3686536185852315
q,Random,40,0.27266027723231967,0.16466202580194783,0.36593537338482873
q,Random,60,0.16974079627371852,0.14931260113844602,0.2622209727003023
q,Random,80,0.15811954125539623,0.10008209782437305,0.2143315497361184
q,Random,100,0.12093489947343228,0.08309061402249948,0.17813432686212763
q,Random,120,0.09761957883521383,0.08478018305361541,0.23028163725410775
q,f-greedy,5,0.7124302040121696,0.6795655349023384,0.7261255201764282
q,f-greedy,10,0.36367074004484173,0.3361939826729456,0.48264007617367877
q,f-greedy,15,0.22685274642330194,0.20551190544826298,0.23870090405229413
q,f-greedy,20,0.17191840917348467,0.16137370257381706,0.2050275262043313
q,f-greedy,30,0.11993889533944269,0.11039845934000862,0.14819733876837046
q,f-greedy,40,0.10566627835604987,0.09858278459210343,0.11323849198465537
q,f-greedy,60,0.13362363612344147,0.12779960071641622,0.13584045737790898
