qoi,sampler,n,median,q25,q75
J,LHS,130,0.0886255954493383,0.0886255954493383,0.0886255954493383
J,LHS,140,0.0692359243884023,0.0692359243884023,0.0692359243884023
J,LHS,150,0.0785270364224854,0.0785270364224854,0.0785270364224854
J,MEPE,10,0.2493275780920423,0.2493275780920423,0.2493275780920423
J,MEPE,20,0.0738417519449243,0.0738417519449243,0.0738417519449243
J,MEPE,30,0.0830453436888428,0.0830453436888428,0.0830453436888428
J,MEPE,40,0.1107787244990849,0.1107787244990849,0.1107787244990849
J,MEPE,50,0.0931591769792675,0.0931591769792675,0.0931591769792675
J,MEPE,60,0.0693251195144794,0.0693251195144794,0.0693251195144794
J,MEPE,70,0.0915157992678342,0.0915157992678342,0.0915157992678342
J,MEPE,80,0.0735966558930418,0.0735966558930418,0.0735966558930418
J,MEPE,90,0.0690010314181377,0.0690010314181377,0.0690010314181377
J,MEPE,100,0.06483719734362,0.06483719734362,0.06483719734362
J,MEPE,110,0.0664485333470232,0.0664485333470232,0.0664485333470232
J,MEPE,120,0.0684122314757066,0.0684122314757066,0.0684122314757066
J,MEPE,130,0.0725269339579258,0.0725269339579258,0.0725269339579258
J,MEPE,140,0.0724122199870777,0.0724122199870777,0.0724122199870777
J,MEPE,150,0.074202202981747,0.074202202981747,0.074202202981747
J,P-greedy,10,0.1842122974339198,0.1842122974339198,0.1842122974339198
J,P-greedy,20,0.0758316782418313,0.0758316782418313,0.0758316782418313
J,P-greedy,30,0.0885022379910547,0.0885022379910547,0.0885022379910547
J,P-greedy,40,0.1140554897144857,0.1140554897144857,0.1140554897144857
J,P-greedy,50,0.1220361905965802,0.1220361905965802,0.1220361905965802
J,P-greedy,60,0.0959982776433195,0.0959982776433195,0.0959982776433195
J,P-greedy,70,0.0761827215634336,0.0761827215634336,0.0761827215634336
J,P-greedy,80,0.0743227851268547,0.0743227851268547,0.0743227851268547
J,P-greedy,90,0.0705013287905918,0.0705013287905918,0.0705013287905918
J,P-greedy,100,0.0703159892197389,0.0703159892197389,0.0703159892197389
J,P-greedy,110,0.0698836276895387,0.0698836276895387,0.0698836276895387
J,P-greedy,120,0.0730553568980214,0.0730553568980214,0.0730553568980214
J,P-greedy,130,0.0740415791045303,0.0740415791045303,0.0740415791045303
J,P-greedy,140,0.0688739370727047,0.0688739370727047,0.0688739370727047
J,P-greedy,150,0.0645374333457546,0.0645374333457546,0.0645374333457546
J,Random,10,0.2525883094674769,0.2525883094674769,0.2525883094674769
J,Random,20,0.2380576975491407,0.2380576975491407,0.2380576975491407
J,Random,30,0.2381340928411034,0.2381340928411034,0.2381340928411034
J,Random,40,0.279839906661997,0.279839906661997,0.279839906661997
J,Random,50,0.1197463541062565,0.1197463541062565,0.1197463541062565
J,Random,60,0.1054495203155399,0.1054495203155399,0.1054495203155399
J,Random,70,0.1120990262106223,0.1120990262106223,0.1120990262106223
J,Random,80,0.0915258443228431,0.0915258443228431,0.0915258443228431
J,Random,90,0.0938650955861355,0.0938650955861355,0.0938650955861355
J,Random,100,0.0778302705164705,0.0778302705164705,0.0778302705164705
J,Random,110,0.0840707628226069,0.0840707628226069,0.0840707628226069
J,Random,120,0.0917978470396697,0.0917978470396697,0.0917978470396697
J,Random,130,0.0912193147756263,0.0912193147756263,0.0912193147756263
J,Random,140,0.0859257503550207,0.0859257503550207,0.0859257503550207
J,Random,150,0.0826981520065958,0.0826981520065958,0.0826981520065958
J,f-greedy,10,0.2975221769863607,0.2975221769863607,0.2975221769863607
J,f-greedy,20,0.0897987222631832,0.0897987222631832,0.0897987222631832
J,f-greedy,30,0.188809947409133,0.188809947409133,0.188809947409133
J,f-greedy,40,1.251961135636639,1.251961135636639,1.251961135636639
J,f-greedy,50,0.2455310006561652,0.2455310006561652,0.2455310006561652
J,f-greedy,60,0.1267392168069998,0.1267392168069998,0.1267392168069998
J,f-greedy,70,0.1463515753417829,0.1463515753417829,0.1463515753417829
J,f-greedy,80,0.0914978619144934,0.0914978619144934,0.0914978619144934
J,f-greedy,90,0.086641176677649,0.086641176677649,0.086641176677649
J,f-greedy,100,0.0856715331375214,0.0856715331375214,0.0856715331375214
J,f-greedy,110,0.0939969517636415,0.0939969517636415,0.0939969517636415
J,f-greedy,120,0.0957122566670478,0.0957122566670478,0.0957122566670478
J,f-greedy,130,0.0857781004712599,0.0857781004712599,0.0857781004712599
J,f-greedy,140,0.0842552857991937,0.0842552857991937,0.0842552857991937
J,f-greedy,150,0.0890997372812022,0.0890997372812022,0.0890997372812022
J,β-greedy(β=0.5),10,0.2435095446040221,0.2435095446040221,0.2435095446040221
J,β-greedy(β=0.5),20,0.11222850793959,0.11222850793959,0.11222850793959
J,β-greedy(β=0.5),30,0.1316375364902351,0.1316375364902351,0.1316375364902351
J,β-greedy(β=0.5),40,0.0946373617936896,0.0946373617936896,0.0946373617936896
J,β-greedy(β=0.5),50,0.0943189517431467,0.0943189517431467,0.0943189517431467
J,β-greedy(β=0.5),60,0.1118086033750762,0.1118086033750762,0.1118086033750762
J,β-greedy(β=0.5),70,0.0880436836649837,0.0880436836649837,0.0880436836649837
J,β-greedy(β=0.5),80,0.0751544846787157,0.0751544846787157,0.0751544846787157
J,β-greedy(β=0.5),90,0.0762638042311552,0.0762638042311552,0.0762638042311552
J,β-greedy(β=0.5),100,0.0719491743409886,0.0719491743409886,0.0719491743409886
J,β-greedy(β=0.5),110,0.0675200467630068,0.0675200467630068,0.0675200467630068
J,β-greedy(β=0.5),120,0.0729092807031223,0.0729092807031223,0.0729092807031223
J,β-greedy(β=0.5),130,0.0668820982231224,0.0668820982231224,0.0668820982231224
J,β-greedy(β=0.5),140,0.0652230707159439,0.0652230707159439,0.0652230707159439
J,β-greedy(β=0.5),150,0.0631714167242605,0.0631714167242605,0.0631714167242605
J2,EIGF,10,0.4124799364553109,0.4124799364553109,0.4124799364553109
J2,EIGF,20,0.3188209052902272,0.3188209052902272,0.3188209052902272
J2,EIGF,30,0.1434826760426002,0.1434826760426002,0.1434826760426002
J2,EIGF,40,0.2104660729008098,0.2104660729008098,0.2104660729008098
J2,EIGF,50,0.1423722761802759,0.1423722761802759,0.1423722761802759
J2,EIGF,60,0.1225409907397016,0.1225409907397016,0.1225409907397016
J2,EIGF,70,0.1215624507421777,0.1215624507421777,0.1215624507421777
J2,EIGF,80,0.1132073193390831,0.1132073193390831,0.1132073193390831
J2,EIGF,90,0.1070304919552929,0.1070304919552929,0.1070304919552929
J2,EIGF,100,0.0963493268521772,0.0963493268521772,0.0963493268521772
J2,EIGF,110,0.0954545620159013,0.0954545620159013,0.0954545620159013
J2,EIGF,120,0.0898773293237215,0.0898773293237215,0.0898773293237215
J2,EIGF,130,0.0954394049132076,0.0954394049132076,0.0954394049132076
J2,EIGF,140,0.0825719148446704,0.0825719148446704,0.0825719148446704
J2,EIGF,150,0.0834046042015102,0.0834046042015102,0.0834046042015102
J2,Halton,10,0.3221172185994563,0.3221172185994563,0.3221172185994563
J2,Halton,20,0.1800531321980497,0.1800531321980497,0.1800531321980497
J2,Halton,30,0.2489332645538786,0.2489332645538786,0.2489332645538786
J2,Halton,40,0.1981276892621272,0.1981276892621272,0.1981276892621272
J2,Halton,50,0.1767547951974195,0.1767547951974195,0.1767547951974195
J2,Halton,60,0.1786818214547671,0.1786818214547671,0.1786818214547671
J2,Halton,70,0.1579855934829171,0.1579855934829171,0.1579855934829171
J2,Halton,80,0.1548631963802192,0.1548631963802192,0.1548631963802192
J2,Halton,90,0.1686137691949133,0.1686137691949133,0.1686137691949133
J2,Halton,100,0.1779675809779028,0.1779675809779028,0.1779675809779028
J2,Halton,110,0.1931120438508858,0.1931120438508858,0.1931120438508858
J2,Halton,120,0.1619265088275066,0.1619265088275066,0.1619265088275066
J2,Halton,130,0.1585197221544411,0.1585197221544411,0.1585197221544411
J2,Halton,140,0.1543193705524523,0.1543193705524523,0.1543193705524523
J2,Halton,150,0.14263718752767,0.14263718752767,0.14263718752767
J2,LHS,10,0.3823509877563682,0.3823509877563682,0.3823509877563682
J2,LHS,20,0.147269097983064,0.147269097983064,0.147269097983064
J2,LHS,30,0.2979900950066341,0.2979900950066341,0.2979900950066341
J2,LHS,40,0.4041303966206351,0.4041303966206351,0.4041303966206351
J2,LHS,50,0.251105152583426,0.251105152583426,0.251105152583426
J2,LHS,60,0.1936458469445006,0.1936458469445006,0.1936458469445006
J2,LHS,70,0.1554873741463264,0.1554873741463264,0.1554873741463264
J2,LHS,80,0.1612055441907977,0.1612055441907977,0.1612055441907977
J2,LHS,90,0.141384103946559,0.141384103946559,0.141384103946559
J2,LHS,100,0.1443145102333871,0.1443145102333871,0.1443145102333871
J2,LHS,110,0.1354025628954402,0.1354025628954402,0.1354025628954402
J2,LHS,120,0.1089050579226477,0.1089050579226477,0.1089050579226477
J2,LHS,130,0.1064672067801181,0.1064672067801181,0.1064672067801181
J2,LHS,140,0.1184447055998405,0.1184447055998405,0.1184447055998405
J2,LHS,150,0.1013526392442241,0.1013526392442241,0.1013526392442241
J2,MEPE,10,0.3655190695277976,0.3655190695277976,0.3655190695277976
J2,MEPE,20,0.139830110821842,0.139830110821842,0.139830110821842
J2,MEPE,30,0.1468862689352867,0.1468862689352867,0.1468862689352867
J2,MEPE,40,0.1271764859866636,0.1271764859866636,0.1271764859866636
J2,MEPE,50,0.1626519948945126,0.1626519948945126,0.1626519948945126
J2,MEPE,60,0.125192036269662,0.125192036269662,0.125192036269662
J2,MEPE,70,0.1119759830949498,0.1119759830949498,0.1119759830949498
J2,MEPE,80,0.0874989375757876,0.0874989375757876,0.0874989375757876
J2,MEPE,90,0.0858979223256955,0.0858979223256955,0.0858979223256955
J2,MEPE,100,0.0814792087623791,0.0814792087623791,0.0814792087623791
J2,MEPE,110,0.0811695332545209,0.0811695332545209,0.0811695332545209
J2,MEPE,120,0.0818220887730606,0.0818220887730606,0.0818220887730606
J2,MEPE,130,0.080529993385267,0.080529993385267,0.080529993385267
J2,MEPE,140,0.0819885162237137,0.0819885162237137,0.0819885162237137
J2,MEPE,150,0.0857313247697145,0.0857313247697145,0.0857313247697145
J2,P-greedy,10,0.2106898803110607,0.2106898803110607,0.2106898803110607
J2,P-greedy,20,0.1043893451524103,0.1043893451524103,0.1043893451524103
J2,P-greedy,30,0.094146340127573,0.094146340127573,0.094146340127573
J2,P-greedy,40,0.0986541748170663,0.0986541748170663,0.0986541748170663
J2,P-greedy,50,0.1240628013546589,0.1240628013546589,0.1240628013546589
J2,P-greedy,60,0.1331555141308912,0.1331555141308912,0.1331555141308912
J2,P-greedy,70,0.117729725148671,0.117729725148671,0.117729725148671
J2,P-greedy,80,0.1131993920806885,0.1131993920806885,0.1131993920806885
J2,P-greedy,90,0.0809006192658856,0.0809006192658856,0.0809006192658856
J2,P-greedy,100,0.0845591681036945,0.0845591681036945,0.0845591681036945
J2,P-greedy,110,0.0797955544760697,0.0797955544760697,0.0797955544760697
J2,P-greedy,120,0.0779359288115434,0.0779359288115434,0.0779359288115434
J2,P-greedy,130,0.0786004408945652,0.0786004408945652,0.0786004408945652
J2,P-greedy,140,0.0782308727881836,0.0782308727881836,0.0782308727881836
J2,P-greedy,150,0.0769853117236094,0.0769853117236094,0.0769853117236094
J2,Random,10,0.2519041130254368,0.2519041130254368,0.2519041130254368
J2,Random,20,0.2671248074635773,0.2671248074635773,0.2671248074635773
J2,Random,30,0.1999385954972998,0.1999385954972998,0.1999385954972998
J2,Random,40,0.6358519237769934,0.6358519237769934,0.6358519237769934
J2,Random,50,0.1663320376099837,0.1663320376099837,0.1663320376099837
J2,Random,60,0.1289153507194582,0.1289153507194582,0.1289153507194582
J2,Random,70,0.1267615170417738,0.1267615170417738,0.1267615170417738
J2,Random,80,0.0997160030152816,0.0997160030152816,0.0997160030152816
J2,Random,90,0.1039653197201459,0.1039653197201459,0.1039653197201459
J2,Random,100,0.1179770167787921,0.1179770167787921,0.1179770167787921
J2,Random,110,0.110921171284856,0.110921171284856,0.110921171284856
J2,Random,120,0.1070923089614775,0.1070923089614775,0.1070923089614775
J2,Random,130,0.1288633112618891,0.1288633112618891,0.1288633112618891
J2,Random,140,0.1407553239586172,0.1407553239586172,0.1407553239586172
J2,Random,150,0.1464545988725892,0.1464545988725892,0.1464545988725892
J2,f-greedy,10,0.5373085105181005,0.5373085105181005,0.5373085105181005
J2,f-greedy,20,0.3562034962656039,0.3562034962656039,0.3562034962656039
J2,f-greedy,30,0.205115146154929,0.205115146154929,0.205115146154929
J2,f-greedy,40,0.3389566456164063,0.3389566456164063,0.3389566456164063
J2,f-greedy,50,0.3242865806485177,0.3242865806485177,0.3242865806485177
J2,f-greedy,60,0.4777773087541248,0.4777773087541248,0.4777773087541248
J2,f-greedy,70,0.6982624099281532,0.6982624099281532,0.6982624099281532
J2,f-greedy,80,0.1360577487224071,0.1360577487224071,0.1360577487224071
J2,f-greedy,90,0.1745415185349412,0.1745415185349412,0.1745415185349412
J2,f-greedy,100,0.1635040657796568,0.1635040657796568,0.1635040657796568
J2,f-greedy,110,0.111794018827779,0.111794018827779,0.111794018827779
J2,f-greedy,120,0.1239851340378871,0.1239851340378871,0.1239851340378871
J2,f-greedy,130,0.1051627305981232,0.1051627305981232,0.1051627305981232
J2,f-greedy,140,0.0936894094665969,0.0936894094665969,0.0936894094665969
J2,f-greedy,150,0.1032534963846842,0.1032534963846842,0.1032534963846842
J2,β-greedy(β=0.5),10,0.3873482415320964,0.3873482415320964,0.3873482415320964
J2,β-greedy(β=0.5),20,0.1453857771749999,0.1453857771749999,0.1453857771749999
J2,β-greedy(β=0.5),30,0.1238368548800847,0.1238368548800847,0.1238368548800847
J2,β-greedy(β=0.5),40,0.1395798408828671,0.1395798408828671,0.1395798408828671
J2,β-greedy(β=0.5),50,0.1493256163295122,0.1493256163295122,0.1493256163295122
J2,β-greedy(β=0.5),60,0.1247620328088001,0.1247620328088001,0.1247620328088001
J2,β-greedy(β=0.5),70,0.1256235462234236,0.1256235462234236,0.1256235462234236
J2,β-greedy(β=0.5),80,0.112224852360804,0.112224852360804,0.112224852360804
J2,β-greedy(β=0.5),90,0.1090171965064489,0.1090171965064489,0.1090171965064489
J2,β-greedy(β=0.5),100,0.1111216862292866,0.1111216862292866,0.1111216862292866
J2,β-greedy(β=0.5),110,0.1004539967214236,0.1004539967214236,0.1004539967214236
J2,β-greedy(β=0.5),120,0.088707860901822,0.088707860901822,0.088707860901822
J2,β-greedy(β=0.5),130,0.0908325278555549,0.0908325278555549,0.0908325278555549
J2,β-greedy(β=0.5),140,0.0947286234305576,0.0947286234305576,0.0947286234305576
J2,β-greedy(β=0.5),150,0.0927785939257686,0.0927785939257686,0.0927785939257686
