qoi,sampler,n,median,q25,q75
J,EIGF,10,0.546197581012327,0.546197581012327,0.546197581012327
J,EIGF,20,0.3162637071845408,0.3162637071845408,0.3162637071845408
J,EIGF,30,0.250220770854747,0.250220770854747,0.250220770854747
J,EIGF,40,0.3007880044725897,0.3007880044725897,0.3007880044725897
J,EIGF,50,0.1698022533897576,0.1698022533897576,0.1698022533897576
J,EIGF,60,0.1359902735839286,0.1359902735839286,0.1359902735839286
J,EIGF,70,0.1060169824220442,0.1060169824220442,0.1060169824220442
J,EIGF,80,0.1034843264478324,0.1034843264478324,0.1034843264478324
J,EIGF,90,0.1007007054612675,0.1007007054612675,0.1007007054612675
J,EIGF,100,0.1021307427273875,0.1021307427273875,0.1021307427273875
J,EIGF,110,0.1060813936160504,0.1060813936160504,0.1060813936160504
J,EIGF,120,0.0993196225680262,0.0993196225680262,0.0993196225680262
J,EIGF,130,0.0931722012705997,0.0931722012705997,0.0931722012705997
J,EIGF,140,0.0932510346213471,0.0932510346213471,0.0932510346213471
J,EIGF,150,0.0876386634721975,0.0876386634721975,0.0876386634721975
J,Halton,10,0.2382771980685294,0.2382771980685294,0.2382771980685294
J,Halton,20,0.4711233176961735,0.4711233176961735,0.4711233176961735
J,Halton,30,0.2427842926531978,0.2427842926531978,0.2427842926531978
J,Halton,40,0.2296426296277846,0.2296426296277846,0.2296426296277846
J,Halton,50,0.3112621521808269,0.3112621521808269,0.3112621521808269
J,Halton,60,0.1664169682928062,0.1664169682928062,0.1664169682928062
J,Halton,70,0.1461643219122959,0.1461643219122959,0.1461643219122959
J,Halton,80,0.1538265314814913,0.1538265314814913,0.1538265314814913
J,Halton,90,0.1449322154602014,0.1449322154602014,0.1449322154602014
J,Halton,100,0.1269316965867443,0.1269316965867443,0.1269316965867443
J,Halton,110,0.1208307709938272,0.1208307709938272,0.1208307709938272
J,Halton,120,0.0917650994222739,0.0917650994222739,0.0917650994222739
J,Halton,130,0.0925749429846558,0.0925749429846558,0.0925749429846558
J,Halton,140,0.0970879493181244,0.0970879493181244,0.0970879493181244
J,Halton,150,0.0766742060569749,0.0766742060569749,0.0766742060569749
J,LHS,10,0.2903780975841869,0.2903780975841869,0.2903780975841869
J,LHS,20,0.1387439126385075,0.1387439126385075,0.1387439126385075
J,LHS,30,0.1983031164451026,0.1983031164451026,0.1983031164451026
J,LHS,40,0.155790873565159,0.155790873565159,0.155790873565159
J,LHS,50,0.2406595249777908,0.2406595249777908,0.2406595249777908
J,LHS,60,0.1148433872620747,0.1148433872620747,0.1148433872620747
J,LHS,70,0.1027014970184864,0.1027014970184864,0.1027014970184864
J,LHS,80,0.171302766684088,0.171302766684088,0.171302766684088
J,LHS,90,0.1230857351516725,0.1230857351516725,0.1230857351516725
J,LHS,100,0.0792998491672045,0.0792998491672045,0.0792998491672045
J,LHS,110,0.0737237871854861,0.0737237871854861,0.0737237871854861
J,LHS,120,0.0688417289993944,0.0688417289993944,0.0688417289993944
