1,11.383,6.6799e-09,1.11321e-07,4
2,8.847,1.89762e-08,2.57362e-07,5
4,12.433,1.3709e-08,2.98808e-07,5
6,6.569,1.50074e-08,3.24218e-07,5
8,5.847,1.17079e-08,3.34594e-07,5
12,4.883,3.61606e-09,3.91031e-08,6
8,6.61,1.17079e-08,3.34594e-07
4,12.498,1.3709e-08,2.98808e-07
