Contour 1
586,618
588,620
589,620
589,620
590,618
592,616
595,615
599,614
603,614
606,614
608,614
610,615
612,615
614,616
616,617
618,618
619,619
621,620
623,620
626,621
629,621
632,620
636,620
639,619
642,618
645,617
647,615
649,614
650,612
651,611
652,609
653,608
654,606
655,605
657,604
660,603
662,602
665,601
667,600
669,599
671,598
674,597
677,596
681,595
686,594
691,593
695,592
699,592
702,591
705,590
707,588
709,587
710,585
712,584
713,582
714,581
715,579
716,578
717,577
719,576
720,575
721,573
723,572
724,570
725,569
727,567
729,566
731,566
733,565
734,565
734,564
735,562
734,560
734,558
733,555
733,551
733,548
733,544
733,541
733,538
734,536
734,534
733,532
733,530
732,529
731,528
730,527
729,526
728,525
728,523
727,522
726,521
725,519
725,517
724,515
724,513
723,512
722,510
720,509
718,508
717,507
716,506
715,505
714,504
713,503
712,501
711,499
710,498
709,496
708,494
707,493
707,492
706,491
705,490
704,490
703,489
702,488
701,487
700,487
699,486
698,485
697,484
696,483
695,483
693,482
692,481
690,481
688,480
685,480
683,479
681,479
679,478
678,476
677,475
676,474
674,473
673,472
671,472
669,471
668,470
666,470
665,470
663,470
661,470
658,471
656,472
654,472
653,473
652,473
651,474
650,475
649,476
648,477
647,477
646,478
645,479
644,480
642,481
641,482
640,483
638,484
636,484
635,485
632,486
630,486
627,487
624,487
621,487
618,487
615,487
613,487
611,488
610,489
608,489
606,490
605,491
603,492
602,492
601,493
599,494
598,494
597,495
596,495
595,496
594,497
593,497
592,498
591,499
589,500
588,500
586,501
584,502
582,503
581,504
580,506
579,508
579,511
578,514
578,518
577,522
576,526
574,530
573,533
571,537
569,539
568,541
567,543
566,544
565,545
565,547
564,549
564,551
563,554
563,557
563,560
562,563
562,566
563,569
563,572
563,576
563,580
564,585
566,591
571,599
586,618
Contour 2
937,466
936,466
936,467
934,468
933,468
931,469
929,470
928,471
926,472
924,473
922,473
921,474
920,475
919,476
918,477
916,477
915,479
913,480
911,482
909,485
907,488
906,492
905,496
905,499
904,501
904,503
903,505
903,507
902,509
901,510
899,512
898,514
896,515
894,516
892,518
891,519
890,520
888,520
887,521
885,521
883,521
881,520
879,519
877,517
876,516
875,515
874,514
872,514
871,515
869,517
868,519
867,521
867,523
867,525
868,526
869,528
871,529
872,531
874,533
876,535
877,537
879,538
882,539
884,540
886,541
888,542
888,543
888,545
887,547
886,549
884,551
883,554
881,557
880,561
879,564
878,566
877,568
877,570
877,572
878,573
879,575
880,577
882,579
883,582
884,584
884,586
883,588
881,588
880,587
878,587
877,586
875,586
873,586
871,587
868,588
866,588
863,589
861,590
859,591
857,592
856,593
854,594
853,594
852,595
851,596
849,596
848,597
847,598
846,599
845,600
844,601
843,602
842,603
841,605
840,607
838,610
837,613
836,616
836,620
837,624
839,628
841,631
844,634
847,636
849,638
851,639
854,640
856,640
858,641
860,641
863,642
866,642
869,643
873,643
875,644
877,644
879,644
880,644
881,644
882,643
884,642
884,641
885,640
885,638
885,636
885,633
886,631
888,629
889,627
890,626
890,625
890,624
890,623
889,622
888,621
887,618
887,616
887,613
888,611
890,610
891,610
892,610
893,611
894,612
895,614
897,615
898,617
899,618
900,620
901,622
902,623
903,625
904,627
905,629
907,632
912,637
924,641
942,646
963,650
984,652
1000,653
1010,653
1017,654
1022,654
1026,654
1030,654
1033,653
1035,652
1037,651
1039,650
1041,649
1043,649
1045,649
1047,650
1048,651
1050,652
1052,654
1055,655
1061,655
1068,654
1074,653
1079,652
1082,650
1084,649
1085,647
1086,646
1087,645
1087,644
1088,643
1089,642
1089,640
1090,639
1091,638
1092,636
1093,635
1094,633
1094,632
1095,631
1096,630
1096,628
1097,627
1097,625
1098,624
1099,622
1099,620
1100,619
1101,617
1102,616
1102,615
1103,614
1104,613
1104,612
1105,610
1105,609
1106,608
1106,607
1107,606
1107,605
1108,603
1108,602
1109,601
1109,600
1110,598
1110,597
1111,596
1111,594
1111,592
1111,589
1110,588
1109,586
1107,585
1106,584
1104,584
1103,584
1100,584
1097,584
1095,584
1092,584
1090,584
1088,584
1086,584
1084,585
1082,586
1080,587
1078,588
1076,589
1075,590
1073,591
1072,593
1070,594
1069,596
1068,597
1067,598
1066,599
1065,600
1064,601
1063,602
1062,603
1061,605
1060,606
1060,607
1059,609
1058,610
1056,612
1054,614
1052,616
1050,619
1048,621
1047,622
1047,624
1046,627
1046,629
1046,632
1046,635
1045,637
1044,639
1042,640
1041,641
1039,642
1037,643
1036,645
1034,646
1032,646
1031,647
1029,646
1028,645
1027,643
1028,642
1028,640
1030,638
1031,636
1033,634
1034,631
1035,628
1036,626
1037,623
1037,620
1038,618
1039,615
1039,613
1041,611
1042,610
1043,609
1045,608
1046,607
1047,607
1048,606
1048,605
1049,604
1050,603
1050,602
1051,602
1052,601
1052,600
1053,599
1054,598
1054,597
1055,596
1056,595
1057,593
1058,592
1059,590
1060,588
1061,586
1063,585
1065,584
1066,583
1068,582
1070,580
1071,579
1073,577
1074,576
1075,574
1076,573
1077,572
1077,571
1077,570
1077,568
1077,566
1077,563
1078,561
1078,559
1079,558
1080,556
1080,554
1081,552
1082,551
1083,549
1084,547
1084,544
1085,542
1086,540
1086,538
1087,536
1088,534
1089,533
1090,531
1091,529
1093,527
1094,525
1095,524
1095,523
1095,522
1094,521
1093,520
1093,519
1092,517
1092,515
1093,513
1094,511
1095,509
1097,509
1098,509
1099,510
1100,511
1101,513
1102,515
1104,517
1105,520
1106,521
1108,523
1109,524
1110,525
1112,525
1113,525
1115,524
1116,522
1118,521
1119,519
1119,517
1119,515
1119,513
1118,511
1117,510
1115,508
1114,507
1113,506
1112,505
1111,505
1110,504
1109,504
1107,504
1105,504
1104,504
1102,505
1100,505
1098,505
1096,505
1094,505
1091,505
1089,504
1087,503
1085,502
1083,500
1082,499
1081,498
1080,497
1079,495
1080,493
1082,491
1085,490
1087,489
1088,488
1087,487
1087,486
1086,484
1084,482
1083,481
1083,479
1082,478
1080,477
1079,477
1077,476
1074,476
1072,477
1070,477
1067,477
1065,477
1063,476
1060,475
1057,475
1054,474
1050,473
1047,472
1044,471
1041,470
1039,469
1037,468
1035,468
1033,469
1031,469
1028,470
1026,471
1023,472
1020,472
1016,473
1014,473
1011,472
1009,473
1007,473
1004,473
1001,473
998,473
994,473
991,473
988,473
985,472
983,472
980,471
978,470
977,469
975,468
973,468
970,467
967,467
963,467
959,467
956,467
952,467
949,468
945,467
942,467
940,466
937,466
Contour 3
816,355
815,355
814,356
812,356
811,357
809,358
808,358
807,359
806,360
805,360
804,361
804,362
804,364
803,367
802,369
801,371
799,373
798,373
796,373
794,372
793,372
792,371
790,370
789,370
787,369
786,369
784,368
782,367
779,367
775,367
770,367
764,369
756,371
748,375
742,378
738,383
736,387
736,392
736,397
736,402
735,405
735,407
735,409
736,410
736,412
737,415
737,418
737,422
737,426
736,430
735,432
735,434
734,435
735,436
736,437
737,439
737,442
737,444
737,447
737,450
738,452
740,454
741,456
743,458
744,460
745,461
745,463
745,465
746,466
747,467
748,468
750,469
751,470
753,471
755,471
757,472
759,472
761,473
763,473
766,474
768,475
770,476
771,477
773,478
774,479
775,480
776,480
778,481
779,481
781,482
784,482
787,483
789,482
792,482
794,481
796,480
798,480
799,479
801,478
803,477
804,476
806,475
807,475
808,474
809,474
810,473
811,473
812,472
814,472
815,471
816,471
817,470
818,469
819,468
820,464
822,458
824,450
826,441
828,433
829,427
830,424
830,422
829,420
829,419
828,417
828,416
828,414
827,413
826,411
825,410
824,409
824,407
823,406
822,404
821,403
821,401
821,398
821,396
822,393
823,392
826,391
829,390
832,391
834,391
837,392
838,391
839,390
840,387
840,385
839,382
838,379
837,377
835,375
834,372
832,371
831,369
830,367
829,365
828,363
827,361
825,359
824,358
822,356
820,356
819,355
816,355
