Назва задачі;Вузли;Елементи;Максимальне переміщення, м;Максимальне напруження за Мізесом, Па;Час, с;Додатково
Вплив густини сітки;715;1296;2.408771e-04;1.570179e+07;0.140108;Таблиця збіжності збережена
