example,regime,stabilization,nx,time_idx,l2_error,order
example2,mixed,bubble,32,0,0.005396583828336038,
example2,mixed,bubble,32,71,0.0005006792830028123,
example2,mixed,bubble,32,142,0.00017367546641362038,
example2,mixed,bubble,32,214,0.0001213819724053869,
example2,mixed,bubble,32,285,0.00012635321083014913,
example2,mixed,bubble,32,357,0.00013140502202006388,
example2,mixed,bubble,32,428,0.00013080911593391507,
example2,mixed,bubble,32,500,0.00012545140545634298,
example2,mixed,bubble,64,428,3.256162095133487e-05,2.006218658702128
example2,mixed,bubble,64,357,3.2804887633317095e-05,2.0020377288850755
example2,mixed,bubble,64,285,3.1708833183646054e-05,1.9945056303770219
example2,mixed,bubble,64,500,3.117569851654907e-05,2.0086348433588967
example2,mixed,bubble,64,142,4.360090457202911e-05,1.9939640002695216
example2,mixed,bubble,64,71,0.00012447553163751207,2.0080245839419533
example2,mixed,bubble,64,0,0.0013596629891850518,1.9887973300461477
example2,mixed,bubble,64,214,3.068356089268578e-05,1.9840163435948153
example2,mixed,bubble,128,500,7.527072432739094e-06,2.0502611255088863
example2,mixed,bubble,128,428,7.912142184310339e-06,2.0410322630099356
example2,mixed,bubble,128,285,7.93866765957439e-06,1.9979159839583578
example2,mixed,bubble,128,357,8.057390511803603e-06,2.0255261950406074
example2,mixed,bubble,128,142,1.1008756436409164e-05,1.9857065570004597
example2,mixed,bubble,128,71,3.0046744420816355e-05,2.050581589380153
example2,mixed,bubble,128,0,0.0003399637094700381,1.9997964498274459
example2,mixed,bubble,128,214,7.897261070313065e-06,1.958041631031126
example2,mixed,bubble,256,428,1.7354494490152735e-06,2.1887590098464633
example2,mixed,bubble,256,0,8.249449323282298e-05,2.0430110261673904
example2,mixed,bubble,256,71,6.400801893502822e-06,2.2308841200866665
example2,mixed,bubble,256,142,2.7665928460648836e-06,1.992469263239988
example2,mixed,bubble,256,214,2.0901864042141568e-06,1.9177207757024917
example2,mixed,bubble,256,285,1.9410992859993326e-06,2.0320229884193783
example2,mixed,bubble,256,357,1.8441554450655874e-06,2.127352412695744
example2,mixed,bubble,256,500,1.6059402791093736e-06,2.228670610892899
