example,regime,stabilization,nx,time_idx,l2_error,order
example2,transition,bubble,32,0,0.005396583828336038,
example2,transition,bubble,32,71,0.010472700920724916,
example2,transition,bubble,32,142,0.009429918466565887,
example2,transition,bubble,32,214,0.009645458482791249,
example2,transition,bubble,32,285,0.010240496493907606,
example2,transition,bubble,32,357,0.05071951145377484,
example2,transition,bubble,32,428,0.06919724961091019,
example2,transition,bubble,32,500,0.05760865925696647,
example2,transition,bubble,64,428,0.044006962790142524,0.6529828907790118
example2,transition,bubble,64,357,0.03259984103310371,0.6376759196068266
example2,transition,bubble,64,285,0.005031810009949381,1.0251363083943026
example2,transition,bubble,64,500,0.03747346055923647,0.6204164696632046
example2,transition,bubble,64,142,0.004366468226364389,1.110778454942665
example2,transition,bubble,64,71,0.0043002999543348686,1.284124363605295
example2,transition,bubble,64,0,0.0013596629891850518,1.9887973300461477
example2,transition,bubble,64,214,0.004589466174904829,1.0715234604037602
example2,transition,bubble,128,500,0.021868601296969836,0.7770082628842042
example2,transition,bubble,128,428,0.025170693455416046,0.8059868418415574
example2,transition,bubble,128,285,0.002148652578647633,1.2276452218388245
example2,transition,bubble,128,357,0.018876399169100038,0.7882813446377205
example2,transition,bubble,128,142,0.0018123564177833116,1.268600138599592
example2,transition,bubble,128,71,0.0018576910141581027,1.210926732885559
example2,transition,bubble,128,0,0.0003399637094700381,1.9997964498274459
example2,transition,bubble,128,214,0.0018823393771050855,1.2857995931262731
example2,transition,bubble,256,428,0.010826336186046186,1.2171998701419147
example2,transition,bubble,256,0,8.249449323282298e-05,2.0430110261673904
example2,transition,bubble,256,71,0.0005459966618296941,1.7665465254524668
example2,transition,bubble,256,142,0.0005190565976381991,1.8039029405845521
example2,transition,bubble,256,214,0.0005349392483020378,1.8150798000762967
example2,transition,bubble,256,285,0.0006740617487590165,1.6724795649184117
example2,transition,bubble,256,357,0.008208796382221224,1.2013409778758504
example2,transition,bubble,256,500,0.009546336982768381,1.195841780306165
