*********************************************************
               r                z               ur               uz               tr               tz              err              ett              ezz              erz              srr              stt              szz              srz 

 1.005446631E+00  9.488060061E-01  8.967644133E+01  2.488009245E-01 -3.568681876E+00 -4.345989594E+00 -7.009422339E+01  8.919065275E+01 -9.958057315E+00 -5.098116966E+00 -8.853662210E+01  1.344622045E+02 -4.345989594E+00 -3.568681876E+00 

 1.006272119E+00  9.457252439E-01  8.961676625E+01  2.728622169E-01 -5.543732376E+00 -3.679380760E+00 -7.097287591E+01  8.905818273E+01 -9.252633845E+00 -7.919617680E+00 -9.008771965E+01  1.339557624E+02 -3.679380760E+00 -5.543732376E+00 

 1.006272119E+00  9.468528811E-01  8.961789742E+01  2.624218254E-01 -4.941055952E+00 -3.441707819E+00 -7.075169959E+01  8.905930685E+01 -9.250896100E+00 -7.058651360E+00 -8.954283270E+01  1.341925763E+02 -3.441707819E+00 -4.941055952E+00 

 1.007399756E+00  9.457252439E-01  8.953634416E+01  2.622270366E-01 -5.568094304E+00 -9.430242488E-01 -7.164201944E+01  8.887866373E+01 -7.772041123E+00 -7.954420435E+00 -9.036099390E+01  1.343679625E+02 -9.430242488E-01 -5.568094304E+00 

 1.007399756E+00  9.468528811E-01  8.953775558E+01  2.533866783E-01 -5.106984359E+00 -9.574681165E-01 -7.137247613E+01  8.888006479E+01 -7.894055597E+00 -7.295691941E+00 -8.982725686E+01  1.345263004E+02 -9.574681165E-01 -5.106984359E+00 

 1.006272119E+00  9.476783689E-01  8.961831318E+01  2.548027710E-01 -4.512245114E+00 -3.193283532E+00 -7.062753018E+01  8.905972002E+01 -9.202890962E+00 -6.446064448E+00 -8.918777844E+01  1.343743718E+02 -3.193283532E+00 -4.512245114E+00 

 1.006272119E+00  9.488060061E-01  8.961841031E+01  2.444848782E-01 -3.956282461E+00 -2.781735747E+00 -7.050128957E+01  8.905981654E+01 -9.089056761E+00 -5.651832087E+00 -8.875886168E+01  1.346266869E+02 -2.781735747E+00 -3.956282461E+00 

 1.007399756E+00  9.476783689E-01  8.953833704E+01  2.468503820E-01 -4.758630116E+00 -8.855433108E-01 -7.120662856E+01  8.888064198E+01 -7.936023428E+00 -6.798043023E+00 -8.946439050E+01  1.346577883E+02 -8.855433108E-01 -4.758630116E+00 

 1.007399756E+00  9.488060061E-01  8.953861270E+01  2.378942032E-01 -4.285768143E+00 -6.979974612E-01 -7.102046168E+01  8.888091561E+01 -7.939377179E+00 -6.122525919E+00 -8.901151576E+01  1.348504124E+02 -6.979974612E-01 -4.285768143E+00 

 1.004318994E+00  5.119399388E-02  8.975516261E+01 -2.537556039E-01  2.809074353E+00 -6.476537411E+00 -6.952849006E+01  8.936917766E+01 -1.114663649E+01  4.012963361E+00 -8.821113242E+01  1.342456024E+02 -6.476537411E+00  2.809074353E+00 

 1.004318994E+00  5.232163112E-02  8.975516510E+01 -2.665440659E-01  3.425460541E+00 -7.387785620E+00 -6.949314677E+01  8.936918015E+01 -1.153372272E+01  4.893515058E+00 -8.853097929E+01  1.338762784E+02 -7.387785620E+00  3.425460541E+00 

 1.005446631E+00  5.119399388E-02  8.967644133E+01 -2.488009243E-01  3.568681865E+00 -4.345989583E+00 -7.009422339E+01  8.919065275E+01 -9.958057311E+00  5.098116950E+00 -8.853662210E+01  1.344622045E+02 -4.345989583E+00  3.568681865E+00 

 1.005446631E+00  5.232163112E-02  8.967642456E+01 -2.601571436E-01  4.167143479E+00 -4.953585300E+00 -7.016045410E+01  8.919063608E+01 -1.017766383E+01  5.953062112E+00 -8.892949168E+01  1.341620346E+02 -4.953585300E+00  4.167143479E+00 

 1.004318994E+00  5.314711888E-02  8.975487714E+01 -2.761793691E-01  3.931775322E+00 -8.057556106E+00 -6.948789670E+01  8.936889343E+01 -1.180922558E+01  5.616821889E+00 -8.880769568E+01  1.335918105E+02 -8.057556106E+00  3.931775322E+00 

 1.004318994E+00  5.427475612E-02  8.975401865E+01 -2.896967592E-01  4.708794773E+00 -8.949943746E+00 -6.952316653E+01  8.936803863E+01 -1.215798345E+01  6.726849676E+00 -8.926120006E+01  1.331864872E+02 -8.949943746E+00  4.708794773E+00 

 1.005446631E+00  5.314711888E-02  8.967609329E+01 -2.686157023E-01  4.642623182E+00 -5.363200092E+00 -7.023873924E+01  8.919030660E+01 -1.031116156E+01  6.632318832E+00 -8.926180884E+01  1.339388553E+02 -5.363200092E+00  4.642623182E+00 

 1.005446631E+00  5.427475612E-02  8.967512084E+01 -2.803217663E-01  5.337078543E+00 -5.843671443E+00 -7.039808241E+01  8.918933942E+01 -1.043856788E+01  7.624397918E+00 -8.978699178E+01  1.336353988E+02 -5.843671443E+00  5.337078543E+00 

 1.006272119E+00  5.119399388E-02  8.961841031E+01 -2.444848780E-01  3.956282451E+00 -2.781735740E+00 -7.050128957E+01  8.905981654E+01 -9.089056759E+00  5.651832073E+00 -8.875886167E+01  1.346266869E+02 -2.781735740E+00  3.956282451E+00 

 1.006272119E+00  5.232163112E-02  8.961831318E+01 -2.548027713E-01  4.512245124E+00 -3.193283539E+00 -7.062753019E+01  8.905972002E+01 -9.202890964E+00  6.446064462E+00 -8.918777845E+01  1.343743718E+02 -3.193283539E+00  4.512245124E+00 

 1.007399756E+00  5.119399388E-02  8.953861270E+01 -2.378942031E-01  4.285768134E+00 -6.979974577E-01 -7.102046167E+01  8.888091561E+01 -7.939377179E+00  6.122525906E+00 -8.901151575E+01  1.348504124E+02 -6.979974577E-01  4.285768134E+00 

 1.007399756E+00  5.232163112E-02  8.953833704E+01 -2.468503822E-01  4.758630124E+00 -8.855433138E-01 -7.120662856E+01  8.888064198E+01 -7.936023428E+00  6.798043035E+00 -8.946439050E+01  1.346577883E+02 -8.855433138E-01  4.758630124E+00 

 1.006272119E+00  5.314711888E-02  8.961789742E+01 -2.624218252E-01  4.941055941E+00 -3.441707814E+00 -7.075169958E+01  8.905930685E+01 -9.250896100E+00  7.058651344E+00 -8.954283269E+01  1.341925763E+02 -3.441707814E+00  4.941055941E+00 

 1.006272119E+00  5.427475612E-02  8.961676625E+01 -2.728622171E-01  5.543732386E+00 -3.679380763E+00 -7.097287592E+01  8.905818273E+01 -9.252633845E+00  7.919617694E+00 -9.008771966E+01  1.339557624E+02 -3.679380763E+00  5.543732386E+00 

 1.007399756E+00  5.314711888E-02  8.953775558E+01 -2.533866782E-01  5.106984350E+00 -9.574681161E-01 -7.137247612E+01  8.888006479E+01 -7.894055599E+00  7.295691928E+00 -8.982725685E+01  1.345263004E+02 -9.574681161E-01  5.106984350E+00 

 1.007399756E+00  5.427475612E-02  8.953634416E+01 -2.622270368E-01  5.568094312E+00 -9.430242478E-01 -7.164201945E+01  8.887866373E+01 -7.772041120E+00  7.954420445E+00 -9.036099391E+01  1.343679625E+02 -9.430242478E-01  5.568094312E+00 

 1.000412744E+00  3.947524388E-02  9.000969980E+01 -1.263514747E-01 -3.769158508E+00 -5.614732984E+00 -6.601992190E+01  8.997256416E+01 -1.255714586E+01 -5.384512154E+00 -8.046261943E+01  1.379268610E+02 -5.614732984E+00 -3.769158508E+00 

 1.000412744E+00  4.060288112E-02  9.001538826E+01 -1.354486511E-01 -1.488997807E+00 -3.393027449E+00 -7.260560669E+01  8.997825027E+01 -8.830327844E+00 -2.127139724E+00 -9.267841783E+01  1.349389819E+02 -3.393027449E+00 -1.488997807E+00 

 1.001540381E+00  3.947524388E-02  8.993167379E+01 -1.321313257E-01 -3.036416017E+00 -8.427947026E-01 -7.011120332E+01  8.979335781E+01 -8.779206905E+00 -4.337737167E+00 -8.670758968E+01  1.371587959E+02 -8.427947026E-01 -3.036416017E+00 

 1.001540381E+00  4.060288112E-02  8.993461200E+01 -1.425324255E-01 -9.977524776E-01 -1.019335684E+00 -7.047965881E+01  8.979629150E+01 -8.694612249E+00 -1.425360682E+00 -8.751840087E+01  1.368679296E+02 -1.019335684E+00 -9.977524776E-01 

 1.000412744E+00  4.142836888E-02  9.001415468E+01 -1.445961763E-01 -3.666149579E+00 -6.763890103E+00 -6.591748776E+01  8.997701720E+01 -1.307199837E+01 -5.237356542E+00 -8.074757524E+01  1.375047317E+02 -6.763890103E+00 -3.666149579E+00 

 1.000412744E+00  4.255600612E-02  9.001930039E+01 -1.543831538E-01 -1.408993865E+00 -4.700063425E+00 -7.233355634E+01  8.998216079E+01 -9.482080858E+00 -2.012848378E+00 -9.269212910E+01  1.345498749E+02 -4.700063425E+00 -1.408993865E+00 

 1.001540381E+00  4.142836888E-02  8.993630618E+01 -1.497142193E-01 -2.857185483E+00 -2.024854085E+00 -6.993817677E+01  8.979798307E+01 -9.337816615E+00 -4.081693547E+00 -8.686535830E+01  1.367652655E+02 -2.024854085E+00 -2.857185483E+00 

 1.001540381E+00  4.255600612E-02  8.993878690E+01 -1.607657471E-01 -8.256615062E-01 -2.289497817E+00 -7.027782523E+01  8.980045998E+01 -9.301332369E+00 -1.179516437E+00 -8.765658782E+01  1.364530115E+02 -2.289497817E+00 -8.256615062E-01 

 1.002365869E+00  3.947524388E-02  8.987376352E+01 -1.365273606E-01 -1.640948420E+00 -2.543412693E-01 -7.017496335E+01  8.966163584E+01 -8.455243828E+00 -2.344212029E+00 -8.666194860E+01  1.371092903E+02 -2.543412693E-01 -1.640948420E+00 

 1.002365869E+00  4.060288112E-02  8.987662681E+01 -1.462785875E-01 -1.286486712E+00 -8.495541532E-01 -7.013193432E+01  8.966449237E+01 -8.717853104E+00 -1.837838160E+00 -8.682926785E+01  1.368857295E+02 -8.495541532E-01 -1.286486712E+00 

 1.003493506E+00  3.947524388E-02  8.979460611E+01 -1.415097221E-01 -9.015210161E-01  5.026836068E-01 -7.022364525E+01  8.948200020E+01 -8.048403713E+00 -1.287887166E+00 -8.654265454E+01  1.370452491E+02  5.026836068E-01 -9.015210161E-01 

 1.003493506E+00  4.060288112E-02  8.979754762E+01 -1.507467462E-01 -7.399645362E-01 -1.102413174E-01 -7.014969859E+01  8.948493147E+01 -8.331524836E+00 -1.057092195E+00 -8.665568457E+01  1.368327975E+02 -1.102413174E-01 -7.399645362E-01 

 1.002365869E+00  4.142836888E-02  8.987853476E+01 -1.535565494E-01 -1.423061744E+00 -1.403681584E+00 -7.001341558E+01  8.966639582E+01 -8.995637076E+00 -2.032945349E+00 -8.682857149E+01  1.367231645E+02 -1.403681584E+00 -1.423061744E+00 

 1.002365869E+00  4.255600612E-02  8.988095832E+01 -1.639360117E-01 -1.048851725E+00 -2.068691991E+00 -6.995326491E+01  8.966881365E+01 -9.293884968E+00 -1.498359607E+00 -8.699182391E+01  1.364790861E+02 -2.068691991E+00 -1.048851725E+00 

 1.003493506E+00  4.142836888E-02  8.979954538E+01 -1.577128814E-01 -6.279594556E-01 -5.812887912E-01 -7.008858727E+01  8.948692228E+01 -8.550832876E+00 -8.970849365E-01 -8.673414494E+01  1.366715684E+02 -5.812887912E-01 -6.279594556E-01 

 1.003493506E+00  4.255600612E-02  8.980206292E+01 -1.675311876E-01 -4.355535541E-01 -1.248437117E+00 -7.000353779E+01  8.948943106E+01 -8.860663286E+00 -6.222193630E-01 -8.684846142E+01  1.364416950E+02 -1.248437117E+00 -4.355535541E-01 

 1.000412744E+00  9.574439939E-01  9.001930039E+01  1.543831536E-01  1.408993848E+00 -4.700062867E+00 -7.233355607E+01  8.998216079E+01 -9.482080746E+00  2.012848354E+00 -9.269212832E+01  1.345498753E+02 -4.700062867E+00  1.408993848E+00 

 1.000412744E+00  9.585716311E-01  9.001415468E+01  1.445961766E-01  3.666149119E+00 -6.763889456E+00 -6.591748757E+01  8.997701720E+01 -1.307199819E+01  5.237355885E+00 -8.074757458E+01  1.375047321E+02 -6.763889456E+00  3.666149119E+00 

 1.001540381E+00  9.574439939E-01  8.993878690E+01  1.607657468E-01  8.256614739E-01 -2.289497845E+00 -7.027782519E+01  8.980045998E+01 -9.301332399E+00  1.179516391E+00 -8.765658775E+01  1.364530115E+02 -2.289497845E+00  8.256614739E-01 

 1.001540381E+00  9.585716311E-01  8.993630618E+01  1.497142195E-01  2.857185475E+00 -2.024854147E+00 -6.993817671E+01  8.979798307E+01 -9.337816664E+00  4.081693536E+00 -8.686535821E+01  1.367652655E+02 -2.024854147E+00  2.857185475E+00 

 1.000412744E+00  9.593971189E-01  9.001538826E+01  1.354486509E-01  1.488997787E+00 -3.393026888E+00 -7.260560641E+01  8.997825027E+01 -8.830327732E+00  2.127139695E+00 -9.267841704E+01  1.349389823E+02 -3.393026888E+00  1.488997787E+00 

 1.000412744E+00  9.605247561E-01  9.000969980E+01  1.263514749E-01  3.769158040E+00 -5.614732327E+00 -6.601992171E+01  8.997256416E+01 -1.255714568E+01  5.384511486E+00 -8.046261877E+01  1.379268614E+02 -5.614732327E+00  3.769158040E+00 

 1.001540381E+00  9.593971189E-01  8.993461200E+01  1.425324253E-01  9.977524446E-01 -1.019335714E+00 -7.047965877E+01  8.979629150E+01 -8.694612280E+00  1.425360635E+00 -8.751840079E+01  1.368679296E+02 -1.019335714E+00  9.977524446E-01 

 1.001540381E+00  9.605247561E-01  8.993167379E+01  1.321313259E-01  3.036416010E+00 -8.427947637E-01 -7.011120326E+01  8.979335781E+01 -8.779206954E+00  4.337737156E+00 -8.670758959E+01  1.371587959E+02 -8.427947637E-01  3.036416010E+00 

 1.002365869E+00  9.574439939E-01  8.988095832E+01  1.639360114E-01  1.048851723E+00 -2.068691983E+00 -6.995326491E+01  8.966881365E+01 -9.293884966E+00  1.498359604E+00 -8.699182390E+01  1.364790861E+02 -2.068691983E+00  1.048851723E+00 

 1.002365869E+00  9.585716311E-01  8.987853476E+01  1.535565496E-01  1.423061741E+00 -1.403681603E+00 -7.001341557E+01  8.966639582E+01 -8.995637087E+00  2.032945344E+00 -8.682857148E+01  1.367231645E+02 -1.403681603E+00  1.423061741E+00 

 1.003493506E+00  9.574439939E-01  8.980206292E+01  1.675311874E-01  4.355535567E-01 -1.248437105E+00 -7.000353779E+01  8.948943106E+01 -8.860663280E+00  6.222193667E-01 -8.684846142E+01  1.364416950E+02 -1.248437105E+00  4.355535567E-01 

 1.003493506E+00  9.585716311E-01  8.979954538E+01  1.577128815E-01  6.279594518E-01 -5.812888028E-01 -7.008858727E+01  8.948692228E+01 -8.550832882E+00  8.970849312E-01 -8.673414495E+01  1.366715684E+02 -5.812888028E-01  6.279594518E-01 

 1.002365869E+00  9.593971189E-01  8.987662681E+01  1.462785873E-01  1.286486710E+00 -8.495541470E-01 -7.013193431E+01  8.966449237E+01 -8.717853103E+00  1.837838157E+00 -8.682926784E+01  1.368857295E+02 -8.495541470E-01  1.286486710E+00 

 1.002365869E+00  9.605247561E-01  8.987376352E+01  1.365273607E-01  1.640948417E+00 -2.543412871E-01 -7.017496335E+01  8.966163584E+01 -8.455243839E+00  2.344212025E+00 -8.666194860E+01  1.371092903E+02 -2.543412871E-01  1.640948417E+00 

 1.003493506E+00  9.593971189E-01  8.979754762E+01  1.507467459E-01  7.399645382E-01 -1.102413062E-01 -7.014969859E+01  8.948493147E+01 -8.331524831E+00  1.057092197E+00 -8.665568457E+01  1.368327975E+02 -1.102413062E-01  7.399645382E-01 

 1.003493506E+00  9.605247561E-01  8.979460611E+01  1.415097222E-01  9.015210129E-01  5.026835962E-01 -7.022364524E+01  8.948200020E+01 -8.048403718E+00  1.287887161E+00 -8.654265454E+01  1.370452491E+02  5.026835962E-01  9.015210129E-01 

 1.012131494E+00  4.127438777E-04  8.896488736E+01 -2.926970200E-03 -1.142790868E-01  1.185473695E+01 -6.021565091E+01  8.789854667E+01 -7.025430042E+00 -1.632558382E-01 -6.261157226E+01  1.447483043E+02  1.185473695E+01 -1.142790868E-01 

 1.012131494E+00  1.540381122E-03  8.896542160E+01 -1.009242013E-02  1.626877542E+00  1.247182375E+01 -6.128762552E+01  8.789907451E+01 -6.314366400E+00  2.324110774E+00 -6.449073902E+01  1.443706410E+02  1.247182375E+01  1.626877542E+00 

 1.013259131E+00  4.127438777E-04  8.889500018E+01 -2.862125264E-03  2.677794148E-01  1.145879651E+01 -6.073819641E+01  8.773175337E+01 -6.891607469E+00  3.825420212E-01 -6.392642801E+01  1.439315017E+02  1.145879651E+01  2.677794148E-01 

 1.013259131E+00  1.540381122E-03  8.889640071E+01 -1.006158397E-02  6.848559179E-01  1.194020976E+01 -6.152207592E+01  8.773313558E+01 -6.359756277E+00  9.783655970E-01 -6.528703774E+01  1.436702584E+02  1.194020976E+01  6.848559179E-01 

 1.012131494E+00  2.365868878E-03  8.896741986E+01 -1.528432163E-02  2.062645746E+00  1.248736770E+01 -6.147612273E+01  8.790104882E+01 -6.228083546E+00  2.946636779E+00 -6.485988716E+01  1.442681530E+02  1.248736770E+01  2.062645746E+00 

 1.012131494E+00  3.493506122E-03  8.897153974E+01 -2.213516898E-02  2.960872594E+00  1.276877766E+01 -6.198020642E+01  8.790511931E+01 -5.898930971E+00  4.229817991E+00 -6.574500796E+01  1.440944481E+02  1.276877766E+01  2.960872594E+00 

 1.013259131E+00  2.365868878E-03  8.889800543E+01 -1.528750114E-02  1.734612193E+00  1.198080647E+01 -6.168592547E+01  8.773471930E+01 -6.273643692E+00  2.478017419E+00 -6.559638803E+01  1.435925147E+02  1.198080647E+01  1.734612193E+00 

 1.013259131E+00  3.493506122E-03  8.890157879E+01 -2.221610242E-02  2.641134321E+00  1.222325208E+01 -6.210556763E+01  8.773824589E+01 -5.996351059E+00  3.773049030E+00 -6.632965112E+01  1.434516878E+02  1.222325208E+01  2.641134321E+00 

 1.014084619E+00  4.127438777E-04  8.884509445E+01 -2.891397502E-03 -1.170801030E-01  1.116049938E+01 -6.076946142E+01  8.761112513E+01 -6.948264294E+00 -1.672572900E-01 -6.418917660E+01  1.435436446E+02  1.116049938E+01 -1.170801030E-01 

 1.014084619E+00  1.540381122E-03  8.884543355E+01 -1.004808871E-02  1.358448882E+00  1.170596607E+01 -6.170963210E+01  8.761145952E+01 -6.322837848E+00  1.940641260E+00 -6.583554588E+01  1.432139824E+02  1.170596607E+01  1.358448882E+00 

 1.015212256E+00  4.127438777E-04  8.877478529E+01 -2.826284974E-03  2.378609634E-01  1.090740903E+01 -6.117740771E+01  8.744455632E+01 -6.805345719E+00  3.398013763E-01 -6.521347776E+01  1.428572719E+02  1.090740903E+01  2.378609634E-01 

 1.015212256E+00  1.540381122E-03  8.877595133E+01 -9.973089873E-03  5.202894968E-01  1.134134595E+01 -6.188762234E+01  8.744570488E+01 -6.324343150E+00  7.432707097E-01 -6.644724491E+01  1.426194132E+02  1.134134595E+01  5.202894968E-01 

 1.014084619E+00  2.365868878E-03  8.884701024E+01 -1.526098304E-02  1.683096301E+00  1.169328289E+01 -6.183193727E+01  8.761301431E+01 -6.276264493E+00  2.404423287E+00 -6.608465901E+01  1.431382732E+02  1.169328289E+01  1.683096301E+00 

 1.014084619E+00  3.493506122E-03  8.885027388E+01 -2.221522942E-02  2.444616908E+00  1.189808630E+01 -6.219446358E+01  8.761623262E+01 -6.038682118E+00  3.492309869E+00 -6.672000775E+01  1.430149669E+02  1.189808630E+01  2.444616908E+00 

 1.015212256E+00  2.365868878E-03  8.877721713E+01 -1.518235035E-02  1.424003974E+00  1.135347483E+01 -6.199833243E+01  8.744695171E+01 -6.272479763E+00  2.034291391E+00 -6.666271890E+01  1.425606789E+02  1.135347483E+01  1.424003974E+00 

 1.015212256E+00  3.493506122E-03  8.878007751E+01 -2.214836104E-02  2.201464830E+00  1.153427840E+01 -6.230770587E+01  8.744976924E+01 -6.067301282E+00  3.144949757E+00 -6.720228802E+01  1.424581771E+02  1.153427840E+01  2.201464830E+00 

 1.012131494E+00  9.965064939E-01  8.897153974E+01  2.213516885E-02 -2.960872582E+00  1.276877766E+01 -6.198020640E+01  8.790511931E+01 -5.898930978E+00 -4.229817975E+00 -6.574500794E+01  1.440944481E+02  1.276877766E+01 -2.960872582E+00 

 1.012131494E+00  9.976341311E-01  8.896741986E+01  1.528432176E-02 -2.062645768E+00  1.248736771E+01 -6.147612274E+01  8.790104882E+01 -6.228083540E+00 -2.946636811E+00 -6.485988717E+01  1.442681530E+02  1.248736771E+01 -2.062645768E+00 

 1.013259131E+00  9.965064939E-01  8.890157879E+01  2.221610229E-02 -2.641134310E+00  1.222325208E+01 -6.210556762E+01  8.773824589E+01 -5.996351065E+00 -3.773049014E+00 -6.632965110E+01  1.434516878E+02  1.222325208E+01 -2.641134310E+00 

 1.013259131E+00  9.976341311E-01  8.889800543E+01  1.528750128E-02 -1.734612219E+00  1.198080648E+01 -6.168592548E+01  8.773471930E+01 -6.273643687E+00 -2.478017455E+00 -6.559638803E+01  1.435925147E+02  1.198080648E+01 -1.734612219E+00 

 1.012131494E+00  9.984596189E-01  8.896542160E+01  1.009241999E-02 -1.626877546E+00  1.247182376E+01 -6.128762552E+01  8.789907451E+01 -6.314366399E+00 -2.324110780E+00 -6.449073901E+01  1.443706410E+02  1.247182376E+01 -1.626877546E+00 

 1.012131494E+00  9.995872561E-01  8.896488736E+01  2.926970357E-03  1.142787077E-01  1.185473708E+01 -6.021565099E+01  8.789854667E+01 -7.025429949E+00  1.632552967E-01 -6.261157238E+01  1.447483043E+02  1.185473708E+01  1.142787077E-01 

 1.013259131E+00  9.984596189E-01  8.889640071E+01  1.006158383E-02 -6.848558833E-01  1.194020977E+01 -6.152207592E+01  8.773313558E+01 -6.359756275E+00 -9.783655475E-01 -6.528703773E+01  1.436702584E+02  1.194020977E+01 -6.848558833E-01 

 1.013259131E+00  9.995872561E-01  8.889500018E+01  2.862125420E-03 -2.677791053E-01  1.145879661E+01 -6.073819647E+01  8.773175337E+01 -6.891607399E+00 -3.825415790E-01 -6.392642809E+01  1.439315017E+02  1.145879661E+01 -2.677791053E-01 

 1.014084619E+00  9.965064939E-01  8.885027388E+01  2.221522929E-02 -2.444616898E+00  1.189808630E+01 -6.219446357E+01  8.761623262E+01 -6.038682123E+00 -3.492309855E+00 -6.672000774E+01  1.430149669E+02  1.189808630E+01 -2.444616898E+00 

 1.014084619E+00  9.976341311E-01  8.884701024E+01  1.526098318E-02 -1.683096320E+00  1.169328289E+01 -6.183193728E+01  8.761301431E+01 -6.276264489E+00 -2.404423314E+00 -6.608465901E+01  1.431382732E+02  1.169328289E+01 -1.683096320E+00 

 1.015212256E+00  9.965064939E-01  8.878007751E+01  2.214836091E-02 -2.201464821E+00  1.153427840E+01 -6.230770586E+01  8.744976924E+01 -6.067301286E+00 -3.144949744E+00 -6.720228800E+01  1.424581771E+02  1.153427840E+01 -2.201464821E+00 

 1.015212256E+00  9.976341311E-01  8.877721713E+01  1.518235049E-02 -1.424003996E+00  1.135347484E+01 -6.199833243E+01  8.744695171E+01 -6.272479759E+00 -2.034291423E+00 -6.666271890E+01  1.425606789E+02  1.135347484E+01 -1.424003996E+00 

 1.014084619E+00  9.984596189E-01  8.884543355E+01  1.004808858E-02 -1.358448888E+00  1.170596607E+01 -6.170963209E+01  8.761145952E+01 -6.322837846E+00 -1.940641269E+00 -6.583554587E+01  1.432139824E+02  1.170596607E+01 -1.358448888E+00 

 1.014084619E+00  9.995872561E-01  8.884509445E+01  2.891397657E-03  1.170797573E-01  1.116049950E+01 -6.076946150E+01  8.761112513E+01 -6.948264210E+00  1.672567962E-01 -6.418917670E+01  1.435436446E+02  1.116049950E+01  1.170797573E-01 

 1.015212256E+00  9.984596189E-01  8.877595133E+01  9.973089735E-03 -5.202894672E-01  1.134134596E+01 -6.188762233E+01  8.744570488E+01 -6.324343148E+00 -7.432706674E-01 -6.644724490E+01  1.426194132E+02  1.134134596E+01 -5.202894672E-01 

 1.015212256E+00  9.995872561E-01  8.877478529E+01  2.826285129E-03 -2.378606763E-01  1.090740912E+01 -6.117740777E+01  8.744455632E+01 -6.805345654E+00 -3.398009662E-01 -6.521347783E+01  1.428572719E+02  1.090740912E+01 -2.378606763E-01 

 1.004318994E+00  4.728774388E-02  8.975232484E+01 -2.128006288E-01  1.224779002E+00 -3.538605657E+00 -6.976882574E+01  8.936635210E+01 -9.843268710E+00  1.749684289E+00 -8.743438550E+01  1.353548635E+02 -3.538605657E+00  1.224779002E+00 

 1.004318994E+00  4.841538112E-02  8.975354236E+01 -2.241032602E-01  1.610044703E+00 -4.341972612E+00 -6.969055351E+01  8.936756439E+01 -1.020523838E+01  2.300063862E+00 -8.762141379E+01  1.350599513E+02 -4.341972612E+00  1.610044703E+00 

 1.005446631E+00  4.728774388E-02  8.967347677E+01 -2.116346562E-01  1.934693361E+00 -2.115571090E+00 -7.008235708E+01  8.918770426E+01 -9.051504335E+00  2.763847658E+00 -8.755876494E+01  1.354193209E+02 -2.115571090E+00  1.934693361E+00 

 1.005446631E+00  4.841538112E-02  8.967474927E+01 -2.219946580E-01  2.342346926E+00 -2.758763281E+00 -7.006289124E+01  8.918896986E+01 -9.322916666E+00  3.346209894E+00 -8.779472768E+01  1.351578779E+02 -2.758763281E+00  2.342346926E+00 

 1.004318994E+00  4.924086888E-02  8.975423933E+01 -2.326399876E-01  1.924700326E+00 -4.954553002E+00 -6.963580157E+01  8.936825836E+01 -1.047903373E+01  2.749571894E+00 -8.777402798E+01  1.348316559E+02 -4.954553002E+00  1.924700326E+00 

 1.004318994E+00  5.036850612E-02  8.975490453E+01 -2.446718948E-01  2.410292680E+00 -5.821875954E+00 -6.956883415E+01  8.936892070E+01 -1.086202728E+01  3.443275258E+00 -8.801140558E+01  1.345014512E+02 -5.821875954E+00  2.410292680E+00 

 1.005446631E+00  4.924086888E-02  8.967547958E+01 -2.297718694E-01  2.671834291E+00 -3.233782326E+00 -7.005794861E+01  8.918969621E+01 -9.519231555E+00  3.816906130E+00 -8.798798620E+01  1.349587166E+02 -3.233782326E+00  2.671834291E+00 

 1.005446631E+00  5.036850612E-02  8.967617566E+01 -2.406537778E-01  3.168605141E+00 -3.880876460E+00 -7.006894525E+01  8.919038852E+01 -9.778935466E+00  4.526578773E+00 -8.828689016E+01  1.346761771E+02 -3.880876460E+00  3.168605141E+00 

 1.006272119E+00  4.728774388E-02  8.961552536E+01 -2.101397813E-01  2.361041451E+00 -1.040083665E+00 -7.032364183E+01  8.905694957E+01 -8.453084406E+00  3.372916358E+00 -8.765886406E+01  1.354739639E+02 -1.040083665E+00  2.361041451E+00 

 1.006272119E+00  4.841538112E-02  8.961679688E+01 -2.197896247E-01  2.768329388E+00 -1.568484660E+00 -7.034496370E+01  8.905821317E+01 -8.660161880E+00  3.954756268E+00 -8.792720721E+01  1.352372404E+02 -1.568484660E+00  2.768329388E+00 

 1.007399756E+00  4.728774388E-02  8.953603933E+01 -2.073594953E-01  2.820833519E+00  4.421169966E-01 -7.065313520E+01  8.887836114E+01 -7.630355200E+00  4.029762170E+00 -8.778977501E+01  1.355543199E+02  4.421169966E-01  2.820833519E+00 

 1.007399756E+00  4.841538112E-02  8.953725809E+01 -2.160367931E-01  3.208198915E+00  6.051066773E-02 -7.072401321E+01  8.887957095E+01 -7.756255084E+00  4.583141307E+00 -8.809435072E+01  1.353506671E+02  6.051066773E-02  3.208198915E+00 

 1.006272119E+00  4.924086888E-02  8.961751724E+01 -2.269979860E-01  3.093326629E+00 -1.947045155E+00 -7.037345059E+01  8.905892904E+01 -8.802774503E+00  4.419038042E+00 -8.814599167E+01  1.350593398E+02 -1.947045155E+00  3.093326629E+00 

 1.006272119E+00  5.036850612E-02  8.961818283E+01 -2.370260782E-01  3.575423572E+00 -2.443009244E+00 -7.043519629E+01  8.905959048E+01 -8.979029855E+00  5.107747960E+00 -8.848164225E+01  1.348110592E+02 -2.443009244E+00  3.575423572E+00 

