*********************************************************
               r                z               ur               uz               tr               tz              err              ett              ezz              erz              srr              stt              szz              srz 

 1.007399756E+00  2.888413112E-02  8.947879170E+01 -9.287961358E-02 -5.772010262E-02  7.587122129E+00 -7.058756749E+01  8.882153402E+01 -4.717772543E+00 -8.245728946E-02 -8.463059080E+01  1.385421513E+02  7.587122129E+00 -5.772010262E-02 

 1.006272119E+00  2.970961888E-02  8.956241023E+01 -9.103731841E-02 -5.036239621E-01  6.659590380E+00 -7.061883241E+01  8.900416551E+01 -5.161228315E+00 -7.194628030E-01 -8.498105536E+01  1.384911417E+02  6.659590380E+00 -5.036239621E-01 

 1.006272119E+00  3.083725612E-02  8.956763170E+01 -9.697185416E-02 -4.509952358E-01  6.183507401E+00 -7.060392051E+01  8.900935443E+01 -5.364162540E+00 -6.442789083E-01 -8.515215375E+01  1.383064312E+02  6.183507401E+00 -4.509952358E-01 

 1.007399756E+00  2.970961888E-02  8.948279472E+01 -9.683168806E-02 -3.446279079E-02  7.249876731E+00 -7.058751316E+01  8.882550763E+01 -4.857149987E+00 -4.923255826E-02 -8.477263171E+01  1.384055974E+02  7.249876731E+00 -3.446279079E-02 

 1.007399756E+00  3.083725612E-02  8.948802612E+01 -1.024153067E-01  1.183537073E-02  6.795728043E+00 -7.058514465E+01  8.883070061E+01 -5.045757435E+00  1.690767248E-02 -8.495941406E+01  1.382227693E+02  6.795728043E+00  1.183537073E-02 

 1.008225244E+00  9.613502439E-01  8.945907176E+01  1.482224982E-01 -1.097222954E+00  4.360384873E+00 -7.060000892E+01  8.872925202E+01 -5.989926684E+00 -1.567461363E+00 -8.609373026E+01  1.369672351E+02  4.360384873E+00 -1.097222954E+00 

 1.008225244E+00  9.624778811E-01  8.945555913E+01  1.415598117E-01 -9.338705308E-01  4.764065065E+00 -7.059286830E+01  8.872576803E+01 -5.826726392E+00 -1.334100758E+00 -8.590853360E+01  1.371375573E+02  4.764065065E+00 -9.338705308E-01 

 1.009352881E+00  9.613502439E-01  8.937941105E+01  1.495307287E-01 -1.472662275E+00  5.200395465E+00 -7.068714216E+01  8.855120219E+01 -5.533415334E+00 -2.103803250E+00 -8.601482209E+01  1.369188600E+02  5.200395465E+00 -1.472662275E+00 

 1.009352881E+00  9.624778811E-01  8.937591761E+01  1.433667777E-01 -1.315126457E+00  5.556118376E+00 -7.066027838E+01  8.854774112E+01 -5.398252040E+00 -1.878752082E+00 -8.581071850E+01  1.370805088E+02  5.556118376E+00 -1.315126457E+00 

 1.008225244E+00  9.633033689E-01  8.945283689E+01  1.367997617E-01 -8.262671024E-01  5.061554767E+00 -7.058904991E+01  8.872306801E+01 -5.705781324E+00 -1.180381575E+00 -8.577502125E+01  1.372619438E+02  5.061554767E+00 -8.262671024E-01 

 1.008225244E+00  9.644310061E-01  8.944891153E+01  1.304596496E-01 -6.950802407E-01  5.470641317E+00 -7.058503314E+01  8.871917467E+01 -5.538860118E+00 -9.929717724E-01 -8.559400091E+01  1.374318900E+02  5.470641317E+00 -6.950802407E-01 

 1.009352881E+00  9.633033689E-01  8.937320737E+01  1.389524934E-01 -1.211451634E+00  5.821335101E+00 -7.064281274E+01  8.854505600E+01 -5.296334825E+00 -1.730645192E+00 -8.566373398E+01  1.371992823E+02  5.821335101E+00 -1.211451634E+00 

 1.009352881E+00  9.644310061E-01  8.936929649E+01  1.330602497E-01 -1.085470440E+00  6.189686818E+00 -7.062107534E+01  8.854118136E+01 -5.153642657E+00 -1.550672057E+00 -8.546471893E+01  1.373624404E+02  6.189686818E+00 -1.085470440E+00 

 1.010178369E+00  9.613502439E-01  8.932103465E+01  1.501069213E-01 -1.715325192E+00  5.808358358E+00 -7.074702614E+01  8.842105255E+01 -5.203824234E+00 -2.450464560E+00 -8.595212431E+01  1.368831859E+02  5.808358358E+00 -1.715325192E+00 

 1.010178369E+00  9.624778811E-01  8.931756924E+01  1.443029641E-01 -1.564859364E+00  6.128893803E+00 -7.070602526E+01  8.841762206E+01 -5.089095036E+00 -2.235513378E+00 -8.573480851E+01  1.370382977E+02  6.128893803E+00 -1.564859364E+00 

 1.011306006E+00  9.613502439E-01  8.924121529E+01  1.504193697E-01 -2.003537189E+00  6.622645125E+00 -7.082035426E+01  8.824353337E+01 -4.763956302E+00 -2.862195984E+00 -8.585631202E+01  1.368331307E+02  6.622645125E+00 -2.003537189E+00 

 1.011306006E+00  9.624778811E-01  8.923780665E+01  1.450959028E-01 -1.865934387E+00  6.895885322E+00 -7.076086445E+01  8.824016284E+01 -4.676480810E+00 -2.665620552E+00 -8.562225178E+01  1.369791864E+02  6.895885322E+00 -1.865934387E+00 

 1.010178369E+00  9.633033689E-01  8.931487753E+01  1.401380399E-01 -1.465868090E+00  6.370141697E+00 -7.067864446E+01  8.841495747E+01 -5.001219166E+00 -2.094097271E+00 -8.557825372E+01  1.371527890E+02  6.370141697E+00 -1.465868090E+00 

 1.010178369E+00  9.644310061E-01  8.931098998E+01  1.345682677E-01 -1.345837731E+00  6.707874948E+00 -7.064387163E+01  8.841110909E+01 -4.876622200E+00 -1.922625330E+00 -8.536627425E+01  1.373106988E+02  6.707874948E+00 -1.345837731E+00 

 1.011306006E+00  9.633033689E-01  8.923515328E+01  1.412637072E-01 -1.775414307E+00  7.104533541E+00 -7.072033341E+01  8.823753913E+01 -4.607564274E+00 -2.536306152E+00 -8.545334324E+01  1.370876783E+02  7.104533541E+00 -1.775414307E+00 

 1.011306006E+00  9.644310061E-01  8.923131487E+01  1.361237788E-01 -1.665970596E+00  7.400145021E+00 -7.066805286E+01  8.823374363E+01 -4.507685833E+00 -2.379957994E+00 -8.522436881E+01  1.372381463E+02  7.400145021E+00 -1.665970596E+00 

 1.008225244E+00  3.556899388E-02  8.944891153E+01 -1.304596495E-01  6.950802376E-01  5.470641323E+00 -7.058503314E+01  8.871917467E+01 -5.538860116E+00  9.929717680E-01 -8.559400091E+01  1.374318900E+02  5.470641323E+00  6.950802376E-01 

 1.008225244E+00  3.669663112E-02  8.945283689E+01 -1.367997618E-01  8.262671040E-01  5.061554759E+00 -7.058904991E+01  8.872306801E+01 -5.705781327E+00  1.180381577E+00 -8.577502125E+01  1.372619438E+02  5.061554759E+00  8.262671040E-01 

 1.009352881E+00  3.556899388E-02  8.936929649E+01 -1.330602497E-01  1.085470437E+00  6.189686824E+00 -7.062107534E+01  8.854118136E+01 -5.153642655E+00  1.550672053E+00 -8.546471893E+01  1.373624404E+02  6.189686824E+00  1.085470437E+00 

 1.009352881E+00  3.669663112E-02  8.937320737E+01 -1.389524936E-01  1.211451636E+00  5.821335093E+00 -7.064281274E+01  8.854505600E+01 -5.296334828E+00  1.730645194E+00 -8.566373398E+01  1.371992822E+02  5.821335093E+00  1.211451636E+00 

 1.008225244E+00  3.752211888E-02  8.945555913E+01 -1.415598116E-01  9.338705272E-01  4.764065072E+00 -7.059286830E+01  8.872576803E+01 -5.826726389E+00  1.334100753E+00 -8.590853360E+01  1.371375573E+02  4.764065072E+00  9.338705272E-01 

 1.008225244E+00  3.864975612E-02  8.945907177E+01 -1.482224984E-01  1.097222956E+00  4.360384866E+00 -7.060000892E+01  8.872925202E+01 -5.989926688E+00  1.567461366E+00 -8.609373026E+01  1.369672351E+02  4.360384866E+00  1.097222956E+00 

 1.009352881E+00  3.752211888E-02  8.937591761E+01 -1.433667776E-01  1.315126454E+00  5.556118382E+00 -7.066027838E+01  8.854774112E+01 -5.398252038E+00  1.878752077E+00 -8.581071850E+01  1.370805088E+02  5.556118382E+00  1.315126454E+00 

 1.009352881E+00  3.864975612E-02  8.937941105E+01 -1.495307289E-01  1.472662277E+00  5.200395458E+00 -7.068714216E+01  8.855120219E+01 -5.533415337E+00  2.103803253E+00 -8.601482210E+01  1.369188600E+02  5.200395458E+00  1.472662277E+00 

 1.010178369E+00  3.556899388E-02  8.931098998E+01 -1.345682676E-01  1.345837728E+00  6.707874953E+00 -7.064387163E+01  8.841110909E+01 -4.876622198E+00  1.922625326E+00 -8.536627425E+01  1.373106988E+02  6.707874953E+00  1.345837728E+00 

 1.010178369E+00  3.669663112E-02  8.931487753E+01 -1.401380401E-01  1.465868091E+00  6.370141690E+00 -7.067864446E+01  8.841495747E+01 -5.001219169E+00  2.094097273E+00 -8.557825372E+01  1.371527890E+02  6.370141690E+00  1.465868091E+00 

 1.011306006E+00  3.556899388E-02  8.923131487E+01 -1.361237788E-01  1.665970593E+00  7.400145025E+00 -7.066805286E+01  8.823374363E+01 -4.507685832E+00  2.379957990E+00 -8.522436881E+01  1.372381463E+02  7.400145025E+00  1.665970593E+00 

 1.011306006E+00  3.669663112E-02  8.923515328E+01 -1.412637073E-01  1.775414308E+00  7.104533534E+00 -7.072033341E+01  8.823753913E+01 -4.607564277E+00  2.536306154E+00 -8.545334325E+01  1.370876783E+02  7.104533534E+00  1.775414308E+00 

 1.010178369E+00  3.752211888E-02  8.931756924E+01 -1.443029641E-01  1.564859361E+00  6.128893807E+00 -7.070602526E+01  8.841762206E+01 -5.089095034E+00  2.235513373E+00 -8.573480851E+01  1.370382977E+02  6.128893807E+00  1.564859361E+00 

 1.010178369E+00  3.864975612E-02  8.932103465E+01 -1.501069214E-01  1.715325194E+00  5.808358351E+00 -7.074702614E+01  8.842105255E+01 -5.203824236E+00  2.450464563E+00 -8.595212432E+01  1.368831859E+02  5.808358351E+00  1.715325194E+00 

 1.011306006E+00  3.752211888E-02  8.923780665E+01 -1.450959027E-01  1.865934383E+00  6.895885326E+00 -7.076086445E+01  8.824016284E+01 -4.676480809E+00  2.665620548E+00 -8.562225177E+01  1.369791864E+02  6.895885326E+00  1.865934383E+00 

 1.011306006E+00  3.864975612E-02  8.924121529E+01 -1.504193699E-01  2.003537190E+00  6.622645119E+00 -7.082035427E+01  8.824353337E+01 -4.763956304E+00  2.862195986E+00 -8.585631203E+01  1.368331307E+02  6.622645119E+00  2.003537190E+00 

 1.027756494E+00  9.926002439E-01  8.799893691E+01  3.962594136E-02 -1.640042658E+00  1.111091095E+01 -6.346082320E+01  8.562236038E+01 -4.962735953E+00 -2.342918083E+00 -7.078641120E+01  1.379300458E+02  1.111091095E+01 -1.640042658E+00 

 1.027756494E+00  9.937278811E-01  8.799705857E+01  3.393987622E-02 -1.402508054E+00  1.095811217E+01 -6.323928959E+01  8.562053277E+01 -5.119262519E+00 -2.003582934E+00 -7.040992573E+01  1.379938256E+02  1.095811217E+01 -1.402508054E+00 

 1.028884131E+00  9.926002439E-01  8.792739854E+01  3.900890742E-02 -1.479132560E+00  1.116581486E+01 -6.342061370E+01  8.545898988E+01 -4.887542910E+00 -2.113046514E+00 -7.078048424E+01  1.376509608E+02  1.116581486E+01 -1.479132560E+00 

 1.028884131E+00  9.937278811E-01  8.792576562E+01  3.340973324E-02 -1.257004481E+00  1.101441240E+01 -6.320645636E+01  8.545740280E+01 -5.040441373E+00 -1.795720687E+00 -7.041800859E+01  1.377113942E+02  1.101441240E+01 -1.257004481E+00 

 1.027756494E+00  9.945533689E-01  8.799587769E+01  2.967092349E-02 -1.219142218E+00  1.085709133E+01 -6.309524818E+01  8.561938378E+01 -5.221735120E+00 -1.741631740E+00 -7.016582696E+01  1.380346578E+02  1.085709133E+01 -1.219142218E+00 

 1.027756494E+00  9.956810061E-01  8.799454390E+01  2.371252169E-02 -9.577922674E-01  1.073737185E+01 -6.292689257E+01  8.561808601E+01 -5.342196432E+00 -1.368274668E+00 -6.988120273E+01  1.380817673E+02  1.073737185E+01 -9.577922674E-01 

 1.028884131E+00  9.945533689E-01  8.792474439E+01  2.920680174E-02 -1.087698887E+00  1.091423268E+01 -6.306702794E+01  8.545641025E+01 -5.140660713E+00 -1.553855553E+00 -7.018268144E+01  1.377501320E+02  1.091423268E+01 -1.087698887E+00 

 1.028884131E+00  9.956810061E-01  8.792359741E+01  2.334127397E-02 -8.489813890E-01  1.079532336E+01 -6.290378892E+01  8.545529546E+01 -5.258676942E+00 -1.212830556E+00 -6.990783341E+01  1.377948847E+02  1.079532336E+01 -8.489813890E-01 

 1.029709619E+00  9.926002439E-01  8.787505841E+01  3.855849329E-02 -1.362088921E+00  1.121531152E+01 -6.338927563E+01  8.533964992E+01 -4.829625097E+00 -1.945841316E+00 -7.076819923E+01  1.374522966E+02  1.121531152E+01 -1.362088921E+00 

 1.029709619E+00  9.937278811E-01  8.787360060E+01  3.302560346E-02 -1.151023564E+00  1.106409308E+01 -6.317894784E+01  8.533823417E+01 -4.980880641E+00 -1.644319378E+00 -7.041320099E+01  1.375108538E+02  1.106409308E+01 -1.151023564E+00 

 1.030837256E+00  9.926002439E-01  8.780360367E+01  3.794935231E-02 -1.202299814E+00  1.129456077E+01 -6.334380615E+01  8.517697935E+01 -4.747049425E+00 -1.717571162E+00 -7.074089865E+01  1.371882011E+02  1.129456077E+01 -1.202299814E+00 

 1.030837256E+00  9.937278811E-01  8.780238105E+01  3.251014815E-02 -1.005841620E+00  1.114245161E+01 -6.313658787E+01  8.517579331E+01 -4.897434325E+00 -1.436916601E+00 -7.039236335E+01  1.372449703E+02  1.114245161E+01 -1.005841620E+00 

 1.029709619E+00  9.945533689E-01  8.787269348E+01  2.887221963E-02 -9.918350709E-01  1.096384220E+01 -6.304174617E+01  8.533735323E+01 -5.080222537E+00 -1.416907244E+00 -7.018229088E+01  1.375484483E+02  1.096384220E+01 -9.918350709E-01 

 1.029709619E+00  9.956810061E-01  8.787168019E+01  2.307532624E-02 -7.698028470E-01  1.084459449E+01 -6.288078377E+01  8.533636918E+01 -5.197457219E+00 -1.099718353E+00 -6.991206268E+01  1.375919514E+02  1.084459449E+01 -7.698028470E-01 

 1.030837256E+00  9.945533689E-01  8.780162766E+01  2.842572724E-02 -8.601178912E-01  1.104113492E+01 -6.300083934E+01  8.517506245E+01 -4.996652796E+00 -1.228739845E+00 -7.016472624E+01  1.372815363E+02  1.104113492E+01 -8.601178912E-01 

 1.030837256E+00  9.956810061E-01  8.780079515E+01  2.272288823E-02 -6.600369003E-01  1.091999161E+01 -6.284086462E+01  8.517425485E+01 -5.114313523E+00 -9.429098575E-01 -6.989717992E+01  1.373239873E+02  1.091999161E+01 -6.600369003E-01 

 1.027756494E+00  4.318993878E-03  8.799454390E+01 -2.371252157E-02  9.577922582E-01  1.073737185E+01 -6.292689257E+01  8.561808601E+01 -5.342196434E+00  1.368274655E+00 -6.988120273E+01  1.380817673E+02  1.073737185E+01  9.577922582E-01 

 1.027756494E+00  5.446631122E-03  8.799587769E+01 -2.967092360E-02  1.219142219E+00  1.085709133E+01 -6.309524819E+01  8.561938378E+01 -5.221735117E+00  1.741631741E+00 -7.016582697E+01  1.380346578E+02  1.085709133E+01  1.219142219E+00 

 1.028884131E+00  4.318993878E-03  8.792359741E+01 -2.334127385E-02  8.489813803E-01  1.079532336E+01 -6.290378892E+01  8.545529546E+01 -5.258676944E+00  1.212830543E+00 -6.990783341E+01  1.377948847E+02  1.079532336E+01  8.489813803E-01 

 1.028884131E+00  5.446631122E-03  8.792474439E+01 -2.920680185E-02  1.087698888E+00  1.091423268E+01 -6.306702794E+01  8.545641025E+01 -5.140660710E+00  1.553855554E+00 -7.018268145E+01  1.377501320E+02  1.091423268E+01  1.087698888E+00 

 1.027756494E+00  6.272118878E-03  8.799705857E+01 -3.393987611E-02  1.402508045E+00  1.095811216E+01 -6.323928959E+01  8.562053277E+01 -5.119262522E+00  2.003582922E+00 -7.040992573E+01  1.379938256E+02  1.095811216E+01  1.402508045E+00 

 1.027756494E+00  7.399756122E-03  8.799893691E+01 -3.962594146E-02  1.640042659E+00  1.111091095E+01 -6.346082321E+01  8.562236038E+01 -4.962735950E+00  2.342918085E+00 -7.078641121E+01  1.379300458E+02  1.111091095E+01  1.640042659E+00 

 1.028884131E+00  6.272118878E-03  8.792576562E+01 -3.340973313E-02  1.257004473E+00  1.101441239E+01 -6.320645636E+01  8.545740280E+01 -5.040441375E+00  1.795720676E+00 -7.041800859E+01  1.377113942E+02  1.101441239E+01  1.257004473E+00 

 1.028884131E+00  7.399756122E-03  8.792739854E+01 -3.900890753E-02  1.479132560E+00  1.116581487E+01 -6.342061371E+01  8.545898988E+01 -4.887542906E+00  2.113046515E+00 -7.078048425E+01  1.376509608E+02  1.116581487E+01  1.479132560E+00 

 1.029709619E+00  4.318993878E-03  8.787168019E+01 -2.307532612E-02  7.698028388E-01  1.084459449E+01 -6.288078377E+01  8.533636918E+01 -5.197457221E+00  1.099718341E+00 -6.991206268E+01  1.375919514E+02  1.084459449E+01  7.698028388E-01 

 1.029709619E+00  5.446631122E-03  8.787269349E+01 -2.887221974E-02  9.918350714E-01  1.096384221E+01 -6.304174617E+01  8.533735323E+01 -5.080222534E+00  1.416907245E+00 -7.018229089E+01  1.375484483E+02  1.096384221E+01  9.918350714E-01 

 1.030837256E+00  4.318993878E-03  8.780079515E+01 -2.272288811E-02  6.600368925E-01  1.091999161E+01 -6.284086461E+01  8.517425485E+01 -5.114313524E+00  9.429098465E-01 -6.989717992E+01  1.373239873E+02  1.091999161E+01  6.600368925E-01 

 1.030837256E+00  5.446631122E-03  8.780162766E+01 -2.842572735E-02  8.601178915E-01  1.104113492E+01 -6.300083935E+01  8.517506245E+01 -4.996652793E+00  1.228739845E+00 -7.016472625E+01  1.372815363E+02  1.104113492E+01  8.601178915E-01 

 1.029709619E+00  6.272118878E-03  8.787360060E+01 -3.302560334E-02  1.151023557E+00  1.106409308E+01 -6.317894784E+01  8.533823417E+01 -4.980880644E+00  1.644319367E+00 -7.041320099E+01  1.375108538E+02  1.106409308E+01  1.151023557E+00 

 1.029709619E+00  7.399756122E-03  8.787505841E+01 -3.855849339E-02  1.362088922E+00  1.121531152E+01 -6.338927564E+01  8.533964993E+01 -4.829625093E+00  1.945841317E+00 -7.076819924E+01  1.374522965E+02  1.121531152E+01  1.362088922E+00 

 1.030837256E+00  6.272118878E-03  8.780238105E+01 -3.251014804E-02  1.005841613E+00  1.114245161E+01 -6.313658787E+01  8.517579331E+01 -4.897434328E+00  1.436916590E+00 -7.039236335E+01  1.372449703E+02  1.114245161E+01  1.005841613E+00 

 1.030837256E+00  7.399756122E-03  8.780360367E+01 -3.794935240E-02  1.202299814E+00  1.129456077E+01 -6.334380616E+01  8.517697935E+01 -4.747049422E+00  1.717571163E+00 -7.074089866E+01  1.371882011E+02  1.129456077E+01  1.202299814E+00 

 1.031662744E+00  4.127438777E-04  8.774829269E+01 -2.299225952E-03 -1.424544685E-01  1.054699194E+01 -6.207674282E+01  8.505521131E+01 -5.543020397E+00 -2.035063836E-01 -6.860021944E+01  1.373845163E+02  1.054699194E+01 -1.424544685E-01 

 1.031662744E+00  1.540381122E-03  8.774801733E+01 -8.154592326E-03  3.708640533E-01  1.086379829E+01 -6.259603238E+01  8.505494439E+01 -5.191044626E+00  5.298057904E-01 -6.950318456E+01  1.372081829E+02  1.086379829E+01  3.708640533E-01 

 1.032790381E+00  4.127438777E-04  8.767732939E+01 -2.256418675E-03  7.781659979E-02  1.065226391E+01 -6.207284225E+01  8.489363476E+01 -5.432476827E+00  1.111665711E-01 -6.864424768E+01  1.371088201E+02  1.065226391E+01  7.781659979E-02 

 1.032790381E+00  1.540381122E-03  8.767760020E+01 -8.040033468E-03 -1.289729985E-01  1.092693338E+01 -6.252307718E+01  8.489389697E+01 -5.127521391E+00 -1.842471408E-01 -6.942684472E+01  1.369569191E+02  1.092693338E+01 -1.289729985E-01 

 1.031662744E+00  2.365868878E-03  8.774819108E+01 -1.244801610E-02  2.964381203E-01  1.083443580E+01 -6.261248838E+01  8.505511282E+01 -5.196048922E+00  4.234830290E-01 -6.954857944E+01  1.371860622E+02  1.083443580E+01  2.964381203E-01 

 1.031662744E+00  3.493506122E-03  8.774855002E+01 -1.827197364E-02  4.469953835E-01  1.090521475E+01 -6.270847256E+01  8.505546074E+01 -5.126172587E+00  6.385648336E-01 -6.971000521E+01  1.371595014E+02  1.090521475E+01  4.469953835E-01 

 1.032790381E+00  2.365868878E-03  8.767763934E+01 -1.227662566E-02  1.734692651E-01  1.091243069E+01 -6.254690220E+01  8.489393487E+01 -5.123246372E+00  2.478132359E-01 -6.948068746E+01  1.369364844E+02  1.091243069E+01  1.734692651E-01 

 1.032790381E+00  3.493506122E-03  8.767787116E+01 -1.801517340E-02  3.478645655E-01  1.099054806E+01 -6.264827408E+01  8.489415933E+01 -5.048012840E+00  4.969493793E-01 -6.964981767E+01  1.369095891E+02  1.099054806E+01  3.478645655E-01 

 1.033615869E+00  4.127438777E-04  8.762627808E+01 -2.245986826E-03 -1.543993653E-01  1.068613021E+01 -6.196385351E+01  8.477644424E+01 -5.415138797E+00 -2.205705219E-01 -6.848207038E+01  1.369543465E+02  1.068613021E+01 -1.543993653E-01 

 1.033615869E+00  1.540381122E-03  8.762594969E+01 -7.969754891E-03  2.855182577E-01  1.099680151E+01 -6.246880372E+01  8.477612652E+01 -5.071790788E+00  4.078832253E-01 -6.935901659E+01  1.367838857E+02  1.099680151E+01  2.855182577E-01 

 1.034743506E+00  4.127438777E-04  8.755549614E+01 -2.210095627E-03  5.532387251E-02  1.079128545E+01 -6.192332884E+01  8.461565173E+01 -5.320674936E+00  7.903410359E-02 -6.845243002E+01  1.367021428E+02  1.079128545E+01  5.532387251E-02 

 1.034743506E+00  1.540381122E-03  8.755568765E+01 -7.875846596E-03 -2.061323517E-01  1.106404052E+01 -6.236679400E+01  8.461583681E+01 -5.019369157E+00 -2.944747881E-01 -6.922235426E+01  1.365533289E+02  1.106404052E+01 -2.061323517E-01 

 1.033615869E+00  2.365868878E-03  8.762602219E+01 -1.216205589E-02  1.758280010E-01  1.097585018E+01 -6.249170914E+01  8.477619667E+01 -5.070555806E+00  2.511828585E-01 -6.941376449E+01  1.367613036E+02  1.097585018E+01  1.758280010E-01 

 1.033615869E+00  3.493506122E-03  8.762617629E+01 -1.783999803E-02  2.754824316E-01  1.105683853E+01 -6.259665325E+01  8.477634576E+01 -4.992587182E+00  3.935463308E-01 -6.958885397E+01  1.367333447E+02  1.105683853E+01  2.754824316E-01 

 1.034743506E+00  2.365868878E-03  8.755562083E+01 -1.201990706E-02  4.426882238E-02  1.105932024E+01 -6.239960127E+01  8.461577224E+01 -5.007207866E+00  6.324117483E-02 -6.929003052E+01  1.365314924E+02  1.105932024E+01  4.426882238E-02 

 1.034743506E+00  3.493506122E-03  8.755563545E+01 -1.762100578E-02  1.639568673E-01  1.115167149E+01 -6.251517175E+01  8.461578637E+01 -4.919989332E+00  2.342240962E-01 -6.948158390E+01  1.365017575E+02  1.115167149E+01  1.639568673E-01 

 1.031662744E+00  9.965064939E-01  8.774855002E+01  1.827197353E-02 -4.469953840E-01  1.090521475E+01 -6.270847256E+01  8.505546074E+01 -5.126172590E+00 -6.385648342E-01 -6.971000521E+01  1.371595014E+02  1.090521475E+01 -4.469953840E-01 

 1.031662744E+00  9.976341311E-01  8.774819108E+01  1.244801621E-02 -2.964381261E-01  1.083443580E+01 -6.261248838E+01  8.505511282E+01 -5.196048922E+00 -4.234830373E-01 -6.954857944E+01  1.371860622E+02  1.083443580E+01 -2.964381261E-01 

 1.032790381E+00  9.965064939E-01  8.767787116E+01  1.801517330E-02 -3.478645663E-01  1.099054806E+01 -6.264827407E+01  8.489415933E+01 -5.048012843E+00 -4.969493804E-01 -6.964981766E+01  1.369095891E+02  1.099054806E+01 -3.478645663E-01 

 1.032790381E+00  9.976341311E-01  8.767763934E+01  1.227662578E-02 -1.734692736E-01  1.091243069E+01 -6.254690219E+01  8.489393487E+01 -5.123246372E+00 -2.478132480E-01 -6.948068746E+01  1.369364844E+02  1.091243069E+01 -1.734692736E-01 

 1.031662744E+00  9.984596189E-01  8.774801732E+01  8.154592214E-03 -3.708640661E-01  1.086379829E+01 -6.259603237E+01  8.505494439E+01 -5.191044625E+00 -5.298058087E-01 -6.950318456E+01  1.372081829E+02  1.086379829E+01 -3.708640661E-01 

 1.031662744E+00  9.995872561E-01  8.774829269E+01  2.299226076E-03  1.424542627E-01  1.054699202E+01 -6.207674286E+01  8.505521131E+01 -5.543020349E+00  2.035060895E-01 -6.860021950E+01  1.373845163E+02  1.054699202E+01  1.424542627E-01 

 1.032790381E+00  9.984596189E-01  8.767760020E+01  8.040033358E-03  1.289730088E-01  1.092693338E+01 -6.252307717E+01  8.489389697E+01 -5.127521391E+00  1.842471554E-01 -6.942684472E+01  1.369569191E+02  1.092693338E+01  1.289730088E-01 

 1.032790381E+00  9.995872561E-01  8.767732939E+01  2.256418800E-03 -7.781641186E-02  1.065226398E+01 -6.207284229E+01  8.489363476E+01 -5.432476785E+00 -1.111663027E-01 -6.864424772E+01  1.371088201E+02  1.065226398E+01 -7.781641186E-02 

 1.033615869E+00  9.965064939E-01  8.762617629E+01  1.783999793E-02 -2.754824329E-01  1.105683853E+01 -6.259665325E+01  8.477634576E+01 -4.992587185E+00 -3.935463327E-01 -6.958885396E+01  1.367333447E+02  1.105683853E+01 -2.754824329E-01 

 1.033615869E+00  9.976341311E-01  8.762602219E+01  1.216205601E-02 -1.758280057E-01  1.097585018E+01 -6.249170914E+01  8.477619667E+01 -5.070555806E+00 -2.511828653E-01 -6.941376449E+01  1.367613036E+02  1.097585018E+01 -1.758280057E-01 

 1.034743506E+00  9.965064939E-01  8.755563545E+01  1.762100568E-02 -1.639568690E-01  1.115167149E+01 -6.251517175E+01  8.461578637E+01 -4.919989335E+00 -2.342240985E-01 -6.948158389E+01  1.365017575E+02  1.115167149E+01 -1.639568690E-01 

 1.034743506E+00  9.976341311E-01  8.755562083E+01  1.201990717E-02 -4.426882954E-02  1.105932025E+01 -6.239960127E+01  8.461577224E+01 -5.007207866E+00 -6.324118506E-02 -6.929003052E+01  1.365314924E+02  1.105932025E+01 -4.426882954E-02 

 1.033615869E+00  9.984596189E-01  8.762594969E+01  7.969754783E-03 -2.855182712E-01  1.099680151E+01 -6.246880372E+01  8.477612652E+01 -5.071790788E+00 -4.078832446E-01 -6.935901659E+01  1.367838858E+02  1.099680151E+01 -2.855182712E-01 

 1.033615869E+00  9.995872561E-01  8.762627808E+01  2.245986947E-03  1.543991679E-01  1.068613028E+01 -6.196385355E+01  8.477644424E+01 -5.415138751E+00  2.205702399E-01 -6.848207044E+01  1.369543465E+02  1.068613028E+01  1.543991679E-01 

 1.034743506E+00  9.984596189E-01  8.755568765E+01  7.875846489E-03  2.061323603E-01  1.106404052E+01 -6.236679400E+01  8.461583681E+01 -5.019369157E+00  2.944748004E-01 -6.922235425E+01  1.365533289E+02  1.106404052E+01  2.061323603E-01 

 1.034743506E+00  9.995872561E-01  8.755549614E+01  2.210095749E-03 -5.532368985E-02  1.079128551E+01 -6.192332887E+01  8.461565173E+01 -5.320674896E+00 -7.903384264E-02 -6.845243006E+01  1.367021428E+02  1.079128551E+01 -5.532368985E-02 

 1.023850244E+00  9.886939939E-01  8.825956588E+01  6.051391894E-02 -2.957066059E+00  1.169529841E+01 -6.467954358E+01  8.620358924E+01 -4.450999807E+00 -4.224380085E+00 -7.262466287E+01  1.386117231E+02  1.169529841E+01 -2.957066059E+00 

 1.023850244E+00  9.898216311E-01  8.825559406E+01  5.537278329E-02 -2.788706271E+00  1.151239022E+01 -6.434545976E+01  8.619970994E+01 -4.667172434E+00 -3.983866101E+00 -7.203721204E+01  1.387260255E+02  1.151239022E+01 -2.788706271E+00 

 1.024977881E+00  9.886939939E-01  8.818668452E+01  5.980423894E-02 -2.773517126E+00  1.167213931E+01 -6.458579198E+01  8.603764642E+01 -4.429513411E+00 -3.962167323E+00 -7.254665069E+01  1.383261631E+02  1.167213931E+01 -2.773517126E+00 

