example,regime,stabilization,nx,time_idx,l2_error,order
example1,transition,none,32,0,0.0006214065030467568,
example1,transition,none,32,71,0.08199357817066698,
example1,transition,none,32,142,0.15205432062259555,
example1,transition,none,32,214,0.19241260363571308,
example1,transition,none,32,285,0.19421619047862454,
example1,transition,none,32,357,0.15733799253889036,
example1,transition,none,32,428,0.09014974148754343,
example1,transition,none,32,500,0.018142804657669407,
example1,transition,none,64,428,0.042548829545052874,1.083203908541696
example1,transition,none,64,357,0.07584129438445557,1.052811589563692
example1,transition,none,64,285,0.09460959720687019,1.0376050301843374
example1,transition,none,64,500,0.007824493199573542,1.213328280920424
example1,transition,none,64,142,0.07552424112318241,1.0095751233596035
example1,transition,none,64,71,0.0417232204271897,0.9746604033776581
example1,transition,none,64,0,0.00015535835673787367,1.9999374931832892
example1,transition,none,64,214,0.09453520455499509,1.025279714583627
example1,transition,none,128,500,0.0035247195189265644,1.150488851238327
example1,transition,none,128,428,0.019480656899656067,1.1270771192656595
example1,transition,none,128,285,0.043704574359807374,1.1142022501322129
example1,transition,none,128,357,0.034933364308487924,1.1183779966740695
example1,transition,none,128,142,0.035070106687550444,1.1066979631976894
example1,transition,none,128,71,0.019500199141777426,1.0973616600014233
example1,transition,none,128,0,3.8769919560260824e-05,2.002590199318872
example1,transition,none,128,214,0.043770436390095646,1.1108949159269643
example1,transition,none,256,428,0.007462752862217348,1.3842625113039895
example1,transition,none,256,0,9.403180385521547e-06,2.0437170426133804
example1,transition,none,256,71,0.007524092075434451,1.3738994483376472
example1,transition,none,256,142,0.01350149300677401,1.377122868889145
example1,transition,none,256,214,0.01683405889771872,1.3785736976310108
example1,transition,none,256,285,0.01679540224784069,1.3797179396259986
example1,transition,none,256,357,0.013411229397141209,1.381164096213743
example1,transition,none,256,500,0.0013425360558769308,1.3925476244678727
