example,regime,stabilization,nx,time_idx,l2_error,order
example1,advection,none,32,0,0.0006214065030467568,
example1,advection,none,32,71,0.0020621091975091804,
example1,advection,none,32,142,0.001662822771897558,
example1,advection,none,32,214,0.0014481048420847084,
example1,advection,none,32,285,0.0012866321195187337,
example1,advection,none,32,357,0.0010130740220960044,
example1,advection,none,32,428,0.0009483010320077382,
example1,advection,none,32,500,0.0012435717854821443,
example1,advection,none,64,428,0.0005122328304868657,0.8885453836007164
example1,advection,none,64,357,0.000550841565939372,0.8790302581468614
example1,advection,none,64,285,0.0009682933166594904,0.4100835678655229
example1,advection,none,64,500,0.0012997431274608523,-0.06373673694698868
example1,advection,none,64,142,0.0007382135057723908,1.1715243731705833
example1,advection,none,64,71,0.0005577780923081204,1.886357555339128
example1,advection,none,64,0,0.00015535835673787367,1.9999374931832892
example1,advection,none,64,214,0.0010287299051590104,0.493301806785455
example1,advection,none,128,500,0.0013259927572044042,-0.028846368403103322
example1,advection,none,128,428,0.0005642561064254116,-0.13955040405879737
example1,advection,none,128,285,0.0009757600127435724,-0.011082225182760924
example1,advection,none,128,357,0.0005876239179400253,-0.09325569095201745
example1,advection,none,128,142,0.0006665518697297048,0.1473209849188133
example1,advection,none,128,71,0.00019477834704602616,1.5178579651189579
example1,advection,none,128,0,3.8769919560260824e-05,2.002590199318872
example1,advection,none,128,214,0.00102339950173191,0.007494813786694061
example1,advection,none,256,428,0.00047479159929801477,0.24905571751314012
example1,advection,none,256,0,9.403180385521547e-06,2.0437170426133804
example1,advection,none,256,71,0.0001182964161094861,0.7194269393694549
example1,advection,none,256,142,0.0005420169054033856,0.2983792976547126
example1,advection,none,256,214,0.0008348558616710415,0.2937703939504346
example1,advection,none,256,285,0.0007974772022562225,0.29108308526093785
example1,advection,none,256,357,0.0004914422836014096,0.25787112657031636
example1,advection,none,256,500,0.0010807033249954263,0.2951023668847587
