,date,confirmed,deaths,recovered,active,removed,infected,recovered_deceased,susceptible,exposed
94,2020-04-08,1668.0,52.0,35.0,1581.0,87.0,1581.0,87.0,40998332.0,0
95,2020-04-09,1892.0,57.0,45.0,1790.0,102.0,1790.0,102.0,40998108.0,0
96,2020-04-10,2203.0,69.0,61.0,2073.0,130.0,2073.0,130.0,40997797.0,0
97,2020-04-11,2511.0,73.0,79.0,2359.0,152.0,2359.0,152.0,40997489.0,0
98,2020-04-12,2777.0,83.0,89.0,2605.0,172.0,2605.0,172.0,40997223.0,0
99,2020-04-13,3102.0,93.0,97.0,2912.0,190.0,2912.0,190.0,40996898.0,0
100,2020-04-14,3372.0,98.0,119.0,3155.0,217.0,3155.0,217.0,40996628.0,0
101,2020-04-15,3764.0,108.0,143.0,3513.0,251.0,3513.0,251.0,40996236.0,0
102,2020-04-16,4161.0,116.0,186.0,3859.0,302.0,3859.0,302.0,40995839.0,0
103,2020-04-17,4662.0,125.0,246.0,4291.0,371.0,4291.0,371.0,40995338.0,0
104,2020-04-18,5106.0,133.0,275.0,4698.0,408.0,4698.0,408.0,40994894.0,0
105,2020-04-19,5449.0,141.0,347.0,4961.0,488.0,4961.0,488.0,40994551.0,0
106,2020-04-20,5710.0,151.0,359.0,5200.0,510.0,5200.0,510.0,40994290.0,0
107,2020-04-21,6125.0,161.0,367.0,5597.0,528.0,5597.0,528.0,40993875.0,0
108,2020-04-22,6592.0,174.0,424.0,5994.0,598.0,5994.0,598.0,40993408.0,0
109,2020-04-23,7170.0,187.0,504.0,6479.0,691.0,6479.0,691.0,40992830.0,0
110,2020-04-24,7647.0,201.0,782.0,6664.0,983.0,6664.0,983.0,40992353.0,0
112,2020-04-26,8617.0,209.0,840.0,7568.0,1049.0,7568.0,1049.0,40991383.0,0
113,2020-04-27,9009.0,220.0,864.0,7925.0,1084.0,7925.0,1084.0,40990991.0,0
114,2020-04-28,9410.0,239.0,992.0,8179.0,1231.0,8179.0,1231.0,40990590.0,0
115,2020-04-29,9866.0,250.0,1103.0,8513.0,1353.0,8513.0,1353.0,40990134.0,0
116,2020-04-30,10406.0,261.0,1238.0,8907.0,1499.0,8907.0,1499.0,40989594.0,0
117,2020-05-01,10861.0,272.0,1413.0,9176.0,1685.0,9176.0,1685.0,40989139.0,0
118,2020-05-02,11411.0,279.0,1498.0,9634.0,1777.0,9634.0,1777.0,40988589.0,0
119,2020-05-03,11913.0,288.0,1548.0,10077.0,1836.0,10077.0,1836.0,40988087.0,0
120,2020-05-04,12331.0,303.0,1619.0,10409.0,1922.0,10409.0,1922.0,40987669.0,0
121,2020-05-05,12697.0,316.0,1875.0,10506.0,2191.0,10506.0,2191.0,40987303.0,0
122,2020-05-06,13184.0,327.0,2097.0,10760.0,2424.0,10760.0,2424.0,40986816.0,0
123,2020-05-07,13691.0,340.0,2396.0,10955.0,2736.0,10955.0,2736.0,40986309.0,0
124,2020-05-08,14195.0,361.0,2706.0,11128.0,3067.0,11128.0,3067.0,40985805.0,0
125,2020-05-09,14710.0,376.0,2909.0,11425.0,3285.0,11425.0,3285.0,40985290.0,0
126,2020-05-10,15232.0,391.0,3060.0,11781.0,3451.0,11781.0,3451.0,40984768.0,0
127,2020-05-11,15648.0,408.0,3288.0,11952.0,3696.0,11952.0,3696.0,40984352.0,0
128,2020-05-12,16023.0,425.0,3373.0,12225.0,3798.0,12225.0,3798.0,40983977.0,0
129,2020-05-13,16425.0,439.0,3716.0,12270.0,4155.0,12270.0,4155.0,40983575.0,0
130,2020-05-14,16847.0,456.0,4143.0,12248.0,4599.0,12248.0,4599.0,40983153.0,0
131,2020-05-15,17330.0,476.0,4473.0,12381.0,4949.0,12381.0,4949.0,40982670.0,0
132,2020-05-16,17858.0,497.0,4906.0,12455.0,5403.0,12455.0,5403.0,40982142.0,0
133,2020-05-17,18291.0,514.0,5116.0,12661.0,5630.0,12661.0,5630.0,40981709.0,0
134,2020-05-18,18616.0,535.0,5276.0,12805.0,5811.0,12805.0,5811.0,40981384.0,0
135,2020-05-19,18876.0,548.0,5632.0,12696.0,6180.0,12696.0,6180.0,40981124.0,0
136,2020-05-20,19230.0,564.0,5955.0,12711.0,6519.0,12711.0,6519.0,40980770.0,0
137,2020-05-21,19706.0,579.0,6227.0,12900.0,6806.0,12900.0,6806.0,40980294.0,0
138,2020-05-22,20148.0,588.0,6585.0,12975.0,7173.0,12975.0,7173.0,40979852.0,0
139,2020-05-23,20580.0,605.0,6929.0,13046.0,7534.0,13046.0,7534.0,40979420.0,0
140,2020-05-24,20986.0,617.0,7108.0,13261.0,7725.0,13261.0,7725.0,40979014.0,0
141,2020-05-25,21245.0,623.0,7234.0,13388.0,7857.0,13388.0,7857.0,40978755.0,0
142,2020-05-26,21584.0,644.0,7575.0,13365.0,8219.0,13365.0,8219.0,40978416.0,0
143,2020-05-27,21905.0,658.0,7995.0,13252.0,8653.0,13252.0,8653.0,40978095.0,0
144,2020-05-28,22382.0,669.0,8439.0,13274.0,9108.0,13274.0,9108.0,40977618.0,0
145,2020-05-29,22811.0,679.0,8934.0,13198.0,9613.0,13198.0,9613.0,40977189.0,0
146,2020-05-30,23204.0,696.0,9311.0,13197.0,10007.0,13197.0,10007.0,40976796.0,0
147,2020-05-31,23672.0,708.0,9538.0,13426.0,10246.0,13426.0,10246.0,40976328.0,0
148,2020-06-01,24562.0,724.0,10053.0,13785.0,10777.0,13785.0,10777.0,40975438.0,0
149,2020-06-02,24895.0,733.0,10461.0,13701.0,11194.0,13701.0,11194.0,40975105.0,0
150,2020-06-03,25385.0,742.0,10838.0,13805.0,11580.0,13805.0,11580.0,40974615.0,0
151,2020-06-04,25981.0,755.0,11468.0,13758.0,12223.0,13758.0,12223.0,40974019.0,0
152,2020-06-05,26542.0,770.0,11815.0,13957.0,12585.0,13957.0,12585.0,40973458.0,0
153,2020-06-06,27101.0,785.0,12265.0,14051.0,13050.0,14051.0,13050.0,40972899.0,0
154,2020-06-07,27599.0,796.0,12513.0,14290.0,13309.0,14290.0,13309.0,40972401.0,0
155,2020-06-08,28077.0,805.0,12657.0,14615.0,13462.0,14615.0,13462.0,40971923.0,0
156,2020-06-09,28479.0,818.0,12892.0,14769.0,13710.0,14769.0,13710.0,40971521.0,0
157,2020-06-10,29015.0,841.0,13257.0,14917.0,14098.0,14917.0,14098.0,40970985.0,0
158,2020-06-11,29706.0,864.0,13642.0,15200.0,14506.0,15200.0,14506.0,40970294.0,0
159,2020-06-12,30415.0,880.0,14075.0,15460.0,14955.0,15460.0,14955.0,40969585.0,0
160,2020-06-13,31177.0,890.0,14489.0,15798.0,15379.0,15798.0,15379.0,40968823.0,0
161,2020-06-14,31851.0,899.0,14596.0,16356.0,15495.0,16356.0,15495.0,40968149.0,0
162,2020-06-15,32536.0,911.0,14771.0,16854.0,15682.0,16854.0,15682.0,40967464.0,0
163,2020-06-16,33209.0,922.0,15054.0,17233.0,15976.0,17233.0,15976.0,40966791.0,0
164,2020-06-17,33986.0,953.0,15485.0,17548.0,16438.0,17548.0,16438.0,40966014.0,0
165,2020-06-18,34833.0,976.0,16001.0,17856.0,16977.0,17856.0,16977.0,40965167.0,0
166,2020-06-19,35755.0,995.0,16588.0,18172.0,17583.0,18172.0,17583.0,40964245.0,0
167,2020-06-20,36615.0,1004.0,16974.0,18637.0,17978.0,18637.0,17978.0,40963385.0,0
168,2020-06-21,37361.0,1012.0,17078.0,19271.0,18090.0,19271.0,18090.0,40962639.0,0
169,2020-06-22,38056.0,1022.0,17211.0,19823.0,18233.0,19823.0,18233.0,40961944.0,0
170,2020-06-23,38901.0,1045.0,17538.0,20318.0,18583.0,20318.0,18583.0,40961099.0,0
171,2020-06-24,39852.0,1061.0,18009.0,20782.0,19070.0,20782.0,19070.0,40960148.0,0
172,2020-06-25,40854.0,1078.0,18365.0,21411.0,19443.0,21411.0,19443.0,40959146.0,0
173,2020-06-26,41975.0,1097.0,18927.0,21951.0,20024.0,21951.0,20024.0,40958025.0,0
174,2020-06-27,42932.0,1121.0,19350.0,22461.0,20471.0,22461.0,20471.0,40957068.0,0
175,2020-06-28,43856.0,1142.0,19585.0,23129.0,20727.0,23129.0,20727.0,40956144.0,0
176,2020-06-29,44538.0,1161.0,19679.0,23698.0,20840.0,23698.0,20840.0,40955462.0,0
177,2020-06-30,45254.0,1173.0,19792.0,24289.0,20965.0,24289.0,20965.0,40954746.0,0
178,2020-07-01,45924.0,1188.0,20244.0,24492.0,21432.0,24492.0,21432.0,40954076.0,0
179,2020-07-02,46821.0,1200.0,20755.0,24866.0,21955.0,24866.0,21955.0,40953179.0,0
180,2020-07-03,47705.0,1227.0,21296.0,25182.0,22523.0,25182.0,22523.0,40952295.0,0
181,2020-07-04,48628.0,1243.0,21907.0,25478.0,23150.0,25478.0,23150.0,40951372.0,0
182,2020-07-05,49468.0,1265.0,22131.0,26072.0,23396.0,26072.0,23396.0,40950532.0,0
183,2020-07-06,50053.0,1278.0,22462.0,26313.0,23740.0,26313.0,23740.0,40949947.0,0
184,2020-07-07,50622.0,1299.0,22970.0,26353.0,24269.0,26353.0,24269.0,40949378.0,0
185,2020-07-08,51457.0,1323.0,23912.0,26222.0,25235.0,26222.0,25235.0,40948543.0,0
186,2020-07-09,52285.0,1344.0,24606.0,26335.0,25950.0,26335.0,25950.0,40947715.0,0
187,2020-07-10,53116.0,1362.0,25634.0,26120.0,26996.0,26120.0,26996.0,40946884.0,0
188,2020-07-11,53941.0,1389.0,26513.0,26039.0,27902.0,26039.0,27902.0,40946059.0,0
189,2020-07-12,54647.0,1400.0,26971.0,26276.0,28371.0,26276.0,28371.0,40945353.0,0
190,2020-07-13,55285.0,1415.0,27356.0,26514.0,28771.0,26514.0,28771.0,40944715.0,0
191,2020-07-14,55931.0,1429.0,28021.0,26481.0,29450.0,26481.0,29450.0,40944069.0,0
192,2020-07-15,56779.0,1444.0,29005.0,26330.0,30449.0,26330.0,30449.0,40943221.0,0
193,2020-07-16,57640.0,1462.0,29822.0,26356.0,31284.0,26356.0,31284.0,40942360.0,0
194,2020-07-17,58466.0,1473.0,30675.0,26318.0,32148.0,26318.0,32148.0,40941534.0,0
195,2020-07-18,59333.0,1496.0,31479.0,26358.0,32975.0,26358.0,32975.0,40940667.0,0
196,2020-07-19,60077.0,1504.0,31836.0,26737.0,33340.0,26737.0,33340.0,40939923.0,0
197,2020-07-20,60767.0,1517.0,32397.0,26853.0,33914.0,26853.0,33914.0,40939233.0,0
198,2020-07-21,61454.0,1537.0,33186.0,26731.0,34723.0,26731.0,34723.0,40938546.0,0
199,2020-07-22,62295.0,1553.0,34176.0,26566.0,35729.0,26566.0,35729.0,40937705.0,0
200,2020-07-23,63169.0,1570.0,35035.0,26564.0,36605.0,26564.0,36605.0,40936831.0,0
201,2020-07-24,64173.0,1591.0,35932.0,26650.0,37523.0,26650.0,37523.0,40935827.0,0
202,2020-07-25,65317.0,1610.0,36573.0,27134.0,38183.0,27134.0,38183.0,40934683.0,0
203,2020-07-26,66261.0,1625.0,36885.0,27751.0,38510.0,27751.0,38510.0,40933739.0,0
204,2020-07-27,67096.0,1636.0,37202.0,28258.0,38838.0,28258.0,38838.0,40932904.0,0
205,2020-07-28,68030.0,1650.0,37852.0,28528.0,39502.0,28528.0,39502.0,40931970.0,0
206,2020-07-29,69078.0,1673.0,38523.0,28882.0,40196.0,28882.0,40196.0,40930922.0,0
207,2020-07-30,70300.0,1697.0,39327.0,29276.0,41024.0,29276.0,41024.0,40929700.0,0
208,2020-07-31,71404.0,1717.0,39945.0,29742.0,41662.0,29742.0,41662.0,40928596.0,0
209,2020-08-01,72609.0,1733.0,40516.0,30360.0,42249.0,30360.0,42249.0,40927391.0,0
210,2020-08-02,73761.0,1749.0,40755.0,31257.0,42504.0,31257.0,42504.0,40926239.0,0
211,2020-08-03,74781.0,1762.0,41097.0,31922.0,42859.0,31922.0,42859.0,40925219.0,0
212,2020-08-04,75880.0,1788.0,41849.0,32243.0,43637.0,32243.0,43637.0,40924120.0,0
213,2020-08-05,77169.0,1813.0,42784.0,32572.0,44597.0,32572.0,44597.0,40922831.0,0
214,2020-08-06,78515.0,1846.0,43812.0,32857.0,45658.0,32857.0,45658.0,40921485.0,0
215,2020-08-07,80018.0,1879.0,44369.0,33770.0,46248.0,33770.0,46248.0,40919982.0,0
216,2020-08-08,81534.0,1906.0,45006.0,34622.0,46912.0,34622.0,46912.0,40918466.0,0
217,2020-08-09,82767.0,1925.0,45335.0,35507.0,47260.0,35507.0,47260.0,40917233.0,0
218,2020-08-10,83812.0,1950.0,45723.0,36139.0,47673.0,36139.0,47673.0,40916188.0,0
219,2020-08-11,85023.0,1979.0,46313.0,36731.0,48292.0,36731.0,48292.0,40914977.0,0
220,2020-08-12,86504.0,1999.0,47084.0,37421.0,49083.0,37421.0,49083.0,40913496.0,0
221,2020-08-13,88136.0,2023.0,47678.0,38435.0,49701.0,38435.0,49701.0,40911864.0,0
222,2020-08-14,89917.0,2042.0,48288.0,39587.0,50330.0,39587.0,50330.0,40910083.0,0
223,2020-08-15,91795.0,2076.0,48946.0,40773.0,51022.0,40773.0,51022.0,40908205.0,0
224,2020-08-16,93490.0,2100.0,49346.0,42044.0,51446.0,42044.0,51446.0,40906510.0,0
225,2020-08-17,95007.0,2122.0,49692.0,43193.0,51814.0,43193.0,51814.0,40904993.0,0
226,2020-08-18,96653.0,2152.0,50508.0,43993.0,52660.0,43993.0,52660.0,40903347.0,0
227,2020-08-19,98658.0,2182.0,51358.0,45118.0,53540.0,45118.0,53540.0,40901342.0,0
228,2020-08-20,100810.0,2225.0,52086.0,46499.0,54311.0,46499.0,54311.0,40899190.0,0
229,2020-08-21,102948.0,2248.0,52769.0,47931.0,55017.0,47931.0,55017.0,40897052.0,0
230,2020-08-22,105337.0,2286.0,53458.0,49593.0,55744.0,49593.0,55744.0,40894663.0,0
231,2020-08-23,107379.0,2313.0,53968.0,51098.0,56281.0,51098.0,56281.0,40892621.0,0
232,2020-08-24,109234.0,2335.0,54262.0,52637.0,56597.0,52637.0,56597.0,40890766.0,0
233,2020-08-25,110949.0,2362.0,54657.0,53930.0,57019.0,53930.0,57019.0,40889051.0,0
234,2020-08-26,112653.0,2399.0,55327.0,54927.0,57726.0,54927.0,57726.0,40887347.0,0
235,2020-08-27,114663.0,2449.0,56149.0,56065.0,58598.0,56065.0,58598.0,40885337.0,0
236,2020-08-28,117172.0,2499.0,57051.0,57622.0,59550.0,57622.0,59550.0,40882828.0,0
237,2020-08-29,119751.0,2540.0,58156.0,59055.0,60696.0,59055.0,60696.0,40880249.0,0
238,2020-08-30,121930.0,2575.0,58775.0,60580.0,61350.0,60580.0,61350.0,40878070.0,0
239,2020-08-31,124132.0,2605.0,59162.0,62365.0,61767.0,62365.0,61767.0,40875868.0,0
240,2020-09-01,126279.0,2654.0,59904.0,63721.0,62558.0,63721.0,62558.0,40873721.0,0
241,2020-09-02,128833.0,2705.0,60943.0,65185.0,63648.0,65185.0,63648.0,40871167.0,0
242,2020-09-03,131300.0,2759.0,61828.0,66713.0,64587.0,66713.0,64587.0,40868700.0,0
243,2020-09-04,134069.0,2812.0,62828.0,68429.0,65640.0,68429.0,65640.0,40865931.0,0
244,2020-09-05,136966.0,2863.0,63891.0,70212.0,66754.0,70212.0,66754.0,40863034.0,0
245,2020-09-06,139171.0,2898.0,64496.0,71777.0,67394.0,71777.0,67394.0,40860829.0,0
246,2020-09-07,141424.0,2930.0,64886.0,73608.0,67816.0,73608.0,67816.0,40858576.0,0
247,2020-09-08,143914.0,2988.0,65849.0,75077.0,68837.0,75077.0,68837.0,40856086.0,0
248,2020-09-09,146511.0,3034.0,67092.0,76385.0,70126.0,76385.0,70126.0,40853489.0,0
249,2020-09-10,149146.0,3079.0,68289.0,77778.0,71368.0,77778.0,71368.0,40850854.0,0
250,2020-09-11,152373.0,3132.0,69466.0,79775.0,72598.0,79775.0,72598.0,40847627.0,0
251,2020-09-12,155558.0,3206.0,70881.0,81471.0,74087.0,81471.0,74087.0,40844442.0,0
252,2020-09-13,158122.0,3239.0,71434.0,83449.0,74673.0,83449.0,74673.0,40841878.0,0
253,2020-09-14,160679.0,3273.0,72091.0,85315.0,75364.0,85315.0,75364.0,40839321.0,0
254,2020-09-15,163678.0,3326.0,73422.0,86930.0,76748.0,86930.0,76748.0,40836322.0,0
255,2020-09-16,166694.0,3404.0,74981.0,88309.0,78385.0,88309.0,78385.0,40833306.0,0
256,2020-09-17,170373.0,3465.0,76636.0,90272.0,80101.0,90272.0,80101.0,40829627.0,0
257,2020-09-18,173703.0,3535.0,78273.0,91895.0,81808.0,91895.0,81808.0,40826297.0,0
258,2020-09-19,177048.0,3585.0,79671.0,93792.0,83256.0,93792.0,83256.0,40822952.0,0
259,2020-09-20,180119.0,3626.0,80438.0,96055.0,84064.0,96055.0,84064.0,40819881.0,0
260,2020-09-21,182900.0,3652.0,81131.0,98117.0,84783.0,98117.0,84783.0,40817100.0,0
261,2020-09-22,185890.0,3716.0,82927.0,99247.0,86643.0,99247.0,86643.0,40814110.0,0
262,2020-09-23,189488.0,3784.0,84767.0,100937.0,88551.0,100937.0,88551.0,40810512.0,0
263,2020-09-24,192966.0,3838.0,86624.0,102504.0,90462.0,102504.0,90462.0,40807034.0,0
264,2020-09-25,196631.0,3910.0,88324.0,104397.0,92234.0,104397.0,92234.0,40803369.0,0
265,2020-09-26,200566.0,3988.0,90142.0,106436.0,94130.0,106436.0,94130.0,40799434.0,0
266,2020-09-27,203799.0,4044.0,91179.0,108576.0,95223.0,108576.0,95223.0,40796201.0,0
267,2020-09-28,206579.0,4082.0,91754.0,110743.0,95836.0,110743.0,95836.0,40793421.0,0
268,2020-09-29,210309.0,4154.0,93664.0,112491.0,97818.0,112491.0,97818.0,40789691.0,0
269,2020-09-30,214446.0,4221.0,95829.0,114396.0,100050.0,114396.0,100050.0,40785554.0,0
270,2020-10-01,218625.0,4288.0,97956.0,116381.0,102244.0,116381.0,102244.0,40781375.0,0
271,2020-10-02,223376.0,4357.0,100163.0,118856.0,104520.0,118856.0,104520.0,40776624.0,0
272,2020-10-03,228161.0,4451.0,102347.0,121363.0,106798.0,121363.0,106798.0,40771839.0,0
273,2020-10-04,232424.0,4495.0,103762.0,124167.0,108257.0,124167.0,108257.0,40767576.0,0
274,2020-10-05,236329.0,4530.0,104966.0,126833.0,109496.0,126833.0,109496.0,40763671.0,0
275,2020-10-06,240811.0,4624.0,107210.0,128977.0,111834.0,128977.0,111834.0,40759189.0,0
276,2020-10-07,245698.0,4707.0,109968.0,131023.0,114675.0,131023.0,114675.0,40754302.0,0
277,2020-10-08,251243.0,4807.0,112365.0,134071.0,117172.0,134071.0,117172.0,40748757.0,0
278,2020-10-09,257204.0,4899.0,114872.0,137433.0,119771.0,137433.0,119771.0,40742796.0,0
279,2020-10-10,263105.0,5010.0,116861.0,141234.0,121871.0,141234.0,121871.0,40736895.0,0
280,2020-10-11,268065.0,5098.0,117829.0,145138.0,122927.0,145138.0,122927.0,40731935.0,0
281,2020-10-12,272671.0,5143.0,118740.0,148788.0,123883.0,148788.0,123883.0,40727329.0,0
282,2020-10-13,277982.0,5254.0,120999.0,151729.0,126253.0,151729.0,126253.0,40722018.0,0
283,2020-10-14,283762.0,5365.0,123263.0,155134.0,128628.0,155134.0,128628.0,40716238.0,0
284,2020-10-15,289022.0,5443.0,124316.0,159263.0,129759.0,159263.0,129759.0,40710978.0,0
285,2020-10-16,295227.0,5551.0,126721.0,162955.0,132272.0,162955.0,132272.0,40704773.0,0
286,2020-10-17,301856.0,5669.0,129033.0,167154.0,134702.0,167154.0,134702.0,40698144.0,0
287,2020-10-18,307301.0,5762.0,130338.0,171201.0,136100.0,171201.0,136100.0,40692699.0,0
288,2020-10-19,312287.0,5834.0,131473.0,174980.0,137307.0,174980.0,137307.0,40687713.0,0
289,2020-10-20,317967.0,5948.0,134680.0,177339.0,140628.0,177339.0,140628.0,40682033.0,0
290,2020-10-21,324942.0,6093.0,137515.0,181334.0,143608.0,181334.0,143608.0,40675058.0,0
291,2020-10-22,332262.0,6213.0,140322.0,185727.0,146535.0,185727.0,146535.0,40667738.0,0
292,2020-10-23,340042.0,6336.0,143093.0,190613.0,149429.0,190613.0,149429.0,40659958.0,0
293,2020-10-24,347317.0,6463.0,145418.0,195436.0,151881.0,195436.0,151881.0,40652683.0,0
294,2020-10-25,353723.0,6566.0,147240.0,199917.0,153806.0,199917.0,153806.0,40646277.0,0
295,2020-10-26,359348.0,6641.0,148300.0,204407.0,154941.0,204407.0,154941.0,40640652.0,0
296,2020-10-27,366233.0,6770.0,151428.0,208035.0,158198.0,208035.0,158198.0,40633767.0,0
297,2020-10-28,374023.0,6938.0,155028.0,212057.0,161966.0,212057.0,161966.0,40625977.0,0
298,2020-10-29,381664.0,7058.0,158208.0,216398.0,165266.0,216398.0,165266.0,40618336.0,0
299,2020-10-30,390272.0,7235.0,161719.0,221318.0,168954.0,221318.0,168954.0,40609728.0,0
300,2020-10-31,399330.0,7399.0,165902.0,226029.0,173301.0,226029.0,173301.0,40600670.0,0
301,2020-11-01,407573.0,7515.0,168495.0,231563.0,176010.0,231563.0,176010.0,40592427.0,0
302,2020-11-02,414567.0,7584.0,170880.0,236103.0,178464.0,236103.0,178464.0,40585433.0,0
303,2020-11-03,423683.0,7749.0,176220.0,239714.0,183969.0,239714.0,183969.0,40576317.0,0
304,2020-11-04,433492.0,7952.0,184141.0,241399.0,192093.0,241399.0,192093.0,40566508.0,0
305,2020-11-05,443630.0,8148.0,192602.0,242880.0,200750.0,242880.0,200750.0,40556370.0,0
306,2020-11-06,453565.0,8358.0,203572.0,241635.0,211930.0,241635.0,211930.0,40546435.0,0
307,2020-11-07,464598.0,8553.0,212549.0,243496.0,221102.0,243496.0,221102.0,40535402.0,0
308,2020-11-08,474245.0,8695.0,215357.0,250193.0,224052.0,250193.0,224052.0,40525755.0,0
309,2020-11-09,483153.0,8812.0,217716.0,256625.0,226528.0,256625.0,226528.0,40516847.0,0
310,2020-11-10,493544.0,9018.0,223530.0,260996.0,232548.0,260996.0,232548.0,40506456.0,0
311,2020-11-11,504423.0,9214.0,230767.0,264442.0,239981.0,264442.0,239981.0,40495577.0,0
312,2020-11-12,515755.0,9422.0,237399.0,268934.0,246821.0,268934.0,246821.0,40484245.0,0
313,2020-11-13,527808.0,9604.0,243901.0,274303.0,253505.0,274303.0,253505.0,40472192.0,0
314,2020-11-14,540593.0,9806.0,249127.0,281660.0,258933.0,281660.0,258933.0,40459407.0,0
315,2020-11-15,551533.0,9904.0,251864.0,289765.0,261768.0,289765.0,261768.0,40448467.0,0
316,2020-11-16,561581.0,10002.0,254653.0,296926.0,264655.0,296926.0,264655.0,40438419.0,0
317,2020-11-17,573758.0,10168.0,261836.0,301754.0,272004.0,301754.0,272004.0,40426242.0,0
318,2020-11-18,586522.0,10431.0,270269.0,305822.0,280700.0,305822.0,280700.0,40413478.0,0
319,2020-11-19,600152.0,10694.0,278190.0,311268.0,288884.0,311268.0,288884.0,40399848.0,0
320,2020-11-20,614986.0,10929.0,286386.0,317671.0,297315.0,317671.0,297315.0,40385014.0,0
321,2020-11-21,629850.0,11149.0,294851.0,323850.0,306000.0,323850.0,306000.0,40370150.0,0
322,2020-11-22,642215.0,11292.0,299592.0,331331.0,310884.0,331331.0,310884.0,40357785.0,0
323,2020-11-23,653442.0,11423.0,303782.0,338237.0,315205.0,338237.0,315205.0,40346558.0,0
324,2020-11-24,665968.0,11619.0,312564.0,341785.0,324183.0,341785.0,324183.0,40334032.0,0
325,2020-11-25,680132.0,11857.0,321460.0,346815.0,333317.0,346815.0,333317.0,40319868.0,0
326,2020-11-26,695755.0,12091.0,331538.0,352126.0,343629.0,352126.0,343629.0,40304245.0,0
327,2020-11-27,712249.0,12292.0,340794.0,359163.0,353086.0,359163.0,353086.0,40287751.0,0
328,2020-11-28,728834.0,12485.0,350189.0,366160.0,362674.0,366160.0,362674.0,40271166.0,0
329,2020-11-29,742105.0,12613.0,354556.0,374936.0,367169.0,374936.0,367169.0,40257895.0,0
330,2020-11-30,752343.0,12731.0,360360.0,379252.0,373091.0,379252.0,373091.0,40247657.0,0
331,2020-12-01,765117.0,12962.0,370677.0,381478.0,383639.0,381478.0,383639.0,40234883.0,0
332,2020-12-02,778560.0,13140.0,384961.0,380459.0,398101.0,380459.0,398101.0,40221440.0,0
333,2020-12-03,793372.0,13394.0,400751.0,379227.0,414145.0,379227.0,414145.0,40206628.0,0
334,2020-12-04,808828.0,13641.0,414347.0,380840.0,427988.0,380840.0,427988.0,40191172.0,0
