                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.65403,                0.36905,                0.85098,                0.96358,                0.97727,                0.96918,                0.79398,                0.63562,                0.56229,                0.83333,             0.00039625,             0.00039625,             0.00039625
                    157,                 0.6499,                0.36597,                0.85229,                0.96299,                0.97727,                0.96951,                0.78812,                0.66066,                0.59157,                0.84172,             0.00038799,             0.00038799,             0.00038799
                    158,                0.62615,                0.35673,                0.84419,                0.96327,                0.97727,                0.96972,                0.76143,                0.65815,                0.57012,                0.83449,             0.00037974,             0.00037974,             0.00037974
                    159,                0.62512,                0.35712,                0.84852,                0.96239,                0.97727,                0.96859,                0.76625,                0.65773,                0.60218,                0.83511,             0.00037149,             0.00037149,             0.00037149
                    160,                0.61394,                0.35206,                0.84616,                0.96319,                0.97727,                0.97357,                0.78473,                0.65626,                0.59323,                 0.8369,             0.00036324,             0.00036324,             0.00036324
                    161,                0.62035,                0.35172,                 0.8452,                0.96427,                0.97727,                0.98098,                0.80175,                0.63521,                0.58216,                0.83573,             0.00035499,             0.00035499,             0.00035499
                    162,                0.60517,                0.35144,                0.83742,                0.96364,                0.97727,                0.97692,                0.79636,                0.63401,                0.56652,                0.83831,             0.00034674,             0.00034674,             0.00034674
                    163,                0.65707,                0.36976,                0.85852,                0.96341,                0.97727,                0.97431,                0.79942,                0.63123,                0.57703,                0.83683,             0.00033848,             0.00033848,             0.00033848
                    164,                0.60385,                0.34666,                0.83764,                0.96346,                0.97727,                0.98317,                0.79593,                0.64697,                0.57844,                0.84146,             0.00033023,             0.00033023,             0.00033023
                    165,                0.61883,                0.35404,                0.84175,                0.96245,                0.97727,                0.97611,                0.79449,                0.63619,                0.57109,                0.83616,             0.00032198,             0.00032198,             0.00032198
                    166,                0.62861,                0.35713,                0.84885,                0.96275,                0.97727,                0.97025,                0.76665,                0.67784,                0.60362,                0.83776,             0.00031373,             0.00031373,             0.00031373
                    167,                0.63167,                0.35576,                0.84697,                0.96326,                0.97727,                0.96629,                0.78013,                0.63802,                0.59954,                0.83253,             0.00030548,             0.00030548,             0.00030548
                    168,                0.59285,                0.33731,                0.83724,                0.96321,                0.97727,                0.96422,                0.77695,                0.64783,                0.58176,                0.83258,             0.00029723,             0.00029723,             0.00029723
                    169,                0.63345,                0.35376,                 0.8515,                0.96294,                0.97727,                0.96918,                 0.7766,                0.65654,                0.58813,                0.83528,             0.00028897,             0.00028897,             0.00028897
                    170,                0.59685,                 0.3439,                0.84217,                0.96282,                0.97727,                0.98098,                0.80341,                0.65235,                0.57191,                0.83343,             0.00028072,             0.00028072,             0.00028072
                    171,                0.59755,                0.34316,                0.84435,                 0.9629,                0.97727,                0.98056,                0.79893,                0.65894,                0.58322,                0.83557,             0.00027247,             0.00027247,             0.00027247
                    172,                0.58576,                0.33927,                0.84377,                0.96314,                0.97727,                0.97837,                0.78623,                0.66952,                0.56134,                 0.8383,             0.00026422,             0.00026422,             0.00026422
                    173,                0.60427,                0.34496,                0.84907,                0.96731,                0.97727,                0.97949,                0.78897,                0.66167,                0.58708,                0.83844,             0.00025597,             0.00025597,             0.00025597
                    174,                0.57916,                0.33841,                0.84007,                0.96749,                0.97727,                0.97919,                0.79356,                0.66214,                0.57751,                0.83875,             0.00024772,             0.00024772,             0.00024772
                    175,                0.58522,                0.33238,                 0.8308,                0.96192,                0.97727,                0.98018,                0.79269,                0.65168,                0.61525,                0.83857,             0.00023946,             0.00023946,             0.00023946
                    176,                0.59714,                0.34211,                0.83938,                0.96749,                0.97727,                0.98275,                0.78354,                 0.6679,                0.60817,                0.83779,             0.00023121,             0.00023121,             0.00023121
                    177,                0.59122,                0.34591,                0.84486,                0.96245,                0.97727,                0.98297,                0.78911,                0.66003,                0.61791,                0.83839,             0.00022296,             0.00022296,             0.00022296
                    178,                0.55424,                0.32265,                0.82514,                0.96262,                0.97727,                0.97731,                0.79488,                 0.6636,                0.61314,                 0.8364,             0.00021471,             0.00021471,             0.00021471
                    179,                0.56044,                0.32232,                0.83111,                0.96736,                0.97727,                0.97982,                0.79471,                0.66175,                0.57099,                0.83684,             0.00020646,             0.00020646,             0.00020646
                    180,                0.57419,                0.32637,                0.83513,                0.96317,                0.97727,                0.98201,                0.80437,                0.66817,                0.57485,                0.83845,             0.00019821,             0.00019821,             0.00019821
                    181,                   0.59,                0.34356,                0.84899,                0.96735,                0.97727,                0.98201,                0.79351,                0.66267,                0.60492,                0.83789,             0.00018995,             0.00018995,             0.00018995
                    182,                0.58802,                0.34166,                0.83548,                0.96275,                0.97727,                0.97213,                0.78556,                0.66097,                0.59365,                0.83784,              0.0001817,              0.0001817,              0.0001817
                    183,                0.58515,                0.34245,                0.83292,                0.96267,                0.97727,                0.96588,                0.78262,                0.65971,                0.59973,                0.83629,             0.00017345,             0.00017345,             0.00017345
                    184,                0.54883,                0.31838,                0.83891,                0.96253,                0.97727,                0.97473,                0.79453,                0.64887,                0.60296,                0.83563,              0.0001652,              0.0001652,              0.0001652
                    185,                 0.5724,                0.32909,                0.84802,                0.96292,                0.97727,                0.98463,                0.80238,                 0.6479,                0.59789,                0.83635,             0.00015695,             0.00015695,             0.00015695
                    186,                0.54691,                0.31391,                0.82039,                0.96342,                0.97727,                 0.9855,                0.80337,                0.65895,                0.60676,                0.83682,              0.0001487,              0.0001487,              0.0001487
                    187,                0.54573,                 0.3058,                 0.8271,                  0.964,                0.97727,                0.98463,                0.79427,                 0.6576,                0.61141,                0.83799,             0.00014044,             0.00014044,             0.00014044
                    188,                0.54474,                0.32125,                0.82594,                0.96408,                0.97727,                0.98463,                0.80816,                0.63082,                0.58784,                0.83384,             0.00013219,             0.00013219,             0.00013219
                    189,                0.56947,                0.33032,                0.84324,                0.96376,                0.97727,                0.98275,                0.80685,                0.63844,                0.58659,                0.83313,             0.00012394,             0.00012394,             0.00012394
                    190,                0.58492,                0.34299,                0.83993,                0.96334,                0.97727,                0.98463,                0.80691,                0.63998,                0.56066,                0.83442,             0.00011569,             0.00011569,             0.00011569
                    191,                0.59267,                0.33836,                 0.8308,                0.96355,                0.97727,                0.98275,                0.80479,                0.64483,                0.54673,                0.83599,             0.00010744,             0.00010744,             0.00010744
                    192,                0.55103,                0.32776,                0.81456,                0.96366,                0.97727,                0.98356,                0.80133,                 0.6575,                0.53118,                0.83856,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    193,                0.54945,                0.32223,                0.80282,                0.96352,                0.97727,                0.98034,                0.78823,                0.66077,                0.53667,                0.83794,             9.0935e-05,             9.0935e-05,             9.0935e-05
                    194,                0.52808,                0.32334,                0.80385,                0.96347,                0.97727,                0.98222,                 0.7907,                0.65529,                0.53275,                0.83517,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    195,                  0.538,                0.32089,                0.81249,                0.96361,                0.97727,                0.98297,                0.79478,                 0.6474,                0.52712,                0.83498,             7.4432e-05,             7.4432e-05,             7.4432e-05
                    196,                0.54079,                0.31996,                0.80739,                0.96362,                0.97727,                0.97864,                0.79974,                0.64691,                0.51501,                0.83569,              6.618e-05,              6.618e-05,              6.618e-05
                    197,                0.52443,                0.32048,                   0.82,                0.96371,                0.97727,                0.98109,                0.79477,                0.64811,                0.51457,                0.83546,             5.7928e-05,             5.7928e-05,             5.7928e-05
                    198,                0.52894,                0.31563,                0.80459,                0.96383,                0.97727,                0.98109,                0.79428,                0.65052,                0.51737,                0.83463,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    199,                 0.5251,                0.31239,                 0.8018,                0.96366,                0.97727,                0.98297,                0.79912,                0.64962,                0.51625,                 0.8352,             4.1425e-05,             4.1425e-05,             4.1425e-05
                    200,                0.52181,                0.31249,                0.79853,                0.96352,                0.97727,                0.98325,                0.80317,                 0.6491,                0.51249,                0.83616,             3.3173e-05,             3.3173e-05,             3.3173e-05
