example,regime,stabilization,nx,time_idx,l2_error,order
example3,diffusion,none,32,0,0.008991683640911848,
example3,diffusion,none,32,71,0.008415992863565291,
example3,diffusion,none,32,142,0.009681199209308548,
example3,diffusion,none,32,214,0.01303613605321456,
example3,diffusion,none,32,285,0.01829171284927958,
example3,diffusion,none,32,357,0.025033360829589638,
example3,diffusion,none,32,428,0.03263838211376798,
example3,diffusion,none,32,500,0.04101601652052003,
example3,diffusion,none,64,428,0.014991266874386898,1.122447237637315
example3,diffusion,none,64,357,0.011305514148873938,1.1468253876076382
example3,diffusion,none,64,285,0.00794980826316938,1.2021982060225276
example3,diffusion,none,64,500,0.018999032485303533,1.1102614319201471
example3,diffusion,none,64,142,0.003144726918969767,1.6222510229356544
example3,diffusion,none,64,71,0.0022208409956060446,1.9220273765831135
example3,diffusion,none,64,0,0.002283628351197565,1.9772633987755632
example3,diffusion,none,64,214,0.005171448547164199,1.333875966174845
example3,diffusion,none,128,500,0.0081262660808842,1.2252614429474893
example3,diffusion,none,128,428,0.0063957686476591455,1.2289326483065897
example3,diffusion,none,128,285,0.00333245817167846,1.2543332982688171
example3,diffusion,none,128,357,0.004798407225970833,1.2363990990426628
example3,diffusion,none,128,142,0.0011333146578900053,1.4723862699056323
example3,diffusion,none,128,71,0.0006202699173584026,1.8401380426435634
example3,diffusion,none,128,0,0.0005721403004474323,1.99688700489536
example3,diffusion,none,128,214,0.0020938662528203413,1.3043991507906396
example3,diffusion,none,256,428,0.0021300136298683693,1.5862550913340019
example3,diffusion,none,256,0,0.00013890453617382292,2.0422752547250567
example3,diffusion,none,256,71,0.000169271548139311,1.8735566574701232
example3,diffusion,none,256,142,0.000357612848529784,1.6640779956562834
example3,diffusion,none,256,214,0.0006871870971611983,1.6073944386990464
example3,diffusion,none,256,285,0.0011045014920474522,1.5931913994195512
example3,diffusion,none,256,357,0.0015957852699253722,1.5882890654074553
example3,diffusion,none,256,500,0.002708213241120382,1.5852512646792174
