example,regime,stabilization,nx,time_idx,l2_error,order
example3,advection,none,32,0,0.008991683640911848,
example3,advection,none,32,71,0.12266796424031193,
example3,advection,none,32,142,0.11019390872106018,
example3,advection,none,32,214,0.10547719708693401,
example3,advection,none,32,285,0.10213594117761682,
example3,advection,none,32,357,0.10630299892026501,
example3,advection,none,32,428,18.23514012105042,
example3,advection,none,32,500,252.6703352172979,
example3,advection,none,64,428,17.002810583111756,0.10094804042457364
example3,advection,none,64,357,0.051137247130489394,1.0557358941648225
example3,advection,none,64,285,0.025795834751662146,1.9852805955641286
example3,advection,none,64,500,235.97816996316325,0.09860289058984774
example3,advection,none,64,142,0.027816467666803613,1.986033344146149
example3,advection,none,64,71,0.030919224703179975,1.9881824769963452
example3,advection,none,64,0,0.002283628351197565,1.9772633987755632
example3,advection,none,64,214,0.02662451337275431,1.9861040772078384
example3,advection,none,128,500,202.28917244332376,0.2222343023923747
example3,advection,none,128,428,14.564920960412316,0.22327537272412334
example3,advection,none,128,285,0.006558854399118043,1.975622378827241
example3,advection,none,128,357,0.03960347085135708,0.3687476243671646
example3,advection,none,128,142,0.007064121173388475,1.9773572324455062
example3,advection,none,128,71,0.007856126019620716,1.9766141671351896
example3,advection,none,128,0,0.0005721403004474323,1.99688700489536
example3,advection,none,128,214,0.006763512287435817,1.9769106200548647
example3,advection,none,256,428,9.701689376683229,0.5861899784392427
example3,advection,none,256,0,0.00013890453617382292,2.0422752547250567
example3,advection,none,256,71,0.002004369770966587,1.9706693870732872
example3,advection,none,256,142,0.001803090154186232,1.9700385571924168
example3,advection,none,256,214,0.0017277021076859338,1.9689181438133756
example3,advection,none,256,285,0.00167669274092464,1.9678255139883516
example3,advection,none,256,357,0.026283104157155287,0.591491199020334
example3,advection,none,256,500,134.79235401680268,0.5856804383309708
