Frame,FPS,CPU,GPU
110,107.223,0,5.92083
111,148.724,0,9.30387
112,98.5573,0,6.21008
113,139.429,0,8.47696
114,107.941,0,6.37038
115,138.586,0,11.0457
116,83.8307,0,6.35437
117,137.651,0,22.9902
118,41.9141,0,8.01558
119,108.138,0,11.2376
120,83.4007,0,11.1657
121,83.2624,0,8.08762
122,109.974,0,8.34554
123,109.399,0,5.88425
124,147.846,45.6962,7.53754
125,119.116,20,6.41675
0,136.126,33.3333,8.26683
1,110.11,22.2222,5.93525
2,148.216,40,9.43558
3,97.5612,50,5.63513
4,152.075,20,9.04696
5,101.997,16.6667,5.83596
6,148.739,50,12.9671
7,72.2695,0,5.01933
8,167.796,0,5.96863
9,148.66,0,5.68313
10,22.2803,0,7.89813
11,109.679,0,15.7108
12,59.8417,0,8.02592
13,64.8901,0,21.8694
14,41.9915,0,13.6023
15,65.4992,0,17.7688
16,49.4816,0,7.36812
17,116.137,0,11.6269
18,78.1033,0,6.78817
19,129.135,0,8.14663
20,110.662,0,5.93237
21,145.232,0,8.67692
22,104.761,0,7.01787
23,126.533,0,8.01225
24,112.069,0,5.76946
25,148.845,0,8.98425
26,102.046,0,7.20529
27,124.957,0,8.0235
28,113.338,0,6.6305
29,132.179,0,8.15525
30,109.942,0,6.47913
31,133.241,0,8.22888
32,108.193,0,5.74025
33,146.25,0,8.82375
34,103.956,0,5.35058
35,162.854,0,10.0588
36,92.0833,0,5.50712
37,154.418,0,9.06875
38,101.299,0,5.40912
39,160.874,0,9.82917
40,93.9984,0,5.40792
41,153.446,0,9.18487
42,100.556,0,5.5625
43,158.049,0,9.69725
44,94.7437,0,5.24196
45,154.943,0,9.25621
46,99.7361,0,5.48783
47,159.026,0,12.4517
48,75.3111,0,4.664
49,178.77,0,7.59654
50,118.54,0,6.10938
51,143.582,0,8.60688
52,103.561,0,5.28538
53,143.798,0,8.67737
54,105.297,0,6.01283
55,146.48,0,9.13412
56,99.5208,0,5.03475
57,144.08,0,8.64817
58,105.818,0,4.8535
59,151.364,0,9.48775
60,96.8751,0,5.63017
61,152.249,0,9.10221
62,101.339,0,5.78687
63,150.555,0,11.2481
64,82.9274,0,4.71017
65,174.399,0,8.14246
66,112.351,0,5.58283
67,156.586,0,9.62158
68,95.7516,0,5.32125
69,151.819,0,9.23392
70,99.4052,0,5.65737
71,153.88,0,9.35587
72,98.3032,0,5.66463
73,149.364,0,9.11025
74,98.9643,0,5.74033
75,152.426,0,9.18154
76,99.6532,0,5.72292
77,150.339,0,9.0125
78,102.029,0,5.7195
79,154.049,0,9.56863
80,96.3698,0,5.59746
81,151.72,0,9.20846
82,100.21,0,6.42537
83,137.998,0,8.56438
84,104.677,0,5.74175
85,145.423,0,8.78983
86,104.124,0,5.96712
87,147.065,0,9.00667
88,98.6454,0,5.00929
89,149.327,0,8.84975
90,103.369,0,4.71187
91,154.84,0,9.69
92,94.9152,0,5.50742
93,150.858,0,8.87533
94,102.966,0,5.6125
95,156.405,0,9.62687
96,95.6577,0,5.5035
97,152.948,0,9.16825
98,100.788,0,5.67204
99,155.189,0,9.7045
100,94.9883,0,5.56071
101,148.787,0,8.93329
102,103.168,0,6.25375
103,142.722,0,8.85758
104,101.992,0,6.29787
105,138.198,0,8.47108
106,108.26,0,5.83579
107,151.364,40.2965,9.51487
108,96.2924,44.4444,4.90588
109,151.386,66.6667,8.83325
110,102.245,42.8571,6.012
111,145.732,0,9.08287
112,99.384,0,5.3085
113,155.155,0,9.18104
114,100.151,0,5.65413
115,153.452,0,9.38813
116,97.4921,0,6.657
117,129.722,0,8.056
118,113.103,0,6.768
119,21.8143,0,8.19308
120,106.536,0,10.4705
121,88.8116,0,6.7295
122,132.48,0,8.50825
123,106.853,0,5.69283
124,148.56,0,9.08404
125,101.427,0,5.43337
0,158.755,0,9.663
1,94.2731,0,5.59963
2,153.306,0,9.28621
3,99.3346,0,5.43963
4,161.164,0,9.52025
5,96.288,0,4.98863
6,164.767,0,9.73775
7,95.4422,0,5.15429
8,168.372,0,10.057
9,91.8776,0,4.78237
10,165.94,0,9.76671
11,94.7416,0,5.33775
12,163.885,0,9.87288
13,93.1736,0,5.10992
14,163.623,0,9.57158
15,96.361,0,5.33887
16,163.994,0,10.0594
17,92.0449,0,5.55375
18,149.551,0,8.92129
19,101.373,0,6.09421
20,140.938,0,8.71
21,102.27,0,6.11575
22,140.98,0,8.24879
23,109.107,0,5.89563
24,148.245,0,9.14137
25,99.561,0,5.88525
26,144.551,0,8.76138
27,104.077,0,5.78167
28,150.891,0,9.35192
29,97.1601,0,5.50304
30,154.202,0,9.11004
31,100.496,0,10.2749
32,89.2367,0,9.96279
33,90.3283,0,10.2303
34,89.8292,0,5.38679
35,156.137,0,9.27654
36,96.3012,0,5.85638
37,145.555,0,8.77312
38,104.124,0,7.46338
39,120.332,0,7.7555
40,115.355,0,5.20538
41,144.228,0,8.59688
42,105.615,0,8.85863
43,103.321,0,6.05467
44,141.877,0,5.42717
45,136.939,0,8.41417
46,106.671,0,6.138
47,138.774,0,8.63237
48,103.884,0,6.4455
49,132.112,0,7.94537
50,112.273,0,5.84388
51,144.836,0,8.82979
52,100.607,0,6.59354
53,127.891,0,7.68042
54,116.602,0,4.32008
55,158.617,0,9.65438
56,94.2604,0,5.38667
57,152.548,0,9.14925
58,100.105,0,6.22363
59,135.883,0,8.44375
60,106.131,0,5.5825
61,148.508,0,8.93779
62,101.085,0,6.02462
63,140.189,0,8.71954
64,104.435,0,4.65675
65,155.23,0,9.17087
66,100.203,0,4.22475
67,167.25,0,10.1827
68,90.6896,0,5.13963
69,160.155,0,9.27213
70,99.5373,0,5.85775
71,147.583,0,9.29113
72,97.4717,0,5.57721
73,151.957,0,8.88262
74,103.1,0,6.69312
75,131.797,0,8.33763
76,107.826,0,5.82137
77,145.413,0,8.774
78,104.669,0,6.43687
79,136.738,0,8.7485
80,104.131,0,5.39458
81,154.886,0,9.19938
82,100.103,0,5.75046
83,149.818,0,9.33413
84,97.2479,0,5.17354
85,161.4,0,9.3455
86,97.9772,0,5.80425
87,149.476,0,9.27888
88,97.6623,0,5.10371
89,160.837,0,9.42475
90,98.0459,0,5.96362
91,145.459,0,9.09792
92,99.9763,0,5.13217
93,160.603,0,9.5075
94,97.1916,0,5.87742
95,146.526,43.1145,9.04708
96,100.376,14.2857,5.52754
97,151.152,80,9.02363
98,102.009,0,7.58275
99,117.313,0,7.41896
100,119.82,0,6.85575
101,126.262,0,7.75021
102,116.95,0,7.0555
103,125.379,0,8.07238
104,111.658,0,5.73263
105,139.717,0,18.462
106,16.7285,0,19.4276
107,43.6398,0,8.84087
108,95.2883,0,8.088
109,100.151,0,9.30233
110,95.3728,0,11.5646
111,79.2335,0,8.1315
112,109.609,0,23.3827
113,40.7673,0,7.43567
114,109.586,0,5.83883
115,147.697,0,6.06717
116,141.566,0,9.25375
117,98.3885,0,6.30542
118,133.594,0,7.90112
119,113.988,0,5.48142
120,154.623,0,9.62921
121,94.4748,0,5.79129
122,144.233,0,8.48962
123,105.661,0,5.57638
124,152.023,0,9.29567
125,96.741,0,5.84475
0,144.055,0,8.74037
1,103.502,0,5.76425
2,146.459,0,8.78517
3,101.121,0,6.61971
4,129.095,0,7.40654
5,116.58,0,5.13967
6,165.065,0,10.0081
7,91.415,0,5.67713
8,149.508,0,8.83142
9,103.161,0,5.42842
10,156.399,0,9.62646
11,94.2837,0,5.89554
12,142.305,0,8.48862
13,107.183,0,5.46271
14,155.679,0,9.43188
15,96.0322,0,7.01167
16,122.892,0,7.54054
17,118.223,0,6.21279
18,135.782,0,8.54788
19,105.047,0,5.95204
20,143.023,0,8.49967
21,106.051,0,5.48875
22,154.977,0,9.34908
23,96.643,0,6.02862
24,138.866,0,8.458
25,107.513,0,5.576
26,153.987,0,9.39637
27,96.341,0,5.92942
28,142.897,0,8.63925
29,105.453,0,5.31221
30,159.734,0,9.5065
31,95.3858,0,6.28092
32,135.44,0,8.243
33,110.145,0,4.41912
34,159.032,0,9.70496
35,94.0258,0,4.80842
36,154.886,0,9.14721
37,100.309,0,5.38558
38,132.363,0,8.47438
39,104.69,0,5.79812
40,131.294,0,7.85537
41,112.932,0,6.00037
42,120.464,0,7.06171
43,120.256,0,5.72721
44,132.597,0,8.00362
45,110.925,0,5.22713
46,140.315,0,8.88912
47,102.48,0,4.8825
48,151.846,0,9.23812
49,98.1813,0,5.37483
50,131.064,0,7.86833
51,109.655,0,5.45563
52,136.516,0,7.96333
53,110.464,0,5.59937
54,126.319,0,7.82225
55,110.023,0,6.71846
56,118.45,0,6.25913
57,126.724,0,5.64654
58,122.497,0,7.64983
59,111.237,0,5.69675
60,133.679,0,7.09087
61,114.168,0,5.71571
62,123.507,0,7.58838
63,113.084,0,5.52688
64,135.879,0,8.06675
65,108.402,0,5.58433
66,127.665,0,7.60362
67,113.932,0,5.52637
68,131.664,0,7.7465
69,110.767,0,6.47675
70,126.411,0,7.55662
71,114.856,0,3.95125
72,146.123,0,8.65
73,101.606,0,4.90562
74,142.634,0,8.68013
75,102.185,0,5.05867
76,141.939,0,8.55275
77,102.171,0,5.353
78,133.136,57.8406,7.98175
79,109.249,90.9091,5.6175
80,137.998,85.7143,8.04963
81,107.856,100,5.50229
82,129.095,100,7.53521
83,113.883,100,5.49992
84,136.161,85.7143,8.29471
85,107.101,100,6.06962
86,138.189,87.5,8.43896
87,105.751,100,7.44983
88,116.411,0,6.55813
89,20.4341,0,24.1402
90,39.0932,0,7.64
91,98.0207,0,7.88588
92,109.942,0,13.0775
93,69.9891,0,6.62337
94,110.773,0,23.163
95,40.8555,0,6.47217
96,114.818,0,23.1192
97,41.123,0,6.67937
98,108.909,0,23.2133
99,41.1061,0,6.86088
100,109.38,0,8.69763
101,102.106,0,13.3372
102,69.2747,0,6.05463
103,113.568,0,23.3773
104,40.7261,0,7.33525
105,102.405,0,10.7882
106,77.0927,0,10.1725
107,65.7311,0,15.9059
108,54.8046,0,14.1466
109,49.5757,0,36.1692
110,26.6035,0,17.3692
111,53.016,0,8.9285
112,97.1173,0,8.31683
113,104.831,0,12.622
114,72.7546,0,7.45729
115,101.229,0,8.7075
116,100.631,0,12.3773
117,73.9397,0,6.78029
118,111.45,0,6.54862
119,128.905,0,5.621
120,131.277,0,7.96325
121,109.535,0,5.995
122,121.857,0,7.33796
123,118.149,0,6.29663
124,133.22,0,8.00617
125,110.006,0,6.42438
0,131.913,0,8.00846
1,110.121,0,6.09171
2,138.161,0,8.36421
3,106.029,0,6.78662
4,125.736,0,7.85338
5,110.697,0,6.77579
6,122.176,0,6.61263
7,124.217,0,7.66704
8,113.048,0,6.48033
9,129.494,0,7.07
10,119.988,0,7.22996
11,119.455,0,6.66113
12,131.195,0,8.28492
13,106.002,0,5.872
14,138.344,0,8.13517
15,109.816,0,6.35246
16,134.347,0,8.17221
17,106.276,0,5.85846
18,145.464,0,8.65783
19,103.943,0,6.02475
20,143.798,0,8.89912
21,101.454,0,6.17496
22,138.38,0,8.173
23,108.173,0,6.20267
24,140.062,0,8.8415
25,101.601,0,5.80671
26,142.867,0,8.34942
27,106.655,0,6.91917
28,126.533,0,7.70908
29,113.507,0,7.03329
30,122.77,0,7.34404
31,119.639,0,6.63825
32,131.45,0,8.06137
33,108.123,0,6.43758
34,130.778,0,8.01675
35,110.972,0,6.31667
36,137.024,0,8.25025
37,106.682,0,5.67158
38,146.021,0,9.08021
39,99.6698,0,7.52604
40,115.622,0,9.70912
41,92.8272,0,10.2962
42,72.9977,0,5.308
43,136.587,0,8.15396
44,107.585,70.3504,5.51417
45,129.278,50,7.92521
46,112.111,0,6.70563
47,129.975,33.3333,7.92237
48,109.822,50,6.14558
49,134.347,71.4286,8.06283
50,109,37.5,6.95937
51,124.408,33.3333,7.38037
52,118.456,42.8571,14.403
53,64.5794,0,8.09575
54,20.0106,0,8.37987
55,104.596,0,7.21621
56,121.736,0,7.75196
57,114.692,0,6.9415
58,124.305,0,6.07487
59,139.105,0,8.57938
60,105.316,0,5.99908
61,144.333,0,9.14746
62,99.5043,0,5.31021
63,159.189,0,9.26
64,98.5643,0,5.53554
65,155.23,0,9.57379
66,94.7394,0,5.00821
67,162.936,0,9.24662
68,98.5874,0,5.79275
69,148.724,0,9.46475
70,95.9971,0,5.32725
71,153.368,0,8.55175
72,103.83,0,5.74925
73,146.942,0,9.21946
74,98.9923,0,6.3055
75,134.9,0,8.042
76,110.779,0,6.20167
77,140.711,0,8.85354
78,101.774,0,6.62071
79,128.109,0,7.79138
80,113.072,0,7.00633
81,121.977,0,7.36675
82,116.541,0,6.74479
83,123.166,0,7.504
84,118.832,0,11.567
85,79.2036,0,7.42712
86,116.102,0,10.9911
87,83.6052,0,5.29558
88,137.374,0,8.44883
89,104.81,0,4.9115
90,151.288,0,9.07025
91,100.66,0,5.83692
92,148.188,0,9.18625
93,99.4618,0,5.96513
94,142.228,0,8.55538
95,105.821,0,6.36775
96,137.069,0,8.6245
97,103.415,0,7.53775
98,114.912,0,6.44462
99,132.891,0,7.16963
100,121.609,0,7.54187
101,114.542,0,6.44662
102,131.516,0,8.12229
103,109.827,0,6.53508
104,131.335,0,7.93437
105,110.179,0,6.6735
106,127.262,0,7.62738
107,114.075,0,6.28229
108,134.908,0,8.37317
109,104.926,0,5.95962
110,137.392,0,8.01538
111,110.691,0,6.27462
112,135.905,0,8.48
113,104.528,0,7
114,121.258,0,6.91017
115,123.108,0,5.349
116,132.454,0,8.13921
117,108.006,0,6.51975
118,117.943,0,7.25962
119,120.388,0,7.768
120,112.805,0,23.1968
121,40.9424,0,8.33463
122,105.81,0,11.16
123,80.4092,0,10.502
124,83.7989,0,9.71671
125,90.5702,0,9.25288
0,93.6103,0,10.0367
1,88.8661,0,8.95337
2,99.1327,0,11.587
3,78.2403,0,9.15258
4,98.2503,0,7.75579
5,113.274,0,6.53088
6,130.024,0,7.61496
7,113.735,0,7.06171
8,124.89,0,7.13737
9,120.595,0,7.333
10,116.696,0,8.37496
11,104.315,0,5.6415
12,148.629,0,6.51388
13,130.696,0,8.16362
14,108.023,0,6.73962
15,126.67,0,7.626
16,115.75,0,6.17462
17,138.609,0,8.53504
18,103.293,0,6.48575
19,129.574,0,7.86637
20,112.902,0,5.77712
21,145.838,0,8.95512
22,100.357,0,6.31812
23,134.02,0,7.84075
24,111.723,0,4.70204
25,148.24,0,9.10212
26,98.857,62.4831,6.4745
27,130.46,66.6667,7.65133
28,113.827,66.6667,6.25604
29,135.326,0,8.355
30,104.837,0,5.74787
31,144.781,0,8.56925
32,103.897,0,7.39371
33,119.217,0,7.30237
34,118.846,0,6.26683
35,135.23,0,7.7665
36,21.6995,0,11.9634
37,77.3172,0,6.95967
38,123.631,0,7.24962
39,119.53,0,9.04904
40,97.6919,0,8.79133
41,98.1767,0,11.9282
42,76.0196,0,8.36717
43,104.476,0,5.77275
44,143.601,0,6.48542
45,127.262,0,7.78312
46,112.303,0,6.807
47,126.319,0,7.76271
48,111.932,0,5.69958
49,146.592,0,8.63171
50,104.445,0,6.51342
51,132.714,0,8.37575
52,105.247,0,5.67688
53,145.444,0,8.44275
54,105.385,0,6.25596
55,136.863,0,8.35258
56,104.774,0,5.68825
57,136.801,0,8.07167
58,109.119,0,6.84062
59,125.736,0,7.79987
60,112.165,0,6.21212
61,133.978,0,7.80713
62,109.902,0,9.11812
63,97.9886,0,22.0675
64,43.2376,0,6.37221
65,134.14,0,8.2685
66,107.299,0,5.84525
67,141.194,0,8.2575
68,106.791,0,6.46263
69,131.417,0,8.00696
70,108.492,0,5.86092
71,143.043,0,8.61963
72,104.737,0,6.34825
73,135.082,0,8.18163
74,107.003,0,5.64313
75,146.439,0,8.86575
76,101.498,0,6.56646
77,130.509,0,7.89892
78,110.179,0,5.60663
79,147.004,0,8.80262
80,101.803,0,6.4925
81,129.758,0,7.83125
82,110.313,0,6.75904
83,126.946,0,7.5175
84,117.646,0,6.8325
85,125.293,0,7.84046
86,111.208,0,6.48362
87,126.946,0,7.50329
88,117.336,0,6.49675
89,131.656,0,8.15667
90,107.773,0,6.175
91,136.249,0,8.57012
92,103.247,0,6.84954
93,120.574,0,6.76667
94,125.616,0,6.6205
95,127.177,0,7.91317
96,111.361,0,7.106
97,119.041,0,6.77917
98,124.084,0,4.62296
99,153.189,0,9.37442
100,97.7101,0,4.59508
101,153.043,0,9.24521
102,97.7056,0,5.11363
103,146.367,0,8.71442
104,100.868,0,6.647
105,124.527,0,7.18525
106,119.981,0,5.14808
107,140.015,0,8.53446
108,103.989,0,4.5695
109,152.854,0,9.09942
110,97.952,0,4.95829
111,150.972,0,8.85433
112,102.716,0,4.54025
113,153.177,0,9.38613
114,96.288,0,4.97892
115,154.817,0,9.11613
116,99.1843,0,4.88446
117,144.482,0,8.877
118,101.268,0,5.15646
119,143.67,0,8.52213
120,105.047,0,5.13513
121,137.545,0,8.466
122,104.118,0,5.33325
123,140.513,0,8.419
124,105.89,0,6.934
125,98.5041,0,7.45487
0,115.699,0,13.309
1,68.7884,0,6.41117
2,116.547,0,8.92858
3,98.6942,0,13.5688
4,68.4404,0,7.20604
5,104.346,0,8.00062
6,108.892,0,13.4538
7,68.8562,0,6.22558
8,121.828,0,7.37904
9,118.063,0,5.94271
10,128.699,60.6329,7.974
11,110.313,75,5.95721
12,121.722,50,7.08187
13,121.132,100,5.64925
14,130.08,100,7.68179
15,113.194,37.5,5.05867
16,142.537,42.8571,8.95375
17,102.23,30,5.93512
18,144.213,33.3333,17.5845
19,14.5978,87.037,8.85637
20,82.1092,0,10.1449
21,81.5505,0,7.37271
22,105.853,0,6.02012
23,144.233,0,4.72713
24,158.996,0,9.98825
25,92.1987,0,5.06658
26,155.945,0,9.35446
27,98.8756,0,4.6735
28,154.18,0,9.45025
29,96.9109,0,4.51133
30,166.732,0,9.5815
31,96.1555,0,4.188
32,169.892,0,10.2776
33,90.0916,0,4.18692
34,181.76,0,10.0872
35,92.1501,0,4.27437
36,163.61,0,9.97863
37,92.2393,0,4.25971
38,177.454,0,10.1483
39,91.6027,0,5.30721
40,141.146,0,6.7185
41,102.18,0,5.81658
42,144.991,0,8.6715
43,104.16,0,5.26871
44,162.721,0,9.94629
45,92.5731,0,5.54279
46,149.775,0,8.7865
47,101.764,0,5.80992
48,145.333,0,8.849
49,103.43,0,5.8375
50,149.179,0,9.10425
51,101.459,0,7.16
52,122.914,0,7.53721
53,117.897,0,7.79046
54,115.33,0,7.21871
55,125.128,0,6.46488
56,136.854,0,8.70525
57,105.258,0,5.39042
58,155.299,0,9.29504
59,99.684,0,5.401
60,162.469,0,10.0578
61,91.9723,0,5.19029
62,164.819,0,9.56696
63,97.1263,0,5.56196
64,157.067,0,9.57717
65,94.9453,0,5.15212
66,164.302,0,9.59671
67,96.5717,0,5.39863
68,161.668,0,9.88888
69,93.0744,0,5.20229
70,164.199,0,9.51721
71,97.1084,0,5.39638
72,161.618,0,9.90362
73,92.9671,0,5.49
74,156.317,0,9.21492
75,100.16,0,5.716
76,153.525,0,9.61121
77,95.6643,0,6.68
78,131.549,0,7.9105
79,114.837,0,6.8175
80,131.549,0,8.4865
81,107.502,0,6.00058
82,145.858,0,8.86563
83,103.665,0,5.76
84,150.636,0,9.54975
85,96.5362,0,5.39262
86,158.659,0,9.23058
87,99.7314,0,5.49917
88,159.068,0,9.78987
89,94.4493,0,5.24025
90,151.616,0,9.09433
91,101.302,0,5.627
92,155.968,0,9.62133
93,95.4205,0,5.6135
94,153.84,0,9.19692
95,100.304,0,6.31371
96,140.278,0,8.96175
97,102.37,0,7.68575
98,116.019,0,6.75933
99,131.582,0,7.00925
100,128.078,0,8.36512
101,108.38,0,5.91229
102,147.231,0,8.94158
103,103.105,0,5.52175
104,158.037,0,9.72025
105,94.8165,0,5.05304
106,168.23,0,9.74
107,95.2904,0,5.32771
108,163.687,0,9.97513
109,92.5568,0,7.54542
110,117.99,0,7.20475
111,123.799,0,6.22075
112,141.776,0,9.128
113,99.0531,0,6.6445
114,124.092,0,7.26425
115,118.229,0,7.12162
116,119.796,0,6.72925
117,122.554,0,5.93667
118,139.05,0,8.7075
119,102.963,0,5.54325
120,155.46,0,9.20175
121,99.25,0,5.25958
122,161.817,0,9.45179
123,97.8606,39.5954,5.39012
124,160.406,60,9.80375
125,93.95,54.5454,5.25229
0,161.493,50,9.42375
1,97.8423,36.3636,5.88825
2,148.251,40,9.19117
3,99.1843,50,9.93104
4,92.2555,45.4545,8.59037
5,21.1778,35.2941,7.78292
6,111.208,0,6.42517
7,132.883,0,7.62471
8,115.762,0,5.83775
9,148.02,0,9.13479
10,99.7599,0,6.14004
11,138.847,0,8.14975
12,107.008,0,5.40242
13,159.455,0,9.79675
14,94.0258,0,5.78296
15,146.654,0,8.68375
16,105.395,0,6.14313
17,141.814,0,8.97354
18,101.233,0,6.40596
19,135.318,0,8.21417
20,110.773,0,5.73313
21,150.593,0,9.43308
22,97.1804,0,5.59562
23,152.122,0,9.00988
24,102.051,0,5.30054
25,161.518,0,9.90763
26,92.9506,0,5.50183
27,152.299,0,9.01225
28,101.646,0,5.38
29,159.261,0,10.073
30,90.9039,0,6.0485
31,137.536,0,8.114
32,110.481,0,5.79388
33,146.367,0,14.8671
34,63.0836,0,11.8792
35,68.1779,0,15.6281
36,51.4714,0,11.9465
37,75.1506,0,12.2159
38,73.9006,0,9.47767
39,93.4143,0,8.74429
40,101.077,0,11.2
41,81.5441,0,8.00937
42,111.86,0,6.80538
43,131.681,0,6.68787
44,131.483,0,8.28575
45,107.646,0,5.4025
46,154.68,0,9.23425
47,99.703,0,5.725
48,148.629,0,9.38317
49,96.8304,0,4.97612
50,167.264,0,9.52038
51,96.9826,0,5.79304
52,149.732,0,9.42529
53,96.4296,0,5.0115
54,166.864,0,9.5415
55,96.6251,0,5.69275
56,151.748,0,9.47675
57,96.6786,0,4.9275
58,170.306,0,9.75637
59,94.6625,0,5.70467
60,151.857,0,9.39612
61,96.9916,0,5.04712
62,165.234,0,9.58342
63,96.741,0,5.90696
64,147.334,0,9.32487
65,98.3378,0,5.87921
66,146.449,0,8.7915
67,104.232,0,6.16521
68,141.623,0,8.92125
69,102.021,0,5.43429
70,156.038,0,9.18058
71,99.7694,0,6.05208
72,144.015,0,8.99483
73,101.214,0,5.18675
74,161.146,0,9.58221
75,96.5895,0,5.71012
76,150.097,0,9.40075
77,96.8125,0,5.07204
78,163.177,0,9.47125
79,97.4604,0,5.84921
80,146.716,0,9.27858
81,98.9223,0,5.6865
82,148.967,0,8.42288
83,102.681,0,6.342
84,136.409,0,8.51612
85,105.258,0,5.63588
86,146.204,0,8.71113
87,103.686,0,5.80854
88,147.251,0,9.07579
89,99.6272,0,5.18125
90,160.112,0,9.40613
91,97.8788,0,5.97175
92,144.991,0,9.01813
93,100.97,0,5.47213
94,156.434,0,9.16625
95,100.218,0,6.05875
96,142.431,0,9.03513
97,100.922,0,4.651
98,161.072,0,9.40546
99,98.117,0,4.80538
100,149.009,0,9.55363
101,96.1026,0,4.37563
102,172.406,0,9.72475
103,95.3684,0,4.33787
104,161.245,0,9.77054
105,93.9584,0,4.29175
106,175.965,0,10.1699
107,91.435,35.402,4.28004
108,165.13,20,9.883
109,92.6877,25,4.3315
110,176.558,28.5714,9.9635
111,93.2068,12.5,4.32312
112,159.431,25,9.755
113,94.6625,0,5.74
114,143.996,0,6.91342
115,21.2831,0,11.6451
116,78.5921,0,7.45225
117,111.113,0,6.45054
118,137.41,0,6.57796
119,130.485,0,8.53975
120,105.917,0,4.63437
121,164.87,0,9.64779
122,96.1732,0,4.31267
123,159.213,0,9.675
124,94.6625,0,4.38812
125,169.7,0,9.83975
0,94.0764,0,4.43325
1,160.088,0,9.76687
2,94.0849,0,6.0515
3,143.405,0,8.43917
4,105.385,0,5.542
5,155.529,0,9.54663
6,95.5858,0,5.61737
7,151.31,0,8.92679
8,101.665,0,5.3685
9,160.431,0,9.64971
10,95.2385,0,5.3685
11,159.334,0,9.45967
12,97.5238,0,6.05779
13,146.654,0,9.31725
14,98.1537,0,6.34483
15,135.65,0,8.02921
16,110.365,0,7.13671
17,124.756,0,7.44133
18,115.98,0,5.39258
19,158.347,0,9.46196
20,97.406,0,5.56867
21,156.738,0,9.68525
22,95.3338,0,5.1455
23,165.626,0,9.69204
24,95.8391,0,5.29163
25,164.974,0,10.0133
26,92.0611,0,5.21012
27,164.793,0,9.56917
28,96.9826,0,5.40971
29,161.717,0,9.78763
30,94.068,0,5.31163
31,161.568,0,9.6435
32,96.4119,0,5.89292
33,149.797,0,9.34663
34,98.4301,0,6.78292
35,129.183,0,8.02654
36,113.84,0,7.12654
37,126.38,0,7.98025
38,112.653,0,6.12612
39,143.131,0,8.69263
40,104.742,0,5.68538
41,154.634,0,9.58858
42,96.182,0,4.99662
43,169.453,0,9.79038
44,94.9281,0,5.288
45,164.276,0,9.88338
