Frame,FPS,CPU,GPU
24,121.786,0,7.17308
25,124.979,0,8.00338
26,114.774,0,5.29396
27,168.527,0,10.1938
28,92.288,0,5.74688
29,150.355,0,9.13958
30,101.175,0,4.68867
31,188.187,0,10.768
32,87.7323,0,5.8635
33,149.2,0,9.276
34,100.592,0,4.3575
35,192.541,0,10.9385
36,86.7596,0,3.98412
37,179.489,0,10.3643
38,90.3789,0,4.34762
39,195.849,0,10.8962
40,86.4448,0,4.01496
41,175.818,0,10.2581
42,91.3394,0,4.54
43,188.525,0,10.9979
44,85.696,0,4.81433
45,151.135,0,9.00525
46,103.125,0,4.92525
47,173.433,0,10.3948
48,90.7701,0,6.1525
49,141.279,0,8.7225
50,105.767,0,7.00579
51,21.0625,0,6.94054
52,129.839,0,10.6187
53,86.2174,0,5.30987
54,166.546,0,10.0569
55,93.5393,0,4.737
56,156.038,0,9.31029
57,98.2181,0,5.30513
58,165.286,0,10.0941
59,93.1736,0,4.90383
60,153.39,0,9.27363
61,99.9215,0,5.50437
62,157.823,0,9.89067
63,95.0486,0,6.47788
64,135.932,0,8.42746
65,108.571,0,8.00842
66,114.423,0,7.15063
67,127.378,0,7.11579
68,126.487,0,7.95237
69,114.975,0,5.73025
70,157.871,0,9.94304
71,94.7566,0,5.70538
72,153.931,0,9.272
73,99.9405,0,4.85908
74,182.424,0,10.7386
75,87.9825,0,5.16196
76,161.967,0,9.61983
77,94.9453,0,5.06283
78,173.261,0,12.0314
79,78.4275,0,7.24692
80,110.89,0,8.69608
81,70.6112,0,11.166
82,81.1843,0,6.18083
83,75.2207,0,15.1558
84,62.3114,0,8.53063
85,106.217,0,6.15467
86,146.163,0,5.37546
87,167.29,0,10.4047
88,90.9433,0,5.78888
89,151.924,0,9.24771
90,100.67,0,5.9395
91,152.854,0,9.70413
92,96.8751,0,5.97975
93,144.512,0,8.799
94,105.131,0,5.16175
95,173.433,0,10.519
96,90.0065,0,5.35629
97,162.57,0,9.67825
98,96.3942,0,4.789
99,185.065,0,10.7859
100,87.9678,0,4.94883
101,172.975,0,10.0369
102,92.0773,0,4.7585
103,185.261,0,10.7325
104,88.4277,0,5.37075
105,164.302,0,9.64804
106,95.8304,0,4.98179
107,178.633,0,10.6129
108,89.1495,0,5.99913
109,146.001,0,9.00908
110,103.024,0,5.6425
111,160.039,0,9.90588
112,94.9281,0,6.31608
113,141.127,0,8.75267
114,106.39,0,7.93854
115,116.483,0,7.53242
116,122.126,0,6.58225
117,134.571,0,8.53187
118,109.113,0,5.556
119,161.817,0,10.2305
120,91.8354,0,5.70258
121,146.654,0,8.805
122,104.963,0,5.02413
123,171.954,0,10.4266
124,90.723,35.488,5.18575
125,167.933,0,9.83546
0,95.2385,0,4.82325
1,183.896,0,10.781
2,87.8941,0,5.10783
3,170.667,0,9.94242
4,93.8911,0,5.02375
5,176.054,0,10.4275
6,89.8369,0,5.71912
7,155.207,0,9.34237
8,99.4476,0,5.37162
9,167.237,0,10.2548
10,92.1258,0,6.52825
11,133.136,0,8.36579
12,111.196,0,7.84683
13,117.712,0,7.58138
14,121.363,0,6.473
15,137.5,0,8.63937
16,108.034,0,5.1845
17,172.804,0,10.4925
18,90.0529,0,5.40854
19,161.767,0,9.63625
20,96.7143,0,4.81704
21,185.13,0,10.8909
22,86.961,0,5.13367
23,166.124,0,9.697
24,96.182,0,4.81712
25,185.523,0,10.9193
26,87.0477,0,5.26937
27,165.966,0,9.74725
28,95.673,0,4.82479
29,184.673,0,10.815
30,87.6296,0,5.31163
31,164.663,0,9.74817
32,95.6206,0,5.12225
33,174.704,0,10.5603
34,89.7753,0,6.25787
35,142.392,0,8.74825
36,106.519,0,7.08329
37,21.7927,0,7.91679
38,115.178,0,11.4983
39,82.061,0,6.99529
40,130.941,0,8.46912
41,109.432,0,6.45662
42,137.464,0,8.68946
43,107.612,0,5.49267
44,164.148,0,10.1357
45,93.0744,0,6.08538
46,143.248,0,8.74875
47,106.131,0,5.39875
48,166.072,0,10.2771
49,91.8836,0,5.86513
50,151.092,0,9.25113
51,101.37,0,5.49075
52,163.228,0,10.0615
53,93.8575,0,6.36312
54,141.356,0,8.74137
55,106.867,0,7.86767
56,117.343,0,7.6665
57,119.81,0,6.46587
58,138.701,0,8.73092
59,106.867,0,5.51713
60,163.126,0,10.1093
61,93.1571,0,6.00154
62,144.472,0,8.81975
63,103.471,0,5.15046
64,170.556,0,10.4148
65,90.1458,0,5.15267
66,168.527,0,9.68933
67,96.9467,0,4.84692
68,179.06,0,10.7224
69,88.383,0,4.9785
70,174.066,0,10.0514
71,93.1571,0,4.85183
72,182.488,0,10.7673
73,87.8646,0,5.7005
74,154.293,0,9.21579
75,100.805,0,5.316
76,168.636,0,10.3383
77,91.2917,0,5.90446
78,150.097,0,9.15279
79,102.041,0,5.56333
80,162.017,0,10.1178
81,93.3395,0,7.83162
82,116.508,0,6.97729
83,130.226,0,5.82387
84,155.667,0,10.0805
85,91.1647,0,5.86775
86,149.754,0,8.80538
87,105.491,0,4.95158
88,180.106,0,10.594
89,89.5453,0,5.69413
90,157.538,0,9.56996
91,96.8751,0,4.56637
92,191.137,0,10.9762
93,85.71,0,4.99267
94,172.293,0,9.88417
95,93.9416,0,4.76596
96,185.852,0,10.9189
97,86.5733,0,5.21975
98,166.652,0,9.71087
99,96.288,0,4.88371
100,182.234,0,10.6937
101,88.0564,0,5.38987
102,160.382,0,9.45825
103,98.4763,0,5.32479
104,168.419,0,10.2808
105,91.9642,0,6.25321
106,143.209,0,8.946
107,103.819,0,8.05013
108,114.9,0,7.03946
109,129.23,0,6.83887
110,133.577,0,8.55446
111,107.923,0,6.20708
112,147.479,0,9.47525
113,98.9409,0,5.67267
114,154.931,28.9277,9.468
115,98.4948,16.6667,5.02092
116,177.124,0,10.5117
117,89.9293,30,5.21533
118,164.354,60,9.55779
119,96.0938,0,4.99337
120,179.489,0,10.6546
121,88.742,33.3333,5.24546
122,167.077,25,9.91583
123,94.0427,11.1111,4.96063
124,178.877,0,10.3053
125,90.9591,0,5.45975
0,161.867,0,9.75542
1,95.5161,0,5.2315
2,171.001,0,10.2423
3,92.2717,0,6.48996
4,139.179,0,8.74554
5,105.661,0,8.03417
6,114.824,0,7.08258
7,128.66,0,6.49933
8,138.737,0,8.86821
9,104.481,0,5.60154
10,161.618,0,9.95167
11,94.6027,0,5.35054
12,165.809,0,9.942
13,93.8071,0,4.79329
14,184.479,0,10.6374
15,89.104,0,5.022
16,173.147,0,10.2691
17,91.2281,0,4.62775
18,191.556,0,10.9521
19,86.3879,0,5.438
20,160.039,0,9.53004
21,97.9245,0,4.76825
22,186.116,0,10.7338
23,88.383,0,5.2265
24,170.778,0,10.1636
25,92.2068,0,8.5985
26,108.683,0,7.75996
27,21.5845,0,10.1552
28,91.435,0,6.91087
29,132.53,0,8.76917
30,106.282,0,6.27438
31,141.93,0,8.86404
32,105.131,0,5.71962
33,158.347,0,9.80779
34,96.0234,0,5.38487
35,163.635,0,9.60725
36,95.4987,0,4.78954
37,185.523,0,10.8296
38,87.1489,0,5.01075
39,174.066,0,10.0913
40,92.3042,0,4.85971
41,183.061,0,10.5522
42,89.6525,0,5.84321
43,154.566,0,9.3765
44,98.736,0,5.30108
45,168.149,0,10.2094
46,92.1096,0,5.95092
47,148.188,0,9.03238
48,102.641,0,5.80192
49,156.224,0,9.88846
50,95.3251,0,6.25325
51,143.248,0,8.95017
52,103.943,0,8.11763
53,112.653,0,7.16008
54,126.64,0,25.2743
55,38.1079,0,15.8757
56,45.8775,0,9.15108
57,99.7884,0,7.52117
58,118.994,0,6.4635
59,140.109,0,8.98925
60,103.288,0,6.56833
61,136.89,0,8.75804
62,105.11,0,5.66437
63,153.75,0,9.19392
64,101.567,0,5.38725
65,166.758,0,10.254
66,92.0773,0,6.30579
67,138.921,0,8.58529
68,108.548,0,6.30688
69,144.751,0,9.43108
70,99.5232,0,7.78263
71,116.976,0,6.98071
72,130.55,0,6.91667
73,132.463,0,8.84958
74,105.874,0,5.96812
75,149.285,0,9.18363
76,102.002,0,5.23612
77,170.889,0,10.6169
78,88.9528,0,5.74554
79,152.409,0,9.1325
80,102.121,0,5.35175
81,167.504,0,10.3562
82,91.3712,0,5.55642
83,157.161,0,9.19375
84,100.631,0,5.37554
85,166.971,0,10.3317
86,91.4988,0,5.626
87,157.349,0,9.41833
88,98.8849,0,5.53275
89,163.025,0,10.1875
90,92.4344,0,5.56462
91,158.109,0,9.43688
92,99.2594,0,5.39012
93,166.124,0,10.2784
94,91.9481,0,6.50488
95,136.747,0,8.49996
96,109.455,0,8.04662
97,114.423,0,7.21229
98,126.885,0,6.246
99,142.625,28.7466,9.06612
100,103.247,12.5,5.40662
101,165.914,50,10.2845
102,91.4669,0,5.65571
103,156.785,0,9.30825
104,100.708,0,4.978
105,178.816,0,10.8496
106,87.1779,0,5.08521
107,168.581,0,9.87108
108,94.8423,0,4.61875
109,190.928,0,10.9425
110,86.7165,0,5.10429
111,170.667,0,9.90846
112,94.8423,0,5.06838
113,176.647,0,10.6469
114,88.8323,0,5.22642
115,167.718,0,9.828
116,95.4292,0,5.07021
117,174.763,0,10.4941
118,89.9293,0,5.80258
119,153.84,0,9.34717
120,100.093,0,5.50725
121,163.84,0,10.1524
122,92.8601,0,6.51904
123,135.405,0,8.40837
124,110.609,0,7.93233
125,116.25,0,7.60437
0,120.748,0,6.28779
1,142.161,0,8.81904
2,105.746,0,5.29038
3,169.672,0,10.3617
4,91.1805,0,5.26846
5,164.354,0,9.74258
6,96.3057,0,4.80075
7,183.832,0,10.9633
8,86.4591,0,5.09246
9,170.778,0,9.77375
10,95.6032,0,6.98783
11,16.9376,0,6.8285
12,132.597,0,5.31246
13,167.611,0,10.3984
14,90.896,0,5.75971
15,154.566,0,9.269
16,101.019,0,5.74125
17,157.067,0,10.0034
18,93.9584,0,6.52787
19,135.896,0,8.34008
20,110.937,0,5.45104
21,164.663,0,10.16
22,92.565,0,5.52675
23,158.779,0,9.49988
24,97.9611,0,4.86742
25,178.329,0,10.662
26,88.742,0,5.37079
27,163.942,0,9.702
28,96.8035,0,4.93425
29,179.674,0,10.8561
30,87.3231,0,5.53704
31,159.358,0,9.38638
32,99.9024,0,5.28467
33,169.563,0,10.4325
34,90.5193,0,5.63475
35,156.972,0,9.51488
36,98.3286,0,5.77879
37,152.854,0,9.73779
38,96.2349,0,8.71525
39,105.576,0,5.8465
40,152.587,0,5.18638
41,173.376,0,10.7344
42,87.9678,0,5.61912
43,158.109,0,9.51458
44,98.5504,0,5.04121
45,176.885,0,10.6535
46,88.742,0,6.01487
47,147.107,0,8.909
48,104.398,0,5.37867
49,166.546,0,10.2467
50,92.2068,0,5.14908
51,170.003,0,9.9445
52,94.5344,0,4.90933
53,179.797,0,10.7322
54,88.2937,0,5.28008
55,166.441,0,9.91363
56,94.9453,0,5.19967
57,171.898,0,10.5931
58,88.9227,0,6.19592
59,143.877,0,8.58604
60,108.056,0,5.3075
61,169.016,0,10.3987
62,90.896,0,6.02871
63,148.945,0,9.11413
64,102.6,0,7.92012
65,116.353,0,7.62229
66,120.526,0,6.27413
67,143.405,0,8.80196
68,105.831,0,5.11192
69,174.646,0,10.578
70,89.4689,0,6.28158
71,142.78,0,8.7345
72,105.618,0,6.17837
73,146.942,0,9.45854
74,99.0718,0,5.86679
75,149.455,0,9.24467
76,101.136,0,5.51712
77,158.875,0,9.87083
78,95.3251,0,5.5745
79,159.068,0,9.44125
80,98.6988,0,5.336
81,167.826,0,10.2823
82,91.7229,0,5.86617
83,151.792,0,9.18167
84,101.803,0,5.90225
85,153.39,0,9.89812
86,95.0141,0,6.80363
87,132.062,31.0038,8.04825
88,114.624,0,7.80687
89,117.553,42.8571,7.77267
90,119.156,33.3333,6.59158
91,124.239,44.4444,7.69987
92,119.7,0,5.64175
93,160.039,0,10.0553
94,93.6898,0,5.714
95,155.575,0,9.42937
96,99.3346,0,5.4775
97,164.045,0,10.0682
98,93.3894,0,5.23896
99,165.809,0,9.78554
100,95.4292,0,4.89792
101,180.914,0,10.8548
102,87.0621,0,5.43908
103,159.941,0,9.3455
104,99.8644,0,5.01621
105,178.087,0,10.6194
106,88.9227,0,5.70962
107,155.575,0,9.543
108,98.1078,0,5.37246
109,166.019,0,10.1532
110,92.6631,0,5.82237
111,153.39,0,9.24471
112,101.214,0,5.79312
113,156.038,0,10.0321
114,93.8911,0,8.07362
115,113.188,0,7.08558
116,127.813,0,7.30125
117,126.334,0,8.03825
118,115.38,0,6.11721
119,147.107,0,8.98188
120,103.655,0,5.17267
121,173.147,0,10.4796
122,90.2389,0,5.24888
123,167.504,0,9.73287
124,96.1643,0,7.17304
125,16.4995,0,10.2133
0,91.8836,0,11.3091
1,83.5386,0,7.84067
2,115.993,0,7.17812
3,127.131,0,8.00054
4,114.624,0,7.41738
5,122.784,0,6.31038
6,141.776,0,8.799
7,105.491,0,5.02338
8,174.53,0,10.603
9,88.4725,0,7.42838
10,121.758,0,7.3635
11,124.062,0,5.79338
12,154.931,0,9.78408
13,95.7779,0,7.24196
14,125.188,0,7.74687
15,117.977,0,5.63338
16,158.683,0,10.0035
17,94.0596,0,8.19175
18,112.267,0,6.83362
19,133.747,0,5.2955
20,167.826,0,10.2631
21,91.6908,0,7.23267
22,125.849,0,7.82196
23,115.993,0,5.76438
24,153.301,0,9.95667
25,93.7903,0,8.04242
26,111.646,0,23.214
27,41.3999,0,12.6101
28,73.5327,0,8.34538
29,72.4155,0,8.56112
30,104.648,0,11.9335
31,78.2753,0,7.56808
32,120.415,0,7.84987
33,116.872,0,6.60021
34,134.571,0,8.31463
35,111.551,0,5.85125
36,153.84,0,9.69896
37,96.5895,0,5.12962
38,169.672,0,10.0199
39,93.456,0,5.21637
40,169.672,0,10.2768
41,91.435,0,5.024
42,172.918,0,9.96562
43,94.1948,0,5.25383
44,169.563,0,10.3192
45,91.1805,0,5.27317
46,166.124,0,9.8365
47,95.3598,0,5.28375
48,166.335,0,10.1822
49,92.0449,0,5.78512
50,151.179,0,9.0685
51,102.641,0,6.13963
52,146.859,0,9.37638
53,99.8264,0,7.98092
54,112.799,0,6.78829
55,132.933,0,6.51212
56,139.513,0,9.0475
57,102.36,0,5.79771
58,149.2,0,9.16058
59,100.902,0,5.81354
60,153.75,0,9.49387
61,97.888,0,5.61225
62,150.918,0,9.32537
63,99.7504,0,5.53958
64,157.067,0,9.58813
65,96.9109,0,5.34067
66,163.228,0,9.79237
67,95.464,0,5.43575
68,161.121,0,9.85179
69,94.7737,0,5.75279
70,150.918,0,9.408
71,98.8104,38.4516,6.01004
72,149.54,20,9.15937
73,101.292,20,5.98021
74,146.123,25,8.91688
75,103.328,14.2857,6.26875
76,143.326,0,9.12113
77,101.764,0,8.57904
78,105.576,0,6.12042
79,146.531,0,5.80258
80,155.299,0,10.0249
81,93.8239,0,6.39196
82,140.409,0,8.8285
83,105.491,0,5.96192
84,150.054,0,9.37788
85,99.1467,0,5.14925
86,165.914,0,9.56325
87,94.8423,0,5.56437
88,157.161,0,9.74483
89,95.7779,0,5.51875
90,154.384,0,9.19242
91,99.9405,0,5.39075
92,164.663,0,10.0301
93,93.456,0,4.71379
94,161.717,0,9.60867
95,96.2703,0,5.46875
96,159.165,0,9.80296
97,95.4987,0,5.06187
98,150.484,0,9.31662
99,99.4854,0,5.68517
100,158.395,0,9.65183
101,96.4119,0,5.96137
102,143.326,0,8.80513
103,105.11,0,8.04696
104,113.335,0,6.97062
105,130.29,0,7.43663
106,122.041,0,8.04838
107,114.724,0,7.03317
108,16.9651,0,24.0055
109,40.4169,0,7.99563
110,113.778,0,6.5045
111,138.116,0,5.73462
112,158.013,0,10.0842
113,92.9589,0,7.05667
114,128.818,0,7.90396
115,116.25,0,6.58629
116,139.142,0,9.04421
117,102.681,0,7.24487
118,125.488,0,7.74438
119,117.133,0,5.93067
120,152.321,0,9.80037
121,95.464,0,6.73029
122,133.001,0,8.0325
123,112.896,0,5.55254
124,160.529,0,10.0392
125,93.4227,0,5.77929
0,151.968,0,9.106
1,102.48,0,4.92825
2,180.914,0,10.6825
3,88.5622,0,5.00113
4,175.582,0,10.3219
5,90.9906,0,4.79404
6,179.674,0,10.529
7,89.1646,0,4.90788
8,145.555,0,8.83058
9,104.607,0,4.878
10,180.54,0,10.692
11,87.7323,0,5.57137
12,155.575,0,9.27413
13,100.825,0,5.09796
14,175.23,0,10.4712
15,90.0838,0,6.04892
16,147.77,0,9.05433
17,102.641,0,5.61746
18,160.333,0,9.95571
19,94.5685,0,6.24929
20,144.352,0,8.95562
21,104.108,0,7.90563
22,116.664,0,7.52338
23,121.588,0,6.38788
24,141.241,0,8.80717
25,105.661,0,5.3675
26,166.971,0,10.2691
27,91.8193,0,5.40167
28,159.358,0,9.5605
29,98.2181,0,4.90504
30,181.039,0,10.6827
31,88.383,0,4.89612
32,178.938,0,10.2818
33,91.4988,0,4.81763
34,184.479,0,10.7711
35,87.7029,0,5.26879
36,167.611,0,9.81812
37,94.6368,0,5.0525
38,174.414,0,10.4705
39,90.1458,0,6.29308
40,140.109,0,8.67004
41,107.173,0,5.61037
42,160.825,0,9.98138
43,94.5004,0,6.15683
44,146.367,0,8.98817
45,103.655,0,7.92437
46,116.353,0,7.53358
47,121.871,0,6.31092
48,142.858,0,8.91987
49,104.44,0,5.36167
50,167.933,0,10.4027
51,90.8645,0,5.59075
52,155.76,0,9.307
53,99.7884,0,4.70696
54,186.05,0,10.9422
55,86.4021,0,5.10125
56,169.782,0,9.92062
57,94.7394,0,4.51692
58,195.048,26.0026,10.9435
59,86.4306,27.2727,4.99913
60,175.7,66.6667,10.2367
61,91.8193,12.5,4.997
62,177.005,0,10.432
63,90.1768,0,5.225
64,167.826,0,9.96562
65,94.3303,0,5.084
66,174.996,0,10.5399
67,89.6219,0,6.44163
68,137.464,0,8.509
69,109.09,0,7.88613
70,116.976,0,7.54362
71,121.701,0,6.41337
72,140.635,0,8.80987
73,105.491,0,5.23767
74,171.001,0,10.3158
75,91.4988,0,5.1065
76,172.918,0,10.1486
77,92.8272,0,4.60646
78,189.137,0,10.855
79,87.1489,0,4.85117
80,180.789,0,10.4129
81,90.6759,0,4.57775
82,193.464,0,11.1838
83,84.8088,0,5.213
84,167.29,0,9.75425
85,95.9883,0,4.56575
86,192.188,0,10.9515
87,86.4306,0,4.94583
88,177.364,0,10.2521
89,91.7871,0,4.86362
90,182.679,0,10.7686
91,87.9973,0,5.18813
92,169.892,0,9.953
93,94.4663,0,6.98913
94,16.2389,0,8.37892
95,109.592,0,11.999
96,79.2934,0,7.41142
97,122.842,0,7.85696
98,116.768,0,6.399
99,141.853,0,9.067
100,102.36,0,5.66413
101,157.161,0,9.39904
102,98.8104,0,5.74125
103,157.067,0,10.0125
104,94.1271,0,6.34238
105,140.109,0,8.5875
106,108.458,0,6.43238
107,141.776,0,9.09175
108,102.721,0,7.07717
109,128.25,0,8.09196
110,114.724,0,5.97771
111,151.879,0,9.604
112,97.7784,0,5.93213
113,151.092,0,9.20779
114,101.058,0,5.046
115,176.885,0,10.6608
116,88.682,0,5.89267
117,149.37,0,9.15375
118,102.041,0,5.57258
119,159.844,0,9.99929
120,93.6229,0,5.76375
121,152.587,0,13.5159
122,70.1107,0,5.62733
123,133.068,0,9.13292
124,100.786,0,13.3962
125,58.975,0,9.37438
0,87.2069,0,7.32837
1,120.804,0,7.03492
2,126.152,0,7.42037
3,123.304,0,8.31763
4,110.984,0,5.98375
5,148.02,0,8.89133
6,104.607,0,5.99354
7,151.616,0,9.6175
8,97.7056,0,5.96112
9,150.657,0,9.16313
10,100.747,0,5.14687
11,173.032,0,10.344
12,91.1805,0,6.12071
13,147.024,0,9.06033
14,99.7504,0,5.28833
15,169.453,0,10.1245
16,93.0579,0,5.35767
17,160.825,0,9.58775
18,97.888,0,5.04379
19,176.054,0,10.5132
20,89.7446,0,5.19417
21,169.344,0,9.98196
22,94.1609,0,4.997
23,178.087,0,10.5763
24,89.347,0,5.56838
25,159.941,0,9.6565
26,97.1623,0,5.76358
27,156.411,0,9.76742
28,96.1643,0,5.92775
29,151.092,0,9.18283
30,101.058,0,6.36875
31,142.858,0,9.28808
32,100.747,0,8.191
33,111.361,0,6.55596
34,138.189,0,6.06433
35,149.711,0,9.65325
36,97.2344,0,6.28279
37,143.405,0,8.91763
38,104.357,0,5.23192
39,171.448,0,10.3566
40,91.0855,0,5.26583
41,168.257,0,9.95571
42,94.5344,0,4.86538
43,178.451,35.2865,10.7208
44,88.264,27.2727,4.97983
45,174.996,0,10.0499
46,93.7233,0,4.84633
47,183.574,0,10.7484
48,87.6443,0,5.10471
49,173.261,0,10.1245
50,93.0579,0,5.01371
51,177.604,0,10.4555
52,89.8677,0,5.44438
53,163.025,0,9.77725
54,96.1291,0,5.29504
55,169.672,0,10.3121
56,91.5627,0,6.2875
57,142.083,0,8.83658
58,104.984,0,7.835
59,117.765,0,7.711
60,119.373,0,6.50312
61,138.116,0,8.47558
62,109.136,0,5.18188
63,172.463,0,10.3883
64,90.8015,0,5.07575
65,173.376,0,10.1512
66,92.6631,0,4.68617
67,189.274,0,10.9058
68,86.9178,0,4.91308
69,179.182,0,10.3815
70,90.896,0,4.51087
71,195.338,0,11.1856
72,84.8362,0,4.94812
73,177.244,0,10.1335
74,92.9259,0,4.66108
75,189.547,0,10.958
76,86.5162,0,4.90996
77,176.528,0,10.1906
78,92.4996,0,7.0305
79,16.8636,0,6.51717
80,138.116,0,5.34662
81,167.184,0,10.498
82,90.1148,0,5.62913
83,156.597,0,9.40462
84,99.3723,0,5.02225
85,176.647,0,10.4447
86,90.2389,0,4.8955
87,177.845,0,10.3115
88,91.1488,0,4.5995
89,191.626,0,10.923
90,86.7452,0,4.81558
91,180.168,0,10.356
92,90.833,0,4.63996
93,188.729,0,10.999
94,86.2032,0,4.97546
95,175.23,0,10.0716
96,93.4227,0,4.90442
97,181.164,0,10.6559
98,88.8323,0,5.17288
99,169.563,0,10.0024
100,93.7568,0,5.57713
101,161.319,0,9.95325
102,94.2964,0,6.26662
103,143.641,0,8.88
104,103.943,0,8.31262
105,110.516,0,6.91087
106,131.007,0,7.86388
107,114.925,0,7.02338
108,127.564,0,6.31108
109,144.831,0,9.458
110,99.1843,0,5.79492
111,151.005,0,9.11012
112,102.161,0,4.87813
113,181.792,0,10.6755
114,88.7721,0,5.11358
115,171.224,0,10.1479
116,92.7943,0,4.98638
117,176.528,0,10.425
118,90.4881,0,5.51829
119,160.333,0,9.67587
120,96.6608,0,5.32575
121,168.149,0,10.3306
122,91.3394,0,5.83854
123,153.121,0,9.18429
124,101.803,0,5.957
125,152.321,0,9.6195
0,97.6328,0,7.93179
1,115.026,0,6.99433
2,130.29,0,5.74579
3,157.444,0,10.1052
4,92.9259,0,5.59637
5,157.255,0,9.484
6,98.9596,0,5.21696
7,171.673,0,10.3291
8,91.0222,0,5.36
9,165.599,0,9.82846
10,95.6032,0,5.08763
11,175.23,0,10.5254
12,89.4689,0,5.49787
13,159.455,0,9.75513
14,96.0938,0,5.03813
15,176.172,0,10.2637
16,91.435,0,5.38325
17,165.914,0,10.0079
18,92.6304,0,5.68762
19,154.475,0,9.5585
20,95.5335,0,6.89208
21,126.823,0,7.36542
22,119.755,0,6.02012
23,148.104,0,9.38313
24,99.3346,0,6.52187
25,137.105,0,8.30138
26,111.551,0,8.066
27,114.624,0,7.32554
28,124.18,0,6.66433
29,135.265,0,8.56913
30,108.324,0,5.46962
31,164.56,29.7332,10.0887
32,93.2233,22.2222,5.03308
33,174.298,0,10.2893
34,91.6267,0,4.806
35,184.999,20,10.7246
36,88.0564,20,5.1385
37,169.892,80,9.88775
38,95.0486,0,4.9025
39,181.54,0,10.8533
40,87.0621,0,5.12671
41,169.672,0,9.98583
42,94.2625,0,4.99192
43,178.451,0,10.5731
44,89.4079,0,5.27546
45,167.077,0,9.717
46,96.3765,0,5.12196
47,174.298,0,10.5521
48,89.3165,0,5.75304
49,154.749,0,9.50175
50,98.9223,0,5.67287
51,159.068,0,9.87933
52,94.9109,0,8.09487
53,112.605,0,6.608
54,136.818,0,6.23046
55,146.367,0,9.59171
56,97.6328,0,6.19129
57,145.474,0,9.09542
58,102.6,0,5.39717
59,166.335,0,10.0247
60,93.7233,0,5.20775
61,168.365,0,10.1198
62,92.9259,0,5.044
63,176.172,0,10.4356
64,90.1768,0,5.25204
65,167.504,0,9.81321
66,95.1866,0,7.017
67,16.2198,0,9.18333
68,100.902,0,10.8901
69,85.9207,0,7.12038
70,127.875,0,8.31938
71,111.551,0,5.71283
72,157.728,0,9.90012
73,95.0141,0,5.77208
74,153.48,0,9.26754
75,100.902,0,5.00637
76,178.208,0,10.53
77,89.3774,0,5.06383
78,174.298,0,10.1775
79,92.3693,0,4.72896
80,186.447,0,10.7571
81,87.8204,0,4.83413
82,182.298,0,10.4834
83,90.0838,0,5.48529
84,163.942,0,10.0387
85,93.6898,0,4.98462
86,175.7,0,10.1458
87,92.142,0,4.99683
88,177.604,0,10.7356
89,87.6443,0,5.88754
90,149.03,0,10.2315
91,90.8015,0,6.30975
92,114.224,0,10.089
93,90.4881,0,38.09
94,25.5576,0,15.5377
95,47.8278,0,8.35929
96,104.44,0,9.94508
97,73.9475,0,11.6751
98,80.4616,0,7.9035
99,114.473,0,14.0595
100,68.1956,0,9.30987
101,99.9024,0,7.10837
102,127.008,0,7.64987
103,118.94,0,5.75071
104,156.597,0,9.90963
105,95.0141,0,6.81133
106,132.262,0,8.35492
107,111.456,0,6.37288
108,143.248,0,9.2855
109,100.4,0,7.29325
110,124.18,0,7.65875
111,120.581,0,5.62313
112,160.431,0,10.0352
113,93.4893,0,6.38225
114,139.885,0,8.70804
115,107.392,0,5.19812
116,172.35,0,10.3685
117,90.8645,0,5.22321
118,167.077,0,9.92821
119,94.2964,0,4.93246
120,180.54,0,10.6826
121,88.2343,0,5.46163
122,158.875,0,9.50296
123,98.5504,0,4.7865
124,185.13,0,10.7978
125,87.6736,0,5.12546
0,169.453,0,10.0193
1,93.4893,0,4.93625
2,180.416,0,10.573
3,89.3165,0,5.17396
4,167.397,0,9.91192
5,94.5685,0,5.39525
6,166.335,0,10.1381
7,92.7287,0,6.00379
8,146.695,0,9.02738
9,103.41,0,5.83012
10,155.299,34.4782,9.832
11,94.6027,37.5,8.01513
12,113.139,37.5,6.57892
13,137.32,25,6.06938
14,150.054,57.1429,9.75187
15,96.4829,0,5.58388
16,157.067,0,9.47175
17,98.2917,0,5.32746
18,168.041,0,10.216
19,92.2068,0,4.91067
20,176.647,0,10.3105
21,91.3712,0,4.67308
22,189.001,0,10.8918
23,86.889,0,5.353
24,161.518,0,9.61063
25,97.2705,0,4.78667
26,185.392,0,10.8039
27,87.5857,0,5.094
28,170.889,0,10.0233
29,93.556,0,4.93254
30,178.938,0,10.5987
31,89.1646,0,5.28275
32,164.457,0,9.7175
33,96.0234,0,5.63829
34,160.235,0,9.892
35,94.9453,0,6.24142
36,142.392,0,8.81483
37,105.321,0,7.985
38,115.33,0,7.41963
39,123.13,0,6.52029
40,137.608,0,8.6415
41,107.48,0,5.51775
42,162.721,0,10.0374
43,93.556,0,5.31392
44,161.817,0,9.691
45,96.554,0,10.0946
46,15.8558,0,9.45096
47,98.1445,0,9.47388
48,98.1813,0,7.95813
49,114.925,0,6.97525
50,131.797,0,6.73262
51,135.896,0,9.04163
52,103.206,0,6.82446
53,131.797,0,8.28562
54,112.219,0,5.81017
55,155.76,0,9.734
56,96.3057,0,6.81529
57,131.466,0,8.27087
58,111.979,0,5.57875
59,161.22,0,10.0151
60,93.6229,0,7.13546
61,125.789,0,7.85721
62,117.343,0,5.64979
63,154.475,0,10.2146
64,91.6908,0,7.62021
65,118.617,0,6.92137
66,132.129,0,5.89475
67,152.943,0,9.49187
