example,regime,stabilization,nx,time_idx,l2_error,order
example2,diffusion,none,32,0,0.005396583828336038,
example2,diffusion,none,32,71,0.005144802763067192,
example2,diffusion,none,32,142,0.005201849859441726,
example2,diffusion,none,32,214,0.005215893991440402,
example2,diffusion,none,32,285,0.005219353079770528,
example2,diffusion,none,32,357,0.005220225156857378,
example2,diffusion,none,32,428,0.005220437483569417,
example2,diffusion,none,32,500,0.005220490847161638,
example2,diffusion,none,64,428,0.0013351789404632609,1.9671376080965093
example2,diffusion,none,64,357,0.0013350917365241798,1.9671731584791876
example2,diffusion,none,64,285,0.0013347334413988015,1.9673193498139674
example2,diffusion,none,64,500,0.0013352008504138233,1.9671286812588127
example2,diffusion,none,64,142,0.0013275352497455646,1.9702745903996073
example2,diffusion,none,64,71,0.001304771838488713,1.9793182202780712
example2,diffusion,none,64,0,0.0013596629891850518,1.9887973300461477
example2,diffusion,none,64,214,0.001333311538934456,1.967900631248272
example2,diffusion,none,128,500,0.0003552214775982256,1.9102660602258115
example2,diffusion,none,128,428,0.00035520790318956043,1.9102975182579875
example2,diffusion,none,128,285,0.0003549319849959332,1.910937156095619
example2,diffusion,none,128,357,0.0003551538786872346,1.9104227290546907
example2,diffusion,none,128,142,0.00035050646312132834,1.9212372171020038
example2,diffusion,none,128,71,0.00033736782763285806,1.9514032433792359
example2,diffusion,none,128,0,0.0003399637094700381,1.9997964498274459
example2,diffusion,none,128,214,0.0003540527381120626,1.9129777382555544
example2,diffusion,none,256,428,9.376957500435353e-05,1.9214718822976617
example2,diffusion,none,256,0,8.249449323282298e-05,2.0430110261673904
example2,diffusion,none,256,71,8.578098360857096e-05,1.975592636774067
example2,diffusion,none,256,142,9.162671901511911e-05,1.935600781768078
example2,diffusion,none,256,214,9.324208800156007e-05,1.9249110570162005
example2,diffusion,none,256,285,9.364353178043219e-05,1.922291337883091
example2,diffusion,none,256,357,9.374489299541736e-05,1.9216322382238038
example2,diffusion,none,256,500,9.3775777087834e-05,1.9214315951838874
