example,regime,stabilization,nx,time_idx,l2_error,order
example3,transition,bubble,32,0,0.008991683640911848,
example3,transition,bubble,32,71,0.007323274475300623,
example3,transition,bubble,32,142,0.006706586208987343,
example3,transition,bubble,32,214,0.006470515221858606,
example3,transition,bubble,32,285,0.006532121753729016,
example3,transition,bubble,32,357,0.0679605583849681,
example3,transition,bubble,32,428,0.023181347752354073,
example3,transition,bubble,32,500,0.00015682605540928154,
example3,transition,bubble,64,428,0.0157868326776283,0.5542426949766787
example3,transition,bubble,64,357,0.04341330311212484,0.6465605116163314
example3,transition,bubble,64,285,0.0029509498251199546,1.1463722909836904
example3,transition,bubble,64,500,0.00011709766132045254,0.4214530091830937
example3,transition,bubble,64,142,0.002344797057660155,1.5161155288737784
example3,transition,bubble,64,71,0.0021290141098728446,1.7823033576921061
example3,transition,bubble,64,0,0.002283628351197565,1.9772633987755632
example3,transition,bubble,64,214,0.0025601040676930366,1.3376781362958368
example3,transition,bubble,128,500,7.514162247592594e-05,0.640028090113402
example3,transition,bubble,128,428,0.009590741268590313,0.7190075208036232
example3,transition,bubble,128,285,0.0013376798280744279,1.1414465407761303
example3,transition,bubble,128,357,0.02604758704883862,0.7369874617688427
example3,transition,bubble,128,142,0.0008964306941346028,1.3871991095486897
example3,transition,bubble,128,71,0.0006941072847386867,1.6169549357630504
example3,transition,bubble,128,0,0.0005721403004474323,1.99688700489536
example3,transition,bubble,128,214,0.001037879027948348,1.3025641593590942
example3,transition,bubble,256,428,0.004555187537499073,1.0741318743417572
example3,transition,bubble,256,0,0.00013890453617382292,2.0422752547250567
example3,transition,bubble,256,71,0.00020492212715213102,1.7600828977106753
example3,transition,bubble,256,142,0.0002817459064362969,1.6697973988946677
example3,transition,bubble,256,214,0.0003319436560522515,1.6446280121674144
example3,transition,bubble,256,285,0.0004998622340274113,1.420130413461264
example3,transition,bubble,256,357,0.012384039210954092,1.0726677882801487
example3,transition,bubble,256,500,3.678430485188865e-05,1.0305219397027892
