example,regime,stabilization,nx,time_idx,l2_error,order
example3,diffusion,bubble,32,0,0.008991683640911848,
example3,diffusion,bubble,32,71,2.3310666965998803,
example3,diffusion,bubble,32,142,4.33715665057844,
example3,diffusion,bubble,32,214,6.194337690579438,
example3,diffusion,bubble,32,285,7.861681279412718,
example3,diffusion,bubble,32,357,9.398860519328512,
example3,diffusion,bubble,32,428,10.775904571785452,
example3,diffusion,bubble,32,500,12.044033515219237,
example3,diffusion,bubble,64,428,10.776176485674338,-3.640379952351477e-05
example3,diffusion,bubble,64,357,9.399105191055598,-3.755583904904461e-05
example3,diffusion,bubble,64,285,7.861889669093096,-3.824102800267696e-05
example3,diffusion,bubble,64,500,12.044325820669004,-3.501339522080099e-05
example3,diffusion,bubble,64,142,4.337256677450911,-3.327216894533884e-05
example3,diffusion,bubble,64,71,2.3310769280053343,-6.3321935565958555e-06
example3,diffusion,bubble,64,0,0.002283628351197565,1.9772633987755632
example3,diffusion,bubble,64,214,6.19449973876933,-3.774141379908371e-05
example3,diffusion,bubble,128,500,12.044479370692239,-1.8392432110458867e-05
example3,diffusion,bubble,128,428,10.776320548072556,-1.9286684709157555e-05
example3,diffusion,bubble,128,285,7.862003516533614,-2.0891408497472428e-05
example3,diffusion,bubble,128,357,9.39923637503907,-2.0135657364930268e-05
example3,diffusion,bubble,128,142,4.337318443401262,-2.0544967108309765e-05
example3,diffusion,bubble,128,71,2.3310966990192514,-1.2236156785912708e-05
example3,diffusion,bubble,128,0,0.0005721403004474323,1.99688700489536
example3,diffusion,bubble,128,214,6.194591298322218,-2.132400391691753e-05
example3,diffusion,bubble,256,428,10.77639460601078,-9.914576372313048e-06
example3,diffusion,bubble,256,0,0.00013890453617382292,2.0422752547250567
example3,diffusion,bubble,256,71,2.331110325081893,-8.43302448764502e-06
example3,diffusion,bubble,256,142,4.337352298022473,-1.1260806453011413e-05
example3,diffusion,bubble,256,214,6.194639729773669,-1.1279443360531536e-05
example3,diffusion,bubble,256,285,7.862062863599283,-1.0890276759531343e-05
example3,diffusion,bubble,256,357,9.399304183775108,-1.0407970438520384e-05
example3,diffusion,bubble,256,500,12.044557991776493,-9.417250399625713e-06
