example,regime,stabilization,nx,time_idx,l2_error,order
example3,advection,bubble,32,0,0.008991683640911848,
example3,advection,bubble,32,71,0.00792954464834811,
example3,advection,bubble,32,142,0.007155912361337664,
example3,advection,bubble,32,214,0.006488288973216848,
example3,advection,bubble,32,285,0.005908755306268384,
example3,advection,bubble,32,357,0.07280737021475446,
example3,advection,bubble,32,428,0.020010498272539465,
example3,advection,bubble,32,500,5.1190985993789595e-05,
example3,advection,bubble,64,428,0.013724015759090626,0.5440544039648622
example3,advection,bubble,64,357,0.04653415917693459,0.6457943608345053
example3,advection,bubble,64,285,0.0015623618593173553,1.919125619760671
example3,advection,bubble,64,500,3.7936807551127915e-05,0.4322915159246038
example3,advection,bubble,64,142,0.0017747806073023136,2.011495024474345
example3,advection,bubble,64,71,0.001996627723746874,1.9896726582480795
example3,advection,bubble,64,0,0.002283628351197565,1.9772633987755632
example3,advection,bubble,64,214,0.00159065376236224,2.0282182368673576
example3,advection,bubble,128,500,2.425209661729066e-05,0.6454888034623237
example3,advection,bubble,128,428,0.008409892902771266,0.706543354173483
example3,advection,bubble,128,285,0.0005461482167773944,1.516364199318292
example3,advection,bubble,128,357,0.028004094807043817,0.7326523435561432
example3,advection,bubble,128,142,0.00044321522892404064,2.0015613357846838
example3,advection,bubble,128,71,0.0005000563753583041,1.9974027080126349
example3,advection,bubble,128,0,0.0005721403004474323,1.99688700489536
example3,advection,bubble,128,214,0.00039640704038563195,2.004565347537862
example3,advection,bubble,256,428,0.004062647387810697,1.049667275183649
example3,advection,bubble,256,0,0.00013890453617382292,2.0422752547250567
example3,advection,bubble,256,71,0.00012144555586298211,2.0417810531652707
example3,advection,bubble,256,142,0.00010759071877473273,2.042453823043507
example3,advection,bubble,256,214,9.619524013336318e-05,2.042945171299959
example3,advection,bubble,256,285,0.00022111407262790937,1.3045016837378118
example3,advection,bubble,256,357,0.013467362807953019,1.056170427436828
example3,advection,bubble,256,500,1.18937009765256e-05,1.0279117650687835
