example,regime,stabilization,nx,time_idx,l2_error,order
example3,mixed,streamline,32,0,0.008991683640911848,
example3,mixed,streamline,32,71,0.0759249467139776,
example3,mixed,streamline,32,142,0.08432848401400991,
example3,mixed,streamline,32,214,0.08934358207181607,
example3,mixed,streamline,32,285,0.0935568878214446,
example3,mixed,streamline,32,357,0.09787396766304927,
example3,mixed,streamline,32,428,0.1023910593052876,
example3,mixed,streamline,32,500,0.10725488222928438,
example3,mixed,streamline,64,428,0.0329049760046896,1.6377120710882918
example3,mixed,streamline,64,357,0.03023738592559759,1.694591764027697
example3,mixed,streamline,64,285,0.027731536091973614,1.7543163394402344
example3,mixed,streamline,64,500,0.035778223497782306,1.5838896606249977
example3,mixed,streamline,64,142,0.023114477204248182,1.8672232865900962
example3,mixed,streamline,64,71,0.02008688884150853,1.9183198613722485
example3,mixed,streamline,64,0,0.002283628351197565,1.9772633987755632
example3,mixed,streamline,64,214,0.025439462347680374,1.8122959178966342
example3,mixed,streamline,128,500,0.01289080889779313,1.4727389591841304
example3,mixed,streamline,128,428,0.011479965299230233,1.5191874886593677
example3,mixed,streamline,128,285,0.008873784646762698,1.643906084979486
example3,mixed,streamline,128,357,0.01014706434634502,1.5752710207100271
example3,mixed,streamline,128,142,0.006597706741627048,1.8087601737688728
example3,mixed,streamline,128,71,0.005401181966466861,1.8949070707115632
example3,mixed,streamline,128,0,0.0005721403004474323,1.99688700489536
example3,mixed,streamline,128,214,0.007709086405372449,1.7224363768767088
example3,mixed,streamline,256,428,0.003516994509858938,1.7067032931664183
example3,mixed,streamline,256,0,0.00013890453617382292,2.0422752547250567
example3,mixed,streamline,256,71,0.001372301824239085,1.976677330735019
example3,mixed,streamline,256,142,0.0017660368771080786,1.901449185034611
example3,mixed,streamline,256,214,0.0021650816211634953,1.8321384842312676
example3,mixed,streamline,256,285,0.0025877957771798608,1.7778257738840644
example3,mixed,streamline,256,357,0.003044762946393526,1.7366605858596749
example3,mixed,streamline,256,500,0.004011962780497035,1.683962668547382
