example,regime,stabilization,nx,time_idx,l2_error,order
example1,diffusion,artificial,32,0,0.0006214065030467568,
example1,diffusion,artificial,32,71,0.00017212980267529546,
example1,diffusion,artificial,32,142,4.5668855598680586e-05,
example1,diffusion,artificial,32,214,1.1845505292364456e-05,
example1,diffusion,artificial,32,285,3.122707394536566e-06,
example1,diffusion,artificial,32,357,8.05960541378913e-07,
example1,diffusion,artificial,32,428,2.1149627619735275e-07,
example1,diffusion,artificial,32,500,5.4349260290012305e-08,
example1,diffusion,artificial,64,428,5.528348443317215e-08,1.935711807562421
example1,diffusion,artificial,64,357,2.118620602991955e-07,1.9275839514888993
example1,diffusion,artificial,64,285,8.262436865404064e-07,1.9181581436591537
example1,diffusion,artificial,64,500,1.4135412239055289e-08,1.942946441949777
example1,diffusion,artificial,64,142,1.2278334423535636e-05,1.895095768131877
example1,diffusion,artificial,64,71,4.661698462385442e-05,1.884569315025584
example1,diffusion,artificial,64,0,0.00015535835673787367,1.9999374931832892
example1,diffusion,artificial,64,214,3.157485387064137e-06,1.9074917784625585
example1,diffusion,artificial,128,500,3.860086999799477e-09,1.8726086890511593
example1,diffusion,artificial,128,428,1.5260907261496703e-08,1.85700781645089
example1,diffusion,artificial,128,285,2.3383032477431594e-07,1.8211053018758512
example1,diffusion,artificial,128,357,5.9175499158976705e-08,1.8400533812156128
example1,diffusion,artificial,128,142,3.5809941823832684e-06,1.7776827900040446
example1,diffusion,artificial,128,71,1.377411114007067e-05,1.7588964651453702
example1,diffusion,artificial,128,0,3.8769919560260824e-05,2.002590199318872
example1,diffusion,artificial,128,214,9.064175624117542e-07,1.8005283375250223
example1,diffusion,artificial,256,428,4.0289429690699145e-09,1.921367444044614
example1,diffusion,artificial,256,0,9.403180385521547e-06,2.0437170426133804
example1,diffusion,artificial,256,71,3.9155073073041555e-06,1.8146880774247471
example1,diffusion,artificial,256,142,1.004442446850812e-06,1.8339652728560139
example1,diffusion,artificial,256,214,2.501926759237515e-07,1.8571362575181072
example1,diffusion,artificial,256,285,6.355835047387875e-08,1.8793084528184083
example1,diffusion,artificial,256,357,1.584536968688869e-08,1.90093865097599
example1,diffusion,artificial,256,500,1.0052092399155285e-09,1.9411375260624921
