example,regime,stabilization,nx,time_idx,l2_error,order
example1,transition,artificial,32,0,0.0006214065030467568,
example1,transition,artificial,32,71,0.046960240860377665,
example1,transition,artificial,32,142,0.08589144054579463,
example1,transition,artificial,32,214,0.10911235809611947,
example1,transition,artificial,32,285,0.11119473729049739,
example1,transition,artificial,32,357,0.09200322485207671,
example1,transition,artificial,32,428,0.06011740814106414,
example1,transition,artificial,32,500,0.033572788002624886,
example1,transition,artificial,64,428,0.036715846868331466,0.71137993447456
example1,transition,artificial,64,357,0.055897763584385876,0.7188938673116337
example1,transition,artificial,64,285,0.06703223169073722,0.7301616375882867
example1,transition,artificial,64,500,0.019791458374855665,0.7624144241974706
example1,transition,artificial,64,142,0.05192648535017428,0.7260437879561257
example1,transition,artificial,64,71,0.02851039852527199,0.7199516023314818
example1,transition,artificial,64,0,0.00015535835673787367,1.9999374931832892
example1,transition,artificial,64,214,0.06577742654681792,0.7301500400678763
example1,transition,artificial,128,500,0.00990006362578703,0.9993682220374006
example1,transition,artificial,128,428,0.01941560102394079,0.9191865091946368
example1,transition,artificial,128,285,0.03597484146292292,0.8978666368179316
example1,transition,artificial,128,357,0.029894599551638888,0.9029056777506006
example1,transition,artificial,128,142,0.028052267190614835,0.8883532052715751
example1,transition,artificial,128,71,0.015459182925525857,0.8830241362008122
example1,transition,artificial,128,0,3.8769919560260824e-05,2.002590199318872
example1,transition,artificial,128,214,0.03541581412320122,0.8931988590681916
example1,transition,artificial,256,428,0.007644774345587554,1.3446705449869654
example1,transition,artificial,256,0,9.403180385521547e-06,2.0437170426133804
example1,transition,artificial,256,71,0.006298800899413814,1.2953149550581196
example1,transition,artificial,256,142,0.011395438100944231,1.2996609839860422
example1,transition,artificial,256,214,0.014344723461714847,1.3038735506810837
example1,transition,artificial,256,285,0.014519453162059858,1.3090012102342186
example1,transition,artificial,256,357,0.01198734596624012,1.3183726084664298
example1,transition,artificial,256,500,0.003648721742134551,1.4400466644583385
