example,regime,stabilization,nx,time_idx,l2_error,order
example1,mixed,artificial,32,0,0.0006214065030467568,
example1,mixed,artificial,32,71,0.001770560614846824,
example1,mixed,artificial,32,142,0.0026294806717372023,
example1,mixed,artificial,32,214,0.0032362692265937507,
example1,mixed,artificial,32,285,0.0036225173857434355,
example1,mixed,artificial,32,357,0.0038445819830742983,
example1,mixed,artificial,32,428,0.003934647202591519,
example1,mixed,artificial,32,500,0.003927454608438451,
example1,mixed,artificial,64,428,0.001787576922172673,1.138228958679133
example1,mixed,artificial,64,357,0.0017358907640933935,1.147150579246856
example1,mixed,artificial,64,285,0.0016210751247547684,1.160041663231555
example1,mixed,artificial,64,500,0.0017927248819716872,1.1314404976590606
example1,mixed,artificial,64,142,0.0011307497673797753,1.2174981930071322
example1,mixed,artificial,64,71,0.0007132238681080249,1.3117793461808298
example1,mixed,artificial,64,0,0.00015535835673787367,1.9999374931832892
example1,mixed,artificial,64,214,0.0014283157435042394,1.1800166943509907
example1,mixed,artificial,128,500,0.0007596532777588547,1.2387411074366774
example1,mixed,artificial,128,428,0.0007556387138006337,1.242236801966404
example1,mixed,artificial,128,285,0.0006798778139542387,1.2536035535685637
example1,mixed,artificial,128,357,0.0007314421809491697,1.2468604331065947
example1,mixed,artificial,128,142,0.0004641419098815714,1.2846418219401456
example1,mixed,artificial,128,71,0.0002818235775651055,1.3395626700933398
example1,mixed,artificial,128,0,3.8769919560260824e-05,2.002590199318872
example1,mixed,artificial,128,214,0.0005946484336801403,1.26420605721456
example1,mixed,artificial,256,428,0.00025013649945429333,1.5949810292596194
example1,mixed,artificial,256,0,9.403180385521547e-06,2.0437170426133804
example1,mixed,artificial,256,71,9.006542360339314e-05,1.645747051292653
example1,mixed,artificial,256,142,0.00015134729402721192,1.6167030909999685
example1,mixed,artificial,256,214,0.00019532465932666903,1.606162876555581
example1,mixed,artificial,256,285,0.0002241598034367295,1.6007478960918489
example1,mixed,artificial,256,357,0.00024173420897135648,1.5973221764252916
example1,mixed,artificial,256,500,0.0002517734349574243,1.5932150215739156
