example,regime,stabilization,nx,time_idx,l2_error,order
example1,advection,artificial,32,0,0.0006214065030467568,
example1,advection,artificial,32,71,0.049140763907951385,
example1,advection,artificial,32,142,0.08968369954998345,
example1,advection,artificial,32,214,0.11388461321963705,
example1,advection,artificial,32,285,0.1161802041877316,
example1,advection,artificial,32,357,0.09660691100022124,
example1,advection,artificial,32,428,0.06389445826200611,
example1,advection,artificial,32,500,0.03487555080888579,
example1,advection,artificial,64,428,0.04027193961338561,0.6659158494487122
example1,advection,artificial,64,357,0.060956677046137976,0.6643421404933753
example1,advection,artificial,64,285,0.07302934460459,0.6698160821186034
example1,advection,artificial,64,500,0.021025633564617077,0.7300667285931639
example1,advection,artificial,64,142,0.056686051128714755,0.6618520206651519
example1,advection,artificial,64,71,0.031212312004760368,0.6548050583362532
example1,advection,artificial,64,0,0.00015535835673787367,1.9999374931832892
example1,advection,artificial,64,214,0.07170754873076858,0.6673759337429334
example1,advection,artificial,128,500,0.010820265378818618,0.9584133905410365
example1,advection,artificial,128,428,0.022687246294827323,0.8278934483927195
example1,advection,artificial,128,285,0.04266458434575483,0.7754372904786969
example1,advection,artificial,128,357,0.0352933545962488,0.788387695525102
example1,advection,artificial,128,142,0.033436599994054,0.7615656172385237
example1,advection,artificial,128,71,0.018482261485488136,0.7559739312607174
example1,advection,artificial,128,0,3.8769919560260824e-05,2.002590199318872
example1,advection,artificial,128,214,0.04211290678351518,0.7678625420622887
example1,advection,artificial,256,428,0.010077829969815018,1.1706964890417704
example1,advection,artificial,256,0,9.403180385521547e-06,2.0437170426133804
example1,advection,artificial,256,71,0.00877478640564145,1.0747053822857628
example1,advection,artificial,256,142,0.01583132717200453,1.0786459496316714
example1,advection,artificial,256,214,0.019866191869646357,1.0839471085904238
example1,advection,artificial,256,285,0.020016686310685126,1.0918358317670567
example1,advection,artificial,256,357,0.016358672702876248,1.1093408665094786
example1,advection,artificial,256,500,0.004138645593608852,1.3865052672144973
