example,regime,stabilization,nx,time_idx,l2_error,order
example1,diffusion,bubble,32,0,0.0006214065030467568,
example1,diffusion,bubble,32,71,0.00018278325643217053,
example1,diffusion,bubble,32,142,5.010734225418199e-05,
example1,diffusion,bubble,32,214,1.3380790578137239e-05,
example1,diffusion,bubble,32,285,3.6189257498968613e-06,
example1,diffusion,bubble,32,357,9.559363659893723e-07,
example1,diffusion,bubble,32,428,2.56035074727113e-07,
example1,diffusion,bubble,32,500,6.70305639634565e-08,
example1,diffusion,bubble,64,428,6.616094892483492e-08,1.9522896294017853
example1,diffusion,bubble,64,357,2.4867783970021135e-07,1.9426366340826373
example1,diffusion,bubble,64,285,9.492236082229833e-07,1.930741620514701
example1,diffusion,bubble,64,500,1.722380145927467e-08,1.9604154774461136
example1,diffusion,bubble,64,142,1.3440691726621126e-05,1.8984146292633937
example1,diffusion,bubble,64,71,4.965848538864084e-05,1.8800217563778971
example1,diffusion,bubble,64,0,0.00015535835673787367,1.9999374931832892
example1,diffusion,bubble,64,214,3.544847769352655e-06,1.9163677788192996
example1,diffusion,bubble,128,500,4.5500757191072405e-09,1.9204411356800108
example1,diffusion,bubble,128,428,1.7692956581870846e-08,1.902804777002484
example1,diffusion,bubble,128,285,2.616906432056965e-07,1.8588856408751235
example1,diffusion,bubble,128,357,6.743815746365334e-08,1.8826409263357236
example1,diffusion,bubble,128,142,3.8605983891495165e-06,1.7997110021565144
example1,diffusion,bubble,128,71,1.457139622021687e-05,1.7689011372079462
example1,diffusion,bubble,128,0,3.8769919560260824e-05,2.002590199318872
example1,diffusion,bubble,128,214,9.958944950443084e-07,1.831658856868582
example1,diffusion,bubble,256,428,4.445815575934385e-09,1.9926551418051406
example1,diffusion,bubble,256,0,9.403180385521547e-06,2.0437170426133804
example1,diffusion,bubble,256,71,4.0738877951727405e-06,1.8386609713625963
example1,diffusion,bubble,256,142,1.0561655413448764e-06,1.869988503560318
example1,diffusion,bubble,256,214,2.660944744786074e-07,1.9040543587000622
example1,diffusion,bubble,256,285,6.840526719156044e-08,1.9356830197734087
example1,diffusion,bubble,256,357,1.7267461722153368e-08,1.965509094154827
example1,diffusion,bubble,256,500,1.123471391961533e-09,2.0179271655639694
