x,t_0.00,t_0.14,t_0.28,t_0.43,t_0.57,t_0.71,t_0.86,t_1.00
0.0,3.5922602999050326e-17,2.1626501030622285e-17,2.356292828606362e-17,1.6611094000260733e-17,1.2736786695213889e-17,1.1831177240831214e-17,1.0155323387308974e-17,7.191845609761893e-18
0.015625,0.04906767432741814,0.03773911015769908,0.031322967467670465,0.026365630542689523,0.022451610251570192,0.01918880833052938,0.016499122784043526,0.014192604566583826
0.03125,0.09801714032956085,0.07594299020973821,0.06304445270539034,0.05307204184111326,0.04519617027079551,0.038629548960453446,0.03321573301857761,0.02857279239988753
0.046875,0.146730474455362,0.11448678456548732,0.09507386476007484,0.08004847265352105,0.06817626933705023,0.058274760444856966,0.050109918524430225,0.04310674698289275
0.0625,0.19509032201612866,0.15324336174953745,0.12731852979267588,0.10722241576888297,0.09133302553579181,0.07807573467715734,0.06714070157429503,0.05775973896660137
0.078125,0.24298017990326434,0.1920841502149664,0.15968408849569715,0.13451986976028915,0.11460626304538579,0.09798264844021921,0.08426614104493922,0.07249620777910792
0.09375,0.2902846772544629,0.23087996612494746,0.19207490207427458,0.16186559832298575,0.13793469550970575,0.11794469987009962,0.10144343861920196,0.08727984661528346
0.109375,0.3368898533922208,0.26950181811509394,0.22439446322099021,0.18918339559172645,0.16125611458655056,0.13791024927242018,0.11862904867055238,0.10207369055532575
0.125,0.3826834323650908,0.3078216755154362,0.25654580853503384,0.21639635579693942,0.1845075827324317,0.1578269637096383,0.13577879144670013,0.11684020754789043
0.140625,0.4275550934302831,0.34571318844715765,0.2884319289163832,0.24342714560132697,0.20762562926259706,0.17764196475990185,0.1528479691548236,0.13154139198235448
0.15625,0.4713967368259989,0.3830523504942226,0.3199561746015333,0.2701982774578738,0.23054644871147026,0.19730197883484227,0.16979148453949883,0.14613886056504077
0.171875,0.5141027441932227,0.41971809714804126,0.3510226516936316,0.29663238234652006,0.2532061005130536,0.21675348943470346,0.1865639615354435,0.16059395020599945
0.1875,0.5555702330196032,0.4555928357940167,0.38153660727011335,0.3226524802793599,0.2755407090233009,0.23594289071465702,0.2031198675707875,0.17486781761623538
0.203125,0.5956993044924347,0.49056290551725795,0.4114048004174562,0.34818224701231976,0.29748666291688364,0.2548166417360432,0.21941363709276362,0.18892154031012223
0.21875,0.6343932841636465,0.5245189673302134,0.4405358568372271,0.37314627546385426,0.3189808130090081,0.2733214207805573,0.2353997958864962,0.20271621870415768
