example,regime,stabilization,nx,time_idx,l2_error,order
example1,mixed,bubble,32,0,0.0006214065030467568,
example1,mixed,bubble,32,71,0.0006437009343661834,
example1,mixed,bubble,32,142,0.0006684896623864025,
example1,mixed,bubble,32,214,0.0006842269564947558,
example1,mixed,bubble,32,285,0.0006891450876352839,
example1,mixed,bubble,32,357,0.0006840366989110083,
example1,mixed,bubble,32,428,0.0006703022999690855,
example1,mixed,bubble,32,500,0.0006491198440524591,
example1,mixed,bubble,64,428,0.0001660906884156045,2.0128406906988636
example1,mixed,bubble,64,357,0.0001695862332698125,2.012054669443032
example1,mixed,bubble,64,285,0.00017098716167063675,2.010919743053924
example1,mixed,bubble,64,500,0.0001607796433236266,2.0134001058785014
example1,mixed,bubble,64,142,0.00016631370244267403,2.006998214538401
example1,mixed,bubble,64,71,0.00016050974402020133,2.0037296817068313
example1,mixed,bubble,64,0,0.00015535835673787367,1.9999374931832892
example1,mixed,bubble,64,214,0.00016995497582659755,2.009322342347723
example1,mixed,bubble,128,500,3.856049840482968e-05,2.0598891511555886
example1,mixed,bubble,128,428,3.990254730340724e-05,2.057418439957271
example1,mixed,bubble,128,285,4.1307924160697854e-05,2.049397538812375
example1,mixed,bubble,128,357,4.083642256685156e-05,2.0540906680186346
example1,mixed,bubble,128,142,4.0630141986096826e-05,2.0332847245909202
example1,mixed,bubble,128,71,3.958523229664425e-05,2.0196266586509553
example1,mixed,bubble,128,0,3.8769919560260824e-05,2.002590199318872
example1,mixed,bubble,128,214,4.1245356308093153e-05,2.042848995872173
example1,mixed,bubble,256,428,8.337591627190365e-06,2.2587782321130447
example1,mixed,bubble,256,0,9.403180385521547e-06,2.0437170426133804
example1,mixed,bubble,256,71,9.216814295330559e-06,2.1026222294953785
example1,mixed,bubble,256,142,9.126469976568161e-06,2.1544215524075145
example1,mixed,bubble,256,214,9.016431380112786e-06,2.1936032535100343
example1,mixed,bubble,256,285,8.854082844498089e-06,2.2220037851395533
example1,mixed,bubble,256,357,8.625156400670951e-06,2.2432339632878215
example1,mixed,bubble,256,500,7.99134582524363e-06,2.2706133054253153
