x,t_0.00,t_0.14,t_0.28,t_0.43,t_0.57,t_0.71,t_0.86,t_1.00
0.0,3.5922602999050326e-17,6.650604838868373e-18,1.777482613754198e-18,5.561054149056118e-19,5.182180703623332e-20,2.902043640169454e-20,5.4350798722299725e-21,1.3422335758274613e-21
0.015625,0.04906767432741814,0.012242579179292806,0.0030558417438544642,0.0007480005543352447,0.0001867077366864369,4.5701812010769085e-05,1.1407587666360879e-05,2.7923182846820417e-06
0.03125,0.09801714032956085,0.02445600129572777,0.006104405785716607,0.0014942196933081103,0.00037297081591012026,9.129478197711815e-05,2.278800736915803e-05,5.57798646912946e-06
0.046875,0.146730474455362,0.03661084142999478,0.009138347563236579,0.002236859635655499,0.0005583404951307067,0.0001366690679204447,3.411384155216728e-05,8.350293358494995e-06
0.0625,0.19509032201612866,0.04867781499291071,0.012150357538559337,0.002974131173300735,0.0007423701717530464,0.00018171535167211048,4.5357803406892425e-05,1.110255976200467e-05
0.078125,0.24298017990326434,0.06062784828417068,0.015133178808872095,0.003704257982008542,0.0009246164591058147,0.00022632510224856474,5.649280261338996e-05,1.3828154584818074e-05
0.09375,0.2902846772544629,0.07243214854484689,0.018079624590632264,0.004425480901120067,0.0011046402547022448,0.0002703908373373007,6.749201060954052e-05,1.652051080446306e-05
0.109375,0.3368898533922208,0.0840622733348118,0.02098259553535034,0.005136062172056664,0.001282007798209168,0.0003138063822636406,7.832892523151197e-05,1.9173141293352602e-05
0.125,0.3826834323650908,0.09549019906788521,0.023835096835207317,0.005834289625380262,0.0014562917165753125,0.0003564671258143971,8.897743456967072e-05,2.1779654449261012e-05
0.140625,0.4275550934302831,0.10668838853953196,0.02663025507729096,0.006518480806321746,0.0016270720538006606,0.00039827027230201627,9.941187988608276e-05,2.4333769596098792e-05
0.15625,0.4713967368259989,0.11762985728436322,0.029361334805840224,0.007186987028836767,0.0017939372828656018,0.00043911508926184413,0.0001096071174420027,2.6829332117877244e-05
