example,regime,stabilization,nx,time_idx,l2_error,order
example1,advection,bubble,32,0,0.0006214065030467568,
example1,advection,bubble,32,71,0.0448777084399579,
example1,advection,bubble,32,142,0.08085435445169692,
example1,advection,bubble,32,214,0.10108304035312973,
example1,advection,bubble,32,285,0.1010953149608781,
example1,advection,bubble,32,357,0.08094516053102709,
example1,advection,bubble,32,428,0.04516437484387957,
example1,advection,bubble,32,500,0.005408995591115596,
example1,advection,bubble,64,428,0.02974235118500768,0.6026665399588512
example1,advection,bubble,64,357,0.053296044877493905,0.6029163547511648
example1,advection,bubble,64,285,0.06656621651677792,0.6028540643158794
example1,advection,bubble,64,500,0.0037459446103727183,0.5300311543031738
example1,advection,bubble,64,142,0.053239237272927606,0.6028355700951232
example1,advection,bubble,64,71,0.029544140129715686,0.6031270000015913
example1,advection,bubble,64,0,0.00015535835673787367,1.9999374931832892
example1,advection,bubble,64,214,0.06655939050004167,0.602826835552322
example1,advection,bubble,128,500,0.0023008705222041736,0.7031497667465121
example1,advection,bubble,128,428,0.01801442082968051,0.7233664301418387
example1,advection,bubble,128,285,0.040322281356571114,0.7232129048080347
example1,advection,bubble,128,357,0.03228266495617232,0.7232687949363271
example1,advection,bubble,128,142,0.032251465806063,0.7231251712749159
example1,advection,bubble,128,71,0.017898174945731937,0.7230595252655498
example1,advection,bubble,128,0,3.8769919560260824e-05,2.002590199318872
example1,advection,bubble,128,214,0.04031930018226437,0.7231716240892057
example1,advection,bubble,256,428,0.008675263389328574,1.0541728042534402
example1,advection,bubble,256,0,9.403180385521547e-06,2.0437170426133804
example1,advection,bubble,256,71,0.008621054797855125,1.0538761842608086
example1,advection,bubble,256,142,0.015533696029231311,1.053963591480391
example1,advection,bubble,256,214,0.019418950440736823,1.0540053705550998
example1,advection,bubble,256,285,0.01941993391527979,1.054038974665866
example1,advection,bubble,256,357,0.015547447276944,1.0540819541548692
example1,advection,bubble,256,500,0.0011122120835385242,1.0487478841138829
