example,regime,stabilization,nx,time_idx,l2_error,order
example1,advection,streamline,32,0,0.0006214065030467568,
example1,advection,streamline,32,71,0.04858809880830197,
example1,advection,streamline,32,142,0.08906164685581638,
example1,advection,streamline,32,214,0.11383305784942663,
example1,advection,streamline,32,285,0.11663320645301428,
example1,advection,streamline,32,357,0.09595735650471778,
example1,advection,streamline,32,428,0.05959659733516006,
example1,advection,streamline,32,500,0.03023280642130805,
example1,advection,streamline,64,428,0.038331734757160354,0.6366906716039543
example1,advection,streamline,64,357,0.06078476905136463,0.6586835436160241
example1,advection,streamline,64,285,0.07320045624992025,0.672054048610528
example1,advection,streamline,64,500,0.018873045237782216,0.6797876801980313
example1,advection,streamline,64,142,0.05643062856225227,0.6583258697969355
example1,advection,streamline,64,71,0.0309985652049877,0.6484015420270404
example1,advection,streamline,64,0,0.00015535835673787367,1.9999374931832892
example1,advection,streamline,64,214,0.07165515500968658,0.6677771827861582
example1,advection,streamline,128,500,0.00994569423682017,0.9241832422947573
example1,advection,streamline,128,428,0.02195677381420405,0.8038732011592647
example1,advection,streamline,128,285,0.04271738612934756,0.7770292692613135
example1,advection,streamline,128,357,0.035246009215051194,0.7862499549286575
example1,advection,streamline,128,142,0.03335198734808036,0.7587056893989017
example1,advection,streamline,128,71,0.018413239882211302,0.7514579437670443
example1,advection,streamline,128,0,3.8769919560260824e-05,2.002590199318872
example1,advection,streamline,128,214,0.042090710218467796,0.7675686452485265
example1,advection,streamline,256,428,0.009877760842187678,1.1524101455825762
example1,advection,streamline,256,0,9.403180385521547e-06,2.0437170426133804
example1,advection,streamline,256,71,0.008760317149248473,1.0716884912195843
example1,advection,streamline,256,142,0.0158138606993368,1.0765831085297097
example1,advection,streamline,256,214,0.019862560455403636,1.0834502425372612
example1,advection,streamline,256,285,0.020028970483089596,1.092735104899332
example1,advection,streamline,256,357,0.01634469190763811,1.1086377323301828
example1,advection,streamline,256,500,0.003867989666430218,1.3624881380845635
