example,regime,stabilization,nx,time_idx,l2_error,order
example1,diffusion,streamline,32,0,0.0006214065030467568,
example1,diffusion,streamline,32,71,0.0001620129558418204,
example1,diffusion,streamline,32,142,4.0529628401883864e-05,
example1,diffusion,streamline,32,214,9.928279299154131e-06,
example1,diffusion,streamline,32,285,2.479981320773011e-06,
example1,diffusion,streamline,32,357,6.0748788042129e-07,
example1,diffusion,streamline,32,428,1.5174400819561642e-07,
example1,diffusion,streamline,32,500,3.7170676485307896e-08,
example1,diffusion,streamline,64,428,4.1624280758329056e-08,1.8661423023251031
example1,diffusion,streamline,64,357,1.6669014147674532e-07,1.8656868449654973
example1,diffusion,streamline,64,285,6.807064403989625e-07,1.8652245895243973
example1,diffusion,streamline,64,500,1.0192875989333553e-08,1.8666037695054971
example1,diffusion,streamline,64,142,1.113110757040549e-05,1.8643797967717481
example1,diffusion,streamline,64,71,4.438575763733519e-05,1.8679404585842274
example1,diffusion,streamline,64,0,0.00015535835673787367,1.9999374931832892
example1,diffusion,streamline,64,214,2.725978366075902e-06,1.86476958880672
example1,diffusion,streamline,128,500,3.0787536784257427e-09,1.7271428236300834
example1,diffusion,streamline,128,428,1.2574939799649988e-08,1.726873850132404
example1,diffusion,streamline,128,285,2.0572162027421153e-07,1.7263393380433754
example1,diffusion,streamline,128,357,5.036733418557876e-08,1.726608501845916
example1,diffusion,streamline,128,142,3.3650001800512038e-06,1.7259186641026292
example1,diffusion,streamline,128,71,1.3362974454782595e-05,1.7318556513731957
example1,diffusion,streamline,128,0,3.8769919560260824e-05,2.002590199318872
example1,diffusion,streamline,128,214,8.239898191298785e-07,1.7260756953636767
example1,diffusion,streamline,256,428,3.641502224163583e-09,1.7879458619612567
example1,diffusion,streamline,256,0,9.403180385521547e-06,2.0437170426133804
example1,diffusion,streamline,256,71,3.860911403688367e-06,1.791227817741436
example1,diffusion,streamline,256,142,9.748255353085713e-07,1.7873906343290293
example1,diffusion,streamline,256,214,2.3869189165081147e-07,1.7874769531997408
example1,diffusion,streamline,256,285,5.958667741297439e-08,1.7876317122782888
example1,diffusion,streamline,256,357,1.4587154629243713e-08,1.7877898762844633
example1,diffusion,streamline,256,500,8.914602684333659e-10,1.7881040416240666
