example,regime,stabilization,nx,time_idx,l2_error,order
example2,diffusion,streamline,32,0,0.005396583828336038,
example2,diffusion,streamline,32,71,0.005145607672869274,
example2,diffusion,streamline,32,142,0.005202971133882286,
example2,diffusion,streamline,32,214,0.0052170889857350074,
example2,diffusion,streamline,32,285,0.005220565833930618,
example2,diffusion,streamline,32,357,0.005221442415642068,
example2,diffusion,streamline,32,428,0.005221655853403833,
example2,diffusion,streamline,32,500,0.005221709500265554,
example2,diffusion,streamline,64,428,0.0013359179376080893,1.9666759872061867
example2,diffusion,streamline,64,357,0.0013358297264771956,1.9667122799344052
example2,diffusion,streamline,64,285,0.0013354672845974037,1.9668615483659244
example2,diffusion,streamline,64,500,0.0013359401000231732,1.9666668756482928
example2,diffusion,streamline,64,142,0.0013281860729910146,1.969878427220786
example2,diffusion,streamline,64,71,0.0013051810134569904,1.9790915571771681
example2,diffusion,streamline,64,0,0.0013596629891850518,1.9887973300461477
example2,diffusion,streamline,64,214,0.0013340289122274294,1.9674551068347754
example2,diffusion,streamline,128,500,0.00035554472211848275,1.9097523772144105
example2,diffusion,streamline,128,428,0.0003555310303577065,1.9097840017772714
example2,diffusion,streamline,128,285,0.00035525271705620404,1.9104270455146422
example2,diffusion,streamline,128,357,0.0003554765377246682,1.9099098773788155
example2,diffusion,streamline,128,142,0.00035078872694231173,1.920782985299313
example2,diffusion,streamline,128,71,0.00033754013741112734,1.9511189351892766
example2,diffusion,streamline,128,0,0.0003399637094700381,1.9997964498274459
example2,diffusion,streamline,128,214,0.000354365821536435,1.9124785659279728
example2,diffusion,streamline,256,428,9.385639110253379e-05,1.9214485890897448
example2,diffusion,streamline,256,0,8.249449323282298e-05,2.0430110261673904
example2,diffusion,streamline,256,71,8.582773910721496e-05,1.9755431652136932
example2,diffusion,streamline,256,142,9.170280529542148e-05,1.9355646122960832
example2,diffusion,streamline,256,214,9.332627504570063e-05,1.9248842439370049
example2,diffusion,streamline,256,285,9.372972116212822e-05,1.9222671876357238
example2,diffusion,streamline,256,357,9.383158656668245e-05,1.9216087771139836
example2,diffusion,streamline,256,500,9.386262391929445e-05,1.9214083439293292
