example,regime,stabilization,nx,time_idx,l2_error,order
example2,advection,streamline,32,0,0.005396583828336038,
example2,advection,streamline,32,71,1.5352037099098956,
example2,advection,streamline,32,142,2.0041138273213734,
example2,advection,streamline,32,214,2.1849465154380985,
example2,advection,streamline,32,285,2.3256326374521694,
example2,advection,streamline,32,357,1.969548265000548,
example2,advection,streamline,32,428,2.548025211099507,
example2,advection,streamline,32,500,2.3220577523801715,
example2,advection,streamline,64,428,1.5998716117090503,0.6714234174721528
example2,advection,streamline,64,357,1.2781921414562436,0.6237600489370639
example2,advection,streamline,64,285,1.4508965208066062,0.6806785943986359
example2,advection,streamline,64,500,1.425210440194512,0.7042288973191593
example2,advection,streamline,64,142,1.1645554923546153,0.7831850641738161
example2,advection,streamline,64,71,0.8446638831517587,0.8619808335155543
example2,advection,streamline,64,0,0.0013596629891850518,1.9887973300461477
example2,advection,streamline,64,214,1.3255019221851034,0.7210592025772071
example2,advection,streamline,128,500,0.8213986801819283,0.7950204225798143
example2,advection,streamline,128,428,0.9073354352636183,0.8182482264813411
example2,advection,streamline,128,285,0.7807398935547954,0.8940307345948942
example2,advection,streamline,128,357,0.7249896202396815,0.8180724774277826
example2,advection,streamline,128,142,0.58215009502984,1.0003163127359822
example2,advection,streamline,128,71,0.39942959035300374,1.0804361505902391
example2,advection,streamline,128,0,0.0003399637094700381,1.9997964498274459
example2,advection,streamline,128,214,0.6950475146060405,0.9313552509836115
example2,advection,streamline,256,428,0.3989964316631398,1.185260159075152
example2,advection,streamline,256,0,8.249449323282298e-05,2.0430110261673904
example2,advection,streamline,256,71,0.1406435997707158,1.5058973119656627
example2,advection,streamline,256,142,0.21366037277660013,1.4460718107196204
example2,advection,streamline,256,214,0.26491860552442165,1.3915624369220934
example2,advection,streamline,256,285,0.30451690957513716,1.358319647076838
example2,advection,streamline,256,357,0.29573955166874144,1.2936331402763077
example2,advection,streamline,256,500,0.38520544717884975,1.0924545247722208
