example,regime,stabilization,nx,time_idx,l2_error,order
example2,transition,streamline,32,0,0.005396583828336038,
example2,transition,streamline,32,71,1.4663805536186671,
example2,transition,streamline,32,142,1.8959546648068335,
example2,transition,streamline,32,214,2.036202787043191,
example2,transition,streamline,32,285,2.1435597293754056,
example2,transition,streamline,32,357,1.806850993741722,
example2,transition,streamline,32,428,2.3582487113058597,
example2,transition,streamline,32,500,2.263291824568346,
example2,transition,streamline,64,428,1.4224553584309543,0.7293325028389676
example2,transition,streamline,64,357,1.1165348245763227,0.6944492865019498
example2,transition,streamline,64,285,1.2945893227900642,0.7275141074817585
example2,transition,streamline,64,500,1.3361962632474058,0.7602906855865812
example2,transition,streamline,64,142,1.080749324986139,0.8108925324340677
example2,transition,streamline,64,71,0.8007400865383234,0.8728536217218829
example2,transition,streamline,64,0,0.0013596629891850518,1.9887973300461477
example2,transition,streamline,64,214,1.1994865382720243,0.7634642812194126
example2,transition,streamline,128,500,0.7052468927616118,0.9219316197967503
example2,transition,streamline,128,428,0.7576163050406037,0.9088440912651895
example2,transition,streamline,128,285,0.6742743419316803,0.9410869051655433
example2,transition,streamline,128,357,0.6042133855585721,0.885898198776012
example2,transition,streamline,128,142,0.5313198520975903,1.0243794117411602
example2,transition,streamline,128,71,0.3767529444014506,1.0877152451819911
example2,transition,streamline,128,0,0.0003399637094700381,1.9997964498274459
example2,transition,streamline,128,214,0.6124159144705069,0.9698332876334691
example2,transition,streamline,256,428,0.2998681896718988,1.3371388923646432
example2,transition,streamline,256,0,8.249449323282298e-05,2.0430110261673904
example2,transition,streamline,256,71,0.1322295798497128,1.5105738419837629
example2,transition,streamline,256,142,0.19276060829355796,1.4627703594002903
example2,transition,streamline,256,214,0.2289038260555856,1.4197701964514962
example2,transition,streamline,256,285,0.2561465004872821,1.3963665184290188
example2,transition,streamline,256,357,0.23735632625369668,1.348003643041079
example2,transition,streamline,256,500,0.2820223867000412,1.3223187173835242
